Bestandeseinheit,Baumart,Baumnummer,D_1984,Aus_1984,H_1984,D_1995,Aus_1995,H_1995,D_2006,Aus_2006,H_2006,D_2013,Aus_2013,H_2013
1,Dgl,483,7.3,NA,NA,9.6,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,484,7.8,NA,NA,7.5,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,485,8.8,NA,NA,13.2,NA,NA,15.5,7,NA,NA,NA,NA
2,Ofi,486,11.3,NA,NA,15.3,NA,14.8,18.0,NA,18.8,19.4,NA,NA
2,Ofi,487,10.1,NA,NA,15.8,NA,15.0,18.9,1,19.2,NA,NA,NA
2,Ofi,488,11.4,NA,NA,17.0,NA,NA,22.7,NA,NA,24.6,NA,NA
2,Ofi,489,10.6,NA,NA,17.2,NA,15.0,22.6,1,NA,NA,NA,NA
2,Ofi,490,4.2,NA,3.5,5.1,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,491,9.4,NA,NA,10.7,NA,11.5,11.5,1,NA,NA,NA,NA
1,Dgl,492,13.9,NA,NA,27.3,NA,22.0,45.2,NA,NA,54.8,NA,32.6
1,Dgl,493,12.6,NA,11.0,24.6,NA,21.5,40.2,NA,NA,44.7,NA,30.9
2,Ofi,494,12.6,NA,NA,13.6,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,495,7.7,NA,NA,7.9,4,NA,NA,NA,NA,NA,NA,NA
2,Ofi,496,13.0,NA,11.0,17.4,NA,NA,20.5,7,NA,NA,NA,NA
2,Ofi,497,8.4,NA,NA,7.9,4,NA,NA,NA,NA,NA,NA,NA
