Bestandeseinheit,Baumart,Baumnummer,D_1960,Aus_1960,H_1960,D_1967,Aus_1967,H_1967,D_1975,Aus_1975,H_1975,D_1985,Aus_1985,H_1985,D_1995,Aus_1995,H_1995,D_2002,Aus_2002,H_2002,D_2005,Aus_2005,H_2005,D_2009,Aus_2009,H_2009,D_2015,Aus_2015,H_2015
2,Es,91203,24.4,NA,23.0,26.8,NA,NA,30.9,NA,28.0,35.5,NA,NA,42.3,NA,NA,46.5,NA,NA,48.2,NA,NA,50.6,NA,NA,53.2,NA,NA
1,Bu,91204,11.4,NA,NA,11.4,NA,NA,11.4,NA,NA,12.0,NA,NA,13.9,NA,NA,14.3,NA,NA,14.1,NA,NA,14.2,NA,NA,15.0,NA,NA
3,Ah,91205,13.4,NA,NA,13.6,NA,NA,13.5,NA,NA,14.7,NA,NA,16.9,NA,NA,18.5,NA,NA,18.8,NA,NA,19.0,NA,NA,19.7,NA,NA
1,Bu,91211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA
1,Bu,91301,7.4,NA,NA,7.5,NA,NA,7.4,NA,NA,7.7,NA,NA,9.7,NA,NA,10.0,NA,NA,10.0,NA,NA,10.2,NA,NA,11.2,NA,NA
1,Bu,91302,13.2,NA,NA,13.2,NA,NA,13.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91303,30.6,NA,NA,36.0,NA,NA,43.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91304,15.6,NA,NA,16.3,NA,NA,17.2,NA,NA,18.0,NA,NA,19.8,NA,NA,20.2,NA,NA,20.1,NA,NA,20.2,NA,NA,21.5,NA,NA
1,Bu,91305,22.2,NA,NA,25.1,NA,NA,28.3,NA,NA,31.9,NA,NA,36.8,NA,NA,39.5,NA,NA,40.0,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,91306,17.8,NA,22.5,19.1,NA,NA,21.2,NA,NA,23.1,NA,NA,25.6,NA,NA,26.3,NA,NA,26.3,NA,NA,26.8,NA,NA,28.1,NA,NA
3,Ah,91307,19.8,NA,NA,20.8,NA,NA,21.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91308,18.8,NA,NA,20.3,NA,NA,22.2,NA,NA,23.3,NA,NA,24.6,NA,NA,24.9,NA,NA,24.9,NA,NA,25.3,NA,NA,26.0,NA,NA
1,Bu,91309,7.8,NA,NA,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91310,14.8,NA,20.0,15.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91311,15.2,NA,NA,16.2,NA,NA,17.6,NA,NA,19.1,NA,NA,22.8,NA,NA,24.2,NA,NA,24.5,NA,NA,25.0,NA,NA,27.2,NA,NA
1,Bu,91401,19.8,NA,NA,20.5,NA,NA,20.6,NA,NA,20.8,NA,NA,20.9,NA,NA,20.9,NA,NA,20.9,NA,NA,20.9,NA,NA,20.8,NA,NA
2,Es,91402,31.4,NA,NA,35.1,NA,NA,42.1,NA,27.5,48.1,NA,NA,53.9,NA,NA,58.3,NA,NA,58.8,NA,NA,61.3,NA,NA,62.7,NA,NA
1,Bu,91403,21.3,NA,NA,23.6,NA,NA,25.3,NA,NA,27.0,NA,NA,29.8,NA,NA,30.8,NA,NA,31.3,NA,NA,32.0,NA,NA,33.3,NA,NA
2,Es,91404,11.0,NA,NA,12.8,NA,NA,13.6,NA,13.0,13.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,91405,12.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91406,23.9,NA,NA,27.2,NA,NA,31.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91407,10.0,NA,NA,10.2,NA,NA,10.2,NA,NA,10.6,NA,NA,10.8,NA,NA,11.0,NA,NA,10.8,NA,NA,10.7,NA,NA,10.9,2,NA
1,Bu,91408,13.2,NA,18.0,14.1,NA,NA,14.2,NA,NA,14.5,NA,NA,15.0,NA,NA,15.0,NA,NA,14.7,NA,NA,14.5,NA,NA,14.7,NA,NA
1,Bu,91409,18.7,NA,NA,21.1,NA,NA,24.3,NA,NA,27.2,NA,NA,30.1,NA,NA,31.9,NA,NA,32.4,NA,NA,33.1,NA,NA,34.6,NA,NA
1,Bu,91410,14.8,NA,NA,15.7,NA,NA,16.0,NA,NA,16.1,NA,NA,16.2,NA,NA,16.3,NA,NA,16.3,NA,NA,16.3,NA,NA,16.6,2,NA
2,Es,91411,16.0,NA,16.5,17.6,NA,NA,19.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91412,13.0,NA,NA,14.4,NA,NA,14.9,NA,NA,15.4,NA,NA,15.9,NA,NA,16.0,NA,NA,16.0,NA,NA,15.9,NA,NA,16.2,NA,NA
1,Bu,91413,11.8,NA,NA,12.3,NA,NA,12.4,NA,NA,12.6,NA,NA,12.8,NA,NA,12.9,NA,NA,12.8,NA,NA,12.8,NA,NA,12.8,NA,NA
2,Es,91414,29.8,NA,NA,32.6,NA,NA,37.4,NA,28.0,41.7,NA,NA,45.8,NA,NA,48.2,NA,NA,49.1,NA,NA,48.2,NA,NA,52.5,NA,NA
1,Bu,91501,29.2,NA,NA,34.5,NA,NA,42.9,NA,NA,50.3,NA,NA,57.2,NA,NA,62.1,NA,NA,61.7,NA,NA,64.3,NA,NA,66.4,2,NA
1,Bu,91502,12.9,NA,NA,13.2,NA,NA,13.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91503,13.8,NA,NA,14.9,NA,NA,19.2,NA,NA,22.0,NA,NA,24.4,NA,NA,24.8,NA,NA,24.8,NA,NA,25.3,NA,NA,26.3,NA,NA
1,Bu,91504,8.4,NA,NA,8.4,NA,NA,11.1,NA,NA,12.0,NA,NA,12.0,NA,NA,12.1,NA,NA,12.2,NA,NA,12.0,NA,NA,12.3,NA,NA
1,Bu,91505,55.7,NA,NA,61.6,7,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91506,28.0,NA,26.0,32.0,NA,NA,38.8,NA,NA,45.9,NA,NA,50.5,NA,NA,54.1,NA,NA,55.1,NA,NA,56.8,NA,NA,58.4,NA,NA
1,Bu,91601,8.4,NA,NA,10.0,NA,NA,13.8,NA,NA,16.1,NA,NA,17.3,NA,NA,17.5,NA,NA,17.6,NA,NA,17.7,NA,NA,18.2,NA,NA
1,Bu,91602,8.0,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91603,7.3,NA,NA,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91604,57.7,NA,NA,62.5,7,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91605,7.4,NA,NA,8.3,NA,NA,10.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91606,8.0,NA,NA,9.9,NA,NA,15.5,NA,NA,22.4,NA,NA,28.4,NA,NA,31.7,NA,NA,33.1,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,91607,7.0,NA,NA,7.3,NA,NA,10.6,NA,NA,14.5,NA,NA,16.5,NA,NA,17.5,NA,NA,17.8,NA,NA,18.3,NA,NA,19.7,NA,NA
1,Bu,91608,6.8,NA,NA,7.2,NA,NA,9.9,NA,NA,11.7,NA,NA,11.8,NA,NA,11.9,NA,NA,11.9,NA,NA,12.2,NA,NA,13.2,NA,NA
1,Bu,91609,8.8,NA,NA,9.6,NA,NA,13.3,NA,NA,15.0,NA,NA,16.0,NA,NA,16.1,NA,NA,16.2,NA,NA,16.3,NA,NA,17.3,NA,NA
1,Bu,91610,8.0,NA,NA,8.5,NA,NA,13.4,NA,NA,17.5,NA,NA,20.8,NA,NA,22.7,NA,NA,23.6,NA,NA,25.0,NA,NA,27.7,NA,NA
