Bestandeseinheit,Baumart,Baumnummer,D_1960,Aus_1960,H_1960,D_1967,Aus_1967,H_1967,D_1975,Aus_1975,H_1975,D_1985,Aus_1985,H_1985,D_1995,Aus_1995,H_1995,D_2002,Aus_2002,H_2002,D_2005,Aus_2005,H_2005,D_2009,Aus_2009,H_2009,D_2015,Aus_2015,H_2015
4,Hbu,1,9.5,NA,NA,13.1,NA,NA,18.2,NA,NA,20.1,NA,NA,20.4,NA,NA,21.5,NA,NA,20.6,4,NA,NA,NA,NA,NA,NA,NA
2,Es,2,21.6,NA,NA,24.3,NA,NA,29.5,NA,26.0,36.0,NA,29.1,41.6,NA,29.7,45.9,NA,30.5,47.2,NA,33.0,48.9,NA,NA,50.5,NA,NA
1,Bu,3,21.6,NA,NA,23.8,7,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,4,30.3,NA,NA,32.1,NA,NA,32.8,NA,25.5,34.8,NA,25.2,36.9,NA,26.9,38.3,NA,27.0,38.4,NA,31.0,38.6,NA,NA,39.8,NA,NA
2,Es,5,34.5,NA,28.0,36.9,NA,NA,40.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6,21.4,NA,NA,21.9,NA,NA,24.8,NA,NA,27.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,101,49.9,NA,26.0,54.0,7,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,102,12.8,NA,NA,13.0,NA,NA,15.3,NA,NA,17.2,NA,NA,19.0,NA,NA,19.3,NA,NA,19.2,NA,NA,19.4,NA,NA,20.1,NA,NA
1,Bu,103,24.4,NA,NA,25.1,NA,NA,28.6,NA,NA,31.4,NA,NA,34.4,NA,NA,34.9,NA,NA,35.1,NA,NA,35.6,NA,NA,36.4,NA,NA
1,Bu,104,35.0,NA,NA,39.1,NA,NA,45.7,NA,NA,51.3,NA,NA,55.6,NA,NA,58.9,NA,NA,59.6,3,NA,NA,NA,NA,NA,NA,NA
2,Es,105,42.2,NA,30.0,45.1,NA,NA,50.2,NA,NA,57.2,NA,33.4,63.5,NA,34.9,67.9,NA,35.3,66.7,NA,36.0,71.2,NA,NA,74.5,3,NA
2,Es,106,32.8,NA,NA,35.0,NA,NA,38.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,107,21.4,NA,19.5,22.5,NA,NA,24.2,NA,21.0,27.0,NA,21.9,29.0,NA,25.1,29.7,NA,25.2,29.8,NA,27.0,30.6,NA,NA,31.7,NA,NA
2,Es,108,25.0,NA,NA,27.9,7,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,201,17.0,NA,NA,18.8,NA,NA,21.8,NA,NA,23.9,NA,NA,26.0,NA,NA,26.9,NA,NA,27.1,NA,NA,28.0,NA,NA,30.8,NA,NA
1,Bu,202,22.2,NA,NA,24.8,NA,NA,28.0,NA,NA,31.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,203,24.6,NA,NA,27.6,NA,NA,31.7,NA,30.0,36.7,NA,34.8,42.1,NA,35.9,46.0,NA,37.2,47.1,NA,39.0,50.1,NA,NA,51.7,3,NA
1,Bu,204,18.5,NA,NA,20.2,NA,NA,22.4,NA,22.5,24.8,NA,23.8,27.1,NA,25.3,28.3,NA,26.8,28.5,NA,27.0,30.2,NA,NA,32.0,2,NA
3,Ah,205,35.8,NA,NA,37.3,NA,NA,39.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,206,23.2,NA,NA,24.4,NA,NA,26.6,NA,NA,28.8,NA,NA,31.4,NA,19.5,32.4,NA,26.5,32.7,NA,28.0,34.1,NA,NA,36.1,NA,NA
1,Bu,207,12.0,NA,NA,12.6,NA,NA,12.8,NA,19.5,13.3,NA,NA,14.2,NA,NA,14.3,NA,NA,14.3,NA,NA,19.4,3,NA,NA,NA,NA
2,Es,208,29.9,NA,NA,31.4,NA,NA,34.4,NA,NA,38.7,NA,NA,42.6,NA,NA,46.1,NA,NA,46.7,NA,NA,47.6,NA,NA,49.4,NA,NA
2,Es,301,23.8,NA,24.0,26.4,NA,NA,29.9,NA,27.5,34.4,NA,30.6,37.1,NA,32.5,39.6,NA,32.6,40.6,3,34.5,NA,NA,NA,NA,NA,NA
1,Bu,302,8.0,NA,NA,8.2,NA,NA,8.4,NA,NA,8.7,NA,NA,9.1,NA,NA,9.1,NA,NA,38.6,1,NA,NA,NA,NA,NA,NA,NA
1,Bu,303,21.0,NA,NA,22.1,NA,NA,24.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,304,8.0,NA,NA,8.0,NA,NA,8.2,NA,NA,8.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,305,21.0,NA,NA,24.2,NA,NA,28.3,NA,NA,31.5,NA,NA,34.8,NA,NA,36.9,NA,NA,37.3,NA,NA,38.5,NA,NA,40.8,NA,NA
1,Bu,306,21.8,NA,NA,24.3,NA,NA,28.2,NA,29.0,31.6,NA,32.9,34.5,NA,33.2,36.3,NA,34.0,36.5,3,35.0,NA,NA,NA,NA,NA,NA
1,Bu,307,10.2,NA,NA,10.5,NA,NA,11.0,NA,NA,11.1,NA,NA,11.8,NA,NA,11.8,NA,NA,11.9,NA,NA,12.2,NA,NA,13.4,NA,NA
1,Bu,308,9.2,NA,NA,9.2,NA,NA,9.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,309,21.6,NA,NA,23.8,NA,NA,26.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,310,15.4,NA,NA,16.4,NA,NA,17.4,NA,NA,18.4,NA,NA,19.5,NA,NA,19.8,NA,NA,20.0,NA,NA,20.3,NA,NA,21.5,NA,NA
1,Bu,401,7.4,NA,NA,7.5,NA,NA,7.6,NA,NA,7.7,NA,NA,7.9,NA,NA,8.0,NA,NA,8.1,NA,NA,8.3,NA,NA,9.1,NA,NA
2,Es,402,22.8,NA,NA,25.1,NA,NA,28.8,NA,27.5,33.6,NA,31.4,35.5,NA,31.0,38.2,NA,32.5,38.6,NA,NA,39.2,NA,NA,40.5,NA,NA
1,Bu,403,9.3,NA,NA,9.7,NA,NA,9.8,NA,NA,10.2,NA,NA,10.7,NA,NA,10.7,NA,NA,10.6,NA,NA,10.9,NA,NA,11.3,NA,NA
2,Es,404,24.3,NA,NA,27.2,NA,NA,32.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,405,11.6,NA,NA,11.9,NA,NA,12.2,NA,NA,12.0,NA,NA,12.1,NA,NA,12.2,NA,NA,12.1,4,NA,NA,NA,NA,NA,NA,NA
1,Bu,406,24.8,NA,NA,27.7,NA,NA,32.0,NA,NA,35.9,NA,NA,39.1,NA,NA,41.4,NA,NA,41.6,NA,NA,42.5,NA,NA,44.0,NA,36.9
1,Bu,407,20.0,NA,NA,21.6,NA,NA,23.4,NA,29.0,25.3,NA,31.1,27.1,NA,30.8,28.1,NA,31.1,28.3,NA,32.0,28.6,NA,NA,30.2,NA,31.1
2,Es,501,25.4,NA,NA,28.7,NA,NA,34.1,NA,27.5,39.7,NA,32.0,46.0,NA,32.8,49.7,NA,33.7,50.6,NA,34.0,52.8,NA,NA,56.1,NA,NA
1,Bu,502,7.8,NA,NA,8.0,NA,NA,8.2,NA,NA,8.8,NA,NA,9.2,NA,NA,9.3,NA,NA,9.3,NA,NA,9.5,NA,NA,10.7,NA,NA
1,Bu,503,6.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,504,10.4,NA,NA,12.5,1,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,505,10.1,NA,NA,12.1,1,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,506,27.6,NA,NA,31.1,NA,NA,38.0,NA,NA,43.8,NA,NA,48.5,NA,NA,51.8,NA,NA,52.7,NA,NA,53.8,NA,NA,56.6,NA,NA
1,Bu,507,14.7,NA,NA,18.0,NA,NA,18.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,508,6.6,NA,NA,6.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,509,21.8,NA,NA,23.8,NA,NA,27.2,NA,NA,30.9,NA,NA,34.1,NA,NA,36.3,NA,NA,36.6,NA,NA,37.8,NA,NA,40.0,NA,NA
1,Bu,510,7.4,NA,NA,7.5,NA,NA,7.8,NA,NA,7.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,701,8.0,NA,NA,8.1,NA,NA,8.2,NA,NA,8.3,NA,NA,8.5,NA,NA,8.7,NA,NA,8.7,NA,NA,8.8,NA,NA,9.3,NA,NA
1,Bu,702,18.2,NA,NA,20.9,NA,NA,24.2,NA,NA,27.6,NA,NA,32.5,NA,NA,36.6,NA,NA,37.3,NA,NA,37.7,NA,NA,41.8,NA,NA
1,Bu,703,10.4,NA,NA,11.2,NA,NA,12.1,NA,NA,12.3,NA,NA,12.9,NA,NA,13.0,NA,NA,13.0,NA,NA,13.3,NA,NA,14.3,NA,NA
1,Bu,704,10.8,NA,NA,11.1,NA,NA,12.0,NA,NA,12.0,NA,NA,12.4,NA,NA,12.5,NA,NA,12.6,NA,NA,12.8,NA,NA,13.7,NA,NA
1,Bu,705,25.2,NA,NA,28.4,NA,NA,33.4,NA,NA,37.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,801,39.3,NA,NA,44.0,7,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,802,26.8,NA,NA,29.4,NA,NA,34.9,NA,NA,40.1,NA,NA,45.4,NA,NA,48.8,NA,NA,49.6,NA,NA,50.8,NA,NA,52.7,NA,NA
1,Bu,803,25.7,NA,25.5,29.6,NA,NA,36.1,NA,NA,41.4,NA,NA,45.9,NA,NA,48.5,NA,NA,49.0,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,804,12.4,NA,NA,13.2,NA,NA,13.4,NA,NA,13.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,805,9.2,NA,NA,9.2,NA,NA,9.2,NA,NA,9.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,806,15.0,NA,20.0,15.9,NA,NA,16.8,NA,NA,17.0,NA,NA,17.9,NA,NA,18.2,NA,NA,18.0,NA,NA,18.5,NA,NA,20.6,2,NA
3,Ah,807,30.6,NA,NA,32.3,NA,NA,34.4,NA,NA,35.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,808,13.0,NA,NA,13.6,NA,NA,13.8,NA,NA,13.9,NA,NA,14.2,NA,NA,14.3,NA,NA,14.3,NA,NA,14.2,NA,NA,14.6,2,NA
1,Bu,809,14.8,NA,NA,15.2,NA,NA,16.8,NA,NA,17.2,NA,NA,18.8,NA,NA,19.3,NA,NA,19.1,NA,NA,19.2,NA,NA,19.4,NA,NA
1,Bu,901,25.4,NA,25.0,29.3,NA,NA,34.7,NA,NA,38.9,NA,NA,42.6,NA,NA,44.8,NA,NA,45.3,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,902,22.0,NA,14.5,23.3,NA,NA,24.2,NA,NA,24.7,NA,NA,25.0,NA,NA,25.2,NA,NA,25.1,NA,NA,25.4,NA,NA,26.7,NA,NA
2,Es,903,23.0,NA,NA,24.7,NA,NA,26.7,NA,26.0,29.2,NA,29.6,32.6,NA,30.1,35.2,NA,31.3,35.8,NA,32.0,37.0,NA,NA,38.1,NA,NA
1,Bu,904,11.8,NA,NA,12.5,NA,NA,12.8,NA,NA,12.8,NA,NA,13.0,NA,NA,13.2,NA,NA,13.1,NA,NA,13.5,NA,NA,14.0,NA,NA
1,Bu,905,21.1,NA,NA,23.6,NA,NA,26.8,NA,NA,29.5,NA,NA,33.1,NA,NA,35.2,NA,NA,35.5,NA,NA,36.5,NA,NA,37.4,NA,NA
1,Bu,906,23.8,NA,NA,32.1,NA,NA,37.2,NA,NA,41.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,907,25.6,NA,NA,28.1,NA,NA,31.1,NA,NA,34.1,NA,NA,38.0,NA,NA,39.9,NA,NA,39.9,NA,NA,41.1,NA,NA,42.2,NA,NA
2,Es,908,23.2,NA,NA,24.1,7,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,909,27.6,NA,22.0,29.6,NA,NA,34.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1001,36.1,NA,NA,41.4,NA,NA,48.2,NA,NA,53.8,NA,33.1,57.4,NA,NA,59.2,NA,NA,59.6,NA,NA,61.5,NA,NA,63.5,NA,39.6
1,Bu,1002,7.4,NA,NA,8.2,NA,NA,8.9,NA,NA,9.0,NA,NA,9.4,NA,NA,9.5,NA,NA,9.4,NA,NA,9.4,NA,NA,10.1,NA,NA
1,Bu,1003,22.6,NA,NA,23.7,NA,NA,25.6,NA,NA,26.4,NA,NA,27.2,NA,NA,27.4,NA,NA,27.6,NA,NA,27.8,NA,NA,28.3,NA,30.2
1,Bu,1004,15.2,NA,NA,16.2,NA,NA,17.0,NA,NA,17.4,NA,NA,17.8,NA,NA,18.0,NA,NA,18.0,NA,NA,18.3,NA,NA,19.0,2,20.7
2,Es,1005,24.1,NA,NA,26.6,NA,NA,29.7,NA,31.0,32.9,NA,30.3,36.2,NA,33.4,39.5,NA,34.0,39.9,NA,NA,41.5,NA,NA,44.3,NA,41.0
1,Bu,1006,10.8,NA,NA,11.8,NA,NA,12.0,NA,NA,12.0,NA,NA,12.1,NA,NA,12.1,NA,NA,12.1,5,NA,NA,NA,NA,NA,NA,NA
1,Bu,1007,18.0,NA,NA,19.5,NA,NA,21.4,NA,NA,22.7,NA,NA,23.9,NA,NA,24.4,NA,NA,24.6,NA,NA,24.7,NA,NA,26.2,NA,NA
1,Bu,1008,12.2,NA,NA,13.4,NA,NA,13.7,NA,NA,14.2,NA,NA,14.2,NA,NA,14.0,NA,NA,13.8,NA,NA,13.9,NA,NA,14.3,NA,NA
1,Bu,1009,10.9,NA,NA,11.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,1010,26.0,NA,NA,26.8,7,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,1011,29.2,NA,NA,32.6,NA,NA,37.5,NA,29.5,42.0,NA,34.6,45.6,NA,35.3,49.3,NA,36.5,49.7,NA,37.0,50.4,NA,NA,53.8,NA,NA
1,Bu,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,9.3,NA,NA
2,Es,1101,34.2,NA,NA,36.1,NA,NA,40.1,NA,33.0,46.0,NA,34.1,50.2,NA,34.5,53.6,NA,37.2,54.8,NA,NA,56.7,NA,NA,58.4,NA,41.0
1,Bu,1102,25.1,NA,NA,26.6,NA,NA,28.2,NA,24.5,30.5,NA,25.0,31.7,NA,NA,32.5,NA,NA,32.7,NA,NA,33.5,NA,NA,35.4,NA,26.0
1,Bu,1103,19.0,NA,NA,20.1,NA,NA,21.4,NA,NA,23.5,NA,NA,25.1,NA,NA,25.2,NA,NA,25.1,NA,NA,24.9,NA,NA,25.8,NA,NA
1,Bu,1104,15.0,NA,NA,15.1,NA,NA,15.2,NA,16.0,15.5,NA,17.8,15.5,NA,18.6,15.8,1,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,1105,34.2,NA,NA,36.8,NA,NA,40.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,1106,23.7,NA,NA,24.5,7,24.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1107,8.6,NA,NA,9.2,NA,NA,9.8,NA,NA,10.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,1109,13.6,NA,NA,13.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1110,7.9,NA,NA,8.1,NA,NA,8.8,NA,NA,9.6,NA,NA,9.9,NA,NA,9.9,NA,NA,9.8,NA,NA,10.3,NA,NA,12.6,NA,NA
2,Es,1201,24.2,NA,NA,25.4,NA,NA,28.1,NA,29.5,31.0,NA,32.2,34.2,NA,34.7,36.2,NA,37.4,37.0,NA,34.0,37.7,NA,NA,39.1,2,NA
1,Bu,1202,10.2,NA,NA,10.3,NA,NA,10.4,NA,NA,10.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1203,34.9,NA,27.5,38.0,NA,NA,41.4,NA,NA,44.8,NA,NA,47.1,NA,NA,48.8,NA,NA,49.1,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,1204,22.2,NA,NA,23.7,NA,NA,25.5,NA,NA,28.1,NA,NA,31.2,NA,NA,32.6,NA,NA,32.9,NA,34.0,34.4,3,NA,NA,NA,NA
1,Bu,1301,13.9,NA,NA,15.0,NA,NA,16.1,NA,NA,16.9,NA,NA,17.6,NA,NA,17.8,NA,NA,17.8,NA,NA,18.0,NA,NA,19.4,NA,NA
1,Bu,1302,15.8,NA,NA,16.6,NA,NA,17.2,NA,NA,17.6,NA,NA,18.2,NA,NA,18.4,NA,NA,18.4,NA,NA,18.6,NA,NA,19.5,NA,NA
1,Bu,1303,11.0,NA,NA,11.1,NA,NA,11.3,NA,NA,11.1,NA,17.6,11.3,NA,18.0,11.3,NA,NA,11.4,NA,NA,11.2,NA,NA,11.4,NA,17.1
1,Bu,1304,33.2,NA,NA,35.9,NA,NA,41.0,NA,NA,45.6,NA,NA,49.2,NA,NA,51.3,NA,NA,51.7,NA,NA,53.5,NA,NA,54.4,NA,37.3
1,Bu,1305,12.2,NA,NA,12.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,1306,37.6,NA,NA,39.7,NA,NA,42.4,NA,31.0,46.0,NA,30.1,49.7,NA,31.6,52.0,NA,34.2,52.5,NA,37.0,53.9,NA,NA,54.5,NA,37.1
1,Bu,1307,8.8,NA,NA,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1308,41.4,NA,26.5,44.4,NA,NA,48.8,NA,NA,52.6,NA,NA,54.8,NA,NA,56.2,NA,NA,56.9,NA,NA,57.4,NA,NA,59.4,NA,NA
1,Bu,1401,19.2,NA,NA,20.0,7,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1402,19.4,NA,NA,20.8,NA,NA,22.3,NA,NA,23.2,NA,26.9,24.0,NA,NA,24.2,NA,NA,24.2,NA,NA,24.5,NA,NA,25.5,NA,NA
1,Bu,1403,31.0,NA,NA,34.9,NA,NA,41.2,NA,NA,47.5,NA,NA,52.9,NA,NA,56.7,NA,NA,57.9,NA,NA,61.1,NA,NA,62.5,2,NA
1,Bu,1404,11.7,NA,NA,11.7,NA,NA,12.0,NA,NA,12.0,NA,NA,12.2,NA,NA,12.2,NA,NA,12.1,NA,NA,12.4,NA,NA,12.3,NA,NA
1,Bu,1405,18.2,NA,NA,18.9,NA,NA,22.2,NA,NA,25.5,NA,NA,27.9,NA,NA,28.5,NA,NA,28.4,NA,NA,29.2,NA,NA,30.9,NA,NA
1,Bu,1406,18.8,NA,NA,19.6,NA,NA,19.8,NA,NA,20.8,NA,NA,21.9,NA,NA,22.0,NA,NA,22.0,NA,NA,22.5,NA,NA,24.2,NA,NA
1,Bu,1407,16.2,NA,NA,16.3,NA,NA,17.0,NA,NA,17.5,NA,NA,18.1,NA,NA,18.3,NA,NA,18.3,NA,NA,18.8,NA,NA,19.9,NA,NA
1,Bu,1501,12.8,NA,NA,13.1,NA,NA,16.8,NA,NA,19.1,NA,NA,20.0,NA,NA,20.4,NA,NA,20.4,NA,NA,20.8,NA,NA,22.6,NA,NA
1,Bu,1502,53.8,NA,NA,60.1,7,30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1503,53.0,NA,28.0,58.2,7,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1504,9.4,NA,NA,9.4,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1505,11.4,NA,NA,11.4,NA,NA,12.3,NA,NA,12.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1506,13.2,NA,14.5,13.3,1,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1507,8.2,NA,NA,8.5,NA,NA,12.0,NA,NA,15.8,NA,NA,17.8,NA,NA,19.1,NA,NA,19.6,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,1601,12.4,NA,NA,15.8,NA,NA,22.8,NA,NA,29.5,NA,NA,35.9,NA,NA,40.1,NA,NA,41.0,NA,NA,43.7,NA,NA,46.0,NA,NA
1,Bu,1602,7.6,NA,NA,7.9,NA,NA,8.9,NA,NA,9.2,NA,NA,9.4,NA,NA,9.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1603,12.8,NA,NA,15.5,NA,NA,19.4,NA,NA,23.7,NA,NA,26.9,NA,NA,27.5,NA,NA,29.1,NA,NA,30.3,NA,NA,31.6,NA,NA
1,Bu,1604,8.8,NA,NA,9.6,NA,NA,10.5,NA,NA,11.4,NA,NA,11.5,NA,NA,11.5,NA,NA,11.5,4,NA,NA,NA,NA,NA,NA,NA
1,Bu,1605,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1606,10.8,NA,NA,14.0,NA,NA,16.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1607,7.0,NA,NA,7.2,NA,NA,7.3,NA,NA,8.0,NA,NA,8.2,NA,NA,8.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1608,6.3,NA,NA,6.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1701,12.8,NA,NA,14.7,NA,NA,17.4,NA,NA,18.8,NA,NA,20.5,NA,NA,21.9,NA,NA,22.6,NA,NA,26.5,NA,NA,25.6,NA,NA
1,Bu,1702,20.8,NA,NA,26.7,NA,NA,34.8,NA,NA,42.7,NA,NA,49.8,NA,NA,54.2,NA,NA,55.1,NA,NA,57.5,NA,NA,60.0,NA,NA
1,Bu,1703,18.8,NA,NA,21.6,NA,NA,23.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1704,12.1,NA,NA,12.2,NA,NA,12.2,NA,NA,12.6,NA,NA,13.0,NA,NA,13.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1705,33.2,NA,NA,37.5,NA,NA,43.7,NA,NA,50.0,NA,NA,54.7,NA,NA,57.4,NA,NA,57.8,NA,NA,59.1,NA,NA,60.5,NA,33.3
1,Bu,1706,11.0,NA,NA,11.2,NA,NA,11.4,NA,NA,12.2,NA,NA,12.3,NA,NA,12.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1707,15.3,NA,NA,16.8,NA,NA,17.4,NA,NA,18.8,NA,NA,19.5,NA,NA,19.8,NA,NA,19.6,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,1708,11.0,NA,NA,12.2,NA,NA,12.1,NA,NA,12.2,NA,NA,12.4,NA,NA,12.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1801,27.4,NA,22.5,29.9,NA,NA,33.5,NA,NA,37.0,NA,NA,40.4,NA,NA,42.6,NA,NA,43.0,NA,NA,44.5,NA,NA,45.8,NA,33.4
1,Bu,1802,21.0,NA,19.5,21.8,NA,NA,22.8,NA,NA,23.7,NA,NA,25.4,NA,NA,25.8,NA,NA,25.8,NA,NA,26.0,NA,NA,26.8,NA,24.5
2,Es,1803,21.6,NA,20.0,22.2,7,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,1804,23.6,NA,NA,25.1,NA,NA,26.9,NA,27.5,29.4,NA,29.6,32.9,NA,31.0,35.5,NA,33.4,36.3,NA,35.0,37.6,NA,NA,38.8,NA,31.2
1,Bu,1805,14.6,NA,NA,15.0,NA,NA,15.6,NA,NA,16.8,NA,NA,17.4,NA,NA,17.5,NA,NA,17.5,NA,NA,17.8,NA,NA,18.3,NA,18.7
1,Bu,1806,37.8,NA,25.0,41.4,NA,NA,47.7,NA,NA,53.7,NA,32.1,59.1,NA,34.7,61.6,NA,37.4,62.1,NA,37.0,63.9,NA,NA,64.7,2,NA
1,Bu,1807,27.6,NA,23.5,29.4,NA,NA,32.4,NA,NA,36.2,NA,NA,39.9,NA,NA,41.9,NA,NA,42.1,NA,NA,42.7,NA,NA,43.3,NA,36.8
2,Es,1901,20.8,NA,NA,21.6,NA,NA,22.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
