Bestandeseinheit,Baumart,Baumnummer,D_1955,Aus_1955,H_1955,D_1959,Aus_1959,H_1959,D_1966,Aus_1966,H_1966,D_1975,Aus_1975,H_1975,D_1985,Aus_1985,H_1985,D_1995,Aus_1995,H_1995,D_1996,Aus_1996,H_1996,D_2002,Aus_2002,H_2002,D_2005,Aus_2005,H_2005,D_2009,Aus_2009,H_2009,D_2014,Aus_2014,H_2014
3,Es,1,19.5,NA,NA,21.0,NA,NA,23.8,NA,NA,26.7,NA,NA,30.5,NA,29.6,35.5,NA,30.9,35.9,NA,NA,37.7,NA,NA,38.7,NA,NA,40.3,NA,NA,40.3,3,NA
6,Bu,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,1.4,0.5,NA,NA,0.6,NA,NA,0.4,NA,NA,0.9,NA,NA
3,Es,2,6.4,NA,NA,6.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,1.5,0.4,NA,NA,0.5,NA,NA,0.8,1,NA,NA,NA,NA
2,Hbu,3,8.9,NA,NA,10.0,NA,NA,11.4,NA,NA,12.8,NA,NA,14.4,NA,NA,16.0,NA,NA,16.3,NA,NA,18.0,NA,NA,18.5,NA,NA,19.1,NA,NA,21.2,NA,NA
6,Bu,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,7.7,5.0,NA,NA,5.8,NA,NA,6.2,NA,NA,7.4,NA,NA
3,Es,4,13.8,NA,NA,15.2,NA,NA,17.0,NA,NA,18.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,4.1,2.6,NA,NA,2.6,NA,NA,3.1,1,NA,NA,NA,NA
3,Es,5,23.1,NA,NA,24.8,NA,NA,26.6,NA,NA,31.8,NA,NA,36.2,NA,30.3,41.3,NA,30.7,41.7,NA,NA,43.7,NA,NA,44.4,NA,NA,45.3,NA,NA,45.5,NA,NA
6,Bu,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,3.7,2.3,NA,NA,2.5,NA,NA,2.5,NA,NA,2.9,NA,NA
3,Es,6,14.0,NA,NA,15.2,NA,NA,16.7,NA,NA,17.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,8.5,NA,NA,8.6,NA,NA,8.7,NA,NA,9.2,NA,NA
3,Es,7,18.3,NA,NA,22.2,NA,NA,22.2,NA,NA,26.0,NA,NA,31.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Es,8,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,4.4,2.5,NA,NA,2.7,NA,NA,2.7,NA,NA,3.1,NA,NA
3,Es,9,8.3,NA,NA,8.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,8.1,3.7,NA,NA,3.8,NA,NA,3.9,NA,NA,3.8,NA,NA
3,Es,10,13.7,NA,NA,14.4,NA,NA,15.1,NA,NA,15.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Es,11,10.9,NA,NA,11.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,4.5,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Es,12,11.3,NA,NA,12.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,7.2,6.1,NA,NA,6.5,NA,NA,6.8,NA,NA,8.0,NA,12.4
6,Bu,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,2.1,1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,2.5,1.2,NA,NA,1.1,NA,NA,1.3,NA,NA,2.7,NA,NA
6,Bu,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,2.6,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,4.5,3.7,NA,NA,3.7,NA,NA,3.9,NA,NA,4.0,NA,NA
6,Bu,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,4.1,2.1,NA,NA,2.2,NA,NA,2.2,NA,NA,2.5,NA,NA
6,Bu,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,5.6,4.2,NA,NA,4.2,NA,NA,4.1,NA,NA,4.3,NA,NA
6,Bu,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4.4,3.3,NA,NA,3.4,NA,NA,3.2,NA,NA,3.3,NA,NA
6,Bu,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,1.5,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,8.4,NA,NA,8.7,NA,NA,9.1,NA,NA,9.8,NA,NA
6,Bu,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,7.6,5.3,NA,NA,5.6,2,NA,NA,NA,NA,NA,NA,NA
6,Bu,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,4.0,4.1,NA,NA,4.1,NA,NA,4.0,NA,NA,4.1,NA,NA
6,Bu,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,6.4,NA,NA,6.4,NA,NA,6.5,NA,NA,6.9,NA,NA
6,Bu,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1.4,1.0,NA,NA,2.3,NA,NA,2.4,NA,NA,5.9,NA,NA
6,Bu,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,9.1,NA,NA,10.4,1,NA,NA,NA,NA,NA,NA,NA
6,Bu,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,1.4,0.3,NA,NA,0.9,NA,NA,0.9,1,NA,NA,NA,NA
6,Bu,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,5.8,5.4,NA,NA,5.8,NA,NA,6.6,NA,NA,7.6,NA,NA
7,Hbu,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,6.5,9.0,NA,8.3,10.8,NA,11.1,14.2,NA,13.1,17.3,NA,15.7
6,Bu,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1.6,0.7,NA,NA,1.5,NA,NA,1.6,NA,NA,1.9,NA,NA
6,Bu,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,2.2,1.8,NA,NA,2.5,NA,NA,3.6,NA,NA,4.5,NA,NA
6,Bu,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,1.4,0.3,NA,NA,0.9,NA,NA,0.9,NA,NA,1.1,NA,NA
6,Bu,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,1.4,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,6.0,5.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,1.9,0.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,4.8,3.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,8.2,NA,NA,8.9,NA,NA,9.7,NA,NA,12.9,NA,NA
6,Bu,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1.5,0.6,NA,NA,1.2,NA,NA,1.3,NA,NA,2.2,NA,NA
6,Bu,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1.4,1.0,NA,NA,1.6,NA,NA,1.7,NA,NA,2.0,NA,NA
6,Bu,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,2.6,2.2,NA,NA,3.3,NA,NA,3.9,NA,NA,5.3,NA,NA
6,Bu,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,4.2,3.2,NA,NA,3.7,2,NA,NA,NA,NA,NA,NA,NA
6,Bu,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,3.2,3.0,NA,NA,3.3,NA,NA,3.3,NA,NA,4.1,NA,NA
6,Bu,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,3.2,1.4,NA,NA,1.8,NA,NA,1.9,NA,NA,2.2,NA,NA
6,Bu,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,4.8,3.2,NA,NA,4.1,NA,NA,4.7,NA,NA,5.3,NA,NA
6,Bu,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,2.8,2.0,NA,NA,2.5,NA,NA,3.1,NA,NA,3.5,NA,NA
6,Bu,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1.6,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.7,1.3,NA,NA,2.1,NA,NA,2.7,NA,NA,3.1,NA,NA
6,Bu,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,6.7,9.2,NA,NA,9.5,NA,NA,10.3,NA,NA,11.5,NA,NA
6,Bu,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,1.4,0.6,NA,NA,0.9,NA,NA,0.9,NA,NA,1.1,NA,NA
6,Bu,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,5.3,6.7,NA,NA,6.9,NA,NA,7.8,NA,NA,9.1,NA,NA
6,Bu,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,5.8,6.8,NA,NA,6.6,NA,NA,6.5,NA,NA,6.5,NA,NA
6,Bu,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,3.7,5.0,NA,4.1,5.5,NA,5.0,6.2,NA,5.9,6.6,NA,NA
6,Bu,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1.4,1.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,9.9,NA,NA,9.8,NA,NA,10.3,NA,NA,9.5,NA,NA
6,Bu,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,7.2,7.3,NA,NA,7.3,NA,NA,7.4,NA,NA,7.7,NA,NA
6,Bu,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,5.1,4.5,NA,NA,5.1,NA,NA,5.8,NA,NA,5.9,NA,NA
6,Bu,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,1.6,1.1,NA,NA,2.3,NA,NA,2.9,NA,NA,3.3,NA,NA
6,Bu,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,2.0,0.4,NA,NA,0.6,NA,NA,0.6,NA,NA,0.8,NA,NA
6,Bu,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1.6,1.0,NA,NA,1.9,NA,NA,1.9,NA,NA,2.1,NA,NA
6,Bu,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1.4,0.5,NA,NA,0.7,NA,NA,1.0,NA,NA,0.9,NA,NA
6,Bu,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,1.5,0.3,NA,NA,0.5,NA,NA,0.5,NA,NA,0.7,NA,NA
6,Bu,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,7.3,9.8,NA,NA,10.5,NA,NA,11.3,1,NA,NA,NA,NA
6,Bu,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,2.9,3.1,NA,NA,3.4,NA,NA,4.7,NA,NA,6.4,NA,NA
6,Bu,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1.6,0.7,NA,NA,0.7,NA,NA,0.7,NA,NA,0.9,NA,NA
6,Bu,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,6.8,3.4,NA,NA,5.8,NA,NA,6.5,NA,NA,10.9,NA,NA
6,Bu,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.9,1.5,NA,NA,1.4,NA,NA,1.5,NA,NA,1.4,NA,NA
6,Bu,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,2.3,1.8,NA,NA,2.6,NA,NA,3.2,NA,NA,3.7,NA,NA
6,Bu,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,5.0,3.7,NA,NA,4.3,NA,NA,5.7,NA,NA,7.0,NA,NA
6,Bu,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1.7,1.7,NA,NA,1.8,NA,NA,2.2,NA,NA,2.1,NA,NA
6,Bu,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,1.8,1.1,NA,NA,1.7,NA,NA,2.2,NA,NA,2.5,NA,NA
6,Bu,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,1.7,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,10.7,NA,NA,10.9,NA,NA,11.2,NA,NA,12.5,7,NA
6,Bu,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,1.4,0.4,NA,NA,1.0,NA,NA,1.0,NA,NA,1.2,NA,NA
6,Bu,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,3.1,3.5,NA,NA,4.3,NA,NA,4.9,NA,NA,5.5,NA,NA
6,Bu,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,2.6,2.3,NA,NA,2.7,NA,NA,3.3,NA,NA,3.8,NA,NA
6,Bu,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,3.7,4.8,NA,NA,4.9,NA,NA,5.5,NA,NA,6.2,NA,NA
6,Bu,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,2.8,3.6,NA,NA,4.0,NA,NA,5.1,NA,NA,6.3,NA,NA
6,Bu,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,1.4,0.5,NA,NA,0.7,NA,NA,0.7,NA,NA,0.9,NA,NA
6,Bu,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,5.7,6.7,NA,NA,7.2,NA,NA,8.2,NA,NA,9.1,NA,NA
6,Bu,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,6.9,7.2,NA,NA,7.4,NA,NA,7.9,NA,NA,8.6,NA,NA
6,Bu,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,6.5,7.5,NA,NA,7.8,NA,NA,8.5,NA,NA,10.4,NA,NA
6,Bu,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,6.6,6.4,NA,NA,6.4,NA,NA,6.6,NA,NA,6.8,NA,NA
6,Bu,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,3.7,3.0,NA,NA,3.3,NA,NA,3.9,NA,NA,4.4,NA,NA
6,Bu,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,6.6,6.4,NA,NA,6.7,NA,NA,7.6,NA,NA,8.2,NA,NA
6,Bu,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,6.8,8.0,NA,NA,8.6,NA,NA,9.4,NA,NA,11.4,NA,NA
6,Bu,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1.4,0.6,NA,NA,0.7,NA,NA,1.0,NA,NA,1.1,NA,NA
6,Bu,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1.4,1.4,NA,NA,1.5,NA,NA,3.6,NA,NA,4.0,NA,NA
6,Bu,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,1.7,1.2,NA,NA,2.0,NA,NA,2.1,NA,NA,10.1,7,NA
6,Bu,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,10.1,NA,NA,10.0,NA,NA,10.5,NA,NA,10.8,NA,NA
6,Bu,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,11.4,NA,NA,12.0,NA,NA,13.0,NA,NA,13.5,NA,NA
6,Bu,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.9,3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.4,2.3,NA,NA,3.8,NA,NA,3.9,NA,NA,3.9,NA,NA
6,Bu,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,2.6,3.6,NA,NA,4.9,NA,NA,5.4,NA,NA,6.3,NA,NA
6,Bu,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,3.0,3.9,NA,NA,4.8,NA,NA,5.8,NA,NA,6.5,NA,NA
6,Bu,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1.6,2.3,NA,NA,4.0,NA,NA,5.2,NA,NA,6.1,NA,NA
6,Bu,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1.4,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,2.3,1.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Hbu,101,12.6,NA,NA,13.8,NA,NA,15.4,NA,NA,16.4,NA,NA,17.3,NA,NA,18.2,NA,NA,18.4,NA,NA,19.3,NA,NA,20.0,NA,NA,21.5,NA,NA,22.9,NA,NA
6,Bu,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,1.7,1.5,NA,NA,2.3,NA,NA,3.0,NA,NA,3.4,NA,NA
3,Es,102,7.9,NA,NA,8.2,7,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,10.5,NA,NA,11.2,NA,NA,11.7,NA,NA,12.3,NA,NA
3,Es,103,20.8,NA,NA,22.6,NA,NA,26.2,NA,NA,30.6,NA,NA,36.1,NA,30.7,42.0,NA,31.3,42.6,NA,NA,45.5,NA,34.4,47.8,NA,34.8,54.9,NA,35.4,52.0,NA,36.9
6,Bu,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,5.2,4.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Rue,104,22.7,NA,NA,23.2,NA,NA,24.8,NA,NA,27.4,NA,NA,31.3,NA,NA,33.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Bu,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1.8,1.7,NA,NA,3.3,NA,NA,3.9,NA,NA,4.4,NA,NA
1,Bu,105,7.2,NA,NA,8.6,NA,NA,10.2,NA,NA,10.4,NA,NA,10.5,NA,NA,11.2,NA,NA,11.3,NA,NA,11.8,NA,NA,12.9,NA,NA,14.1,NA,NA,14.5,NA,NA
6,Bu,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,1.8,2.0,NA,NA,3.0,NA,NA,3.6,NA,NA,4.1,NA,NA
1,Bu,106,6.4,NA,NA,6.4,NA,NA,6.2,NA,NA,6.5,NA,NA,7.1,NA,NA,7.5,NA,NA,7.6,NA,NA,8.1,NA,NA,8.6,NA,NA,8.6,NA,NA,9.0,NA,NA
6,Bu,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,1.4,1.0,NA,NA,1.5,NA,NA,1.5,NA,NA,1.5,NA,NA
