Bestandeseinheit,Baumart,Baumnummer,D_1957,Aus_1957,H_1957,D_1963,Aus_1963,H_1963,D_1972,Aus_1972,H_1972,D_1982,Aus_1982,H_1982,D_1992,Aus_1992,H_1992,D_2000,Aus_2000,H_2000,D_2008,Aus_2008,H_2008,D_2016,Aus_2016,H_2016
1,Bu,5716,15.5,NA,NA,17.1,NA,17.8,19.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5717,6.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5801,20.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5802,8.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5803,21.8,NA,NA,23.8,NA,NA,27.6,NA,NA,30.3,NA,NA,32.9,NA,NA,33.8,NA,NA,35.8,NA,NA,37.2,NA,NA
1,Bu,5804,8.0,NA,NA,8.3,NA,NA,8.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5805,14.5,NA,NA,16.4,NA,NA,19.0,NA,NA,21.4,NA,NA,23.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5806,16.7,NA,NA,18.6,NA,NA,22.7,NA,NA,23.6,NA,NA,25.2,NA,NA,26.7,NA,NA,28.4,NA,NA,30.5,NA,NA
1,Bu,5807,25.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5808,19.0,NA,NA,19.5,NA,NA,21.6,NA,NA,23.2,NA,NA,24.9,NA,NA,25.9,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,5809,19.8,NA,NA,22.6,NA,NA,26.2,NA,NA,29.1,NA,NA,30.9,NA,NA,31.9,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,5901,20.5,NA,NA,23.1,NA,NA,27.2,NA,NA,30.3,NA,NA,33.5,NA,NA,34.9,NA,NA,36.8,2,NA,NA,NA,NA
1,Bu,5902,18.7,NA,NA,20.4,NA,NA,24.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5903,20.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5904,22.2,NA,NA,24.6,NA,NA,29.2,NA,NA,33.1,NA,NA,36.1,NA,NA,37.9,NA,NA,39.8,NA,29.9,41.4,NA,31.0
1,Bu,5905,17.4,NA,NA,19.2,NA,NA,22.5,NA,NA,25.3,NA,NA,27.8,NA,NA,29.7,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,5906,17.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5907,19.4,NA,17.5,21.0,NA,NA,24.4,NA,NA,26.5,NA,NA,28.7,NA,NA,29.5,NA,NA,30.8,NA,NA,32.9,NA,NA
1,Bu,5908,16.8,NA,17.0,18.2,NA,NA,22.9,NA,NA,22.5,NA,NA,23.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5909,13.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5910,9.4,NA,NA,9.7,NA,NA,10.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5911,12.6,NA,NA,13.6,NA,NA,14.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5912,10.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5913,9.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5914,8.7,NA,NA,9.0,NA,NA,10.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5915,9.4,NA,NA,9.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5916,12.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6601,24.4,NA,NA,27.8,NA,21.0,32.6,NA,NA,37.9,NA,NA,40.1,NA,NA,41.8,NA,NA,42.5,NA,NA,43.1,NA,NA
1,Bu,6602,15.4,NA,NA,16.6,NA,17.8,19.8,NA,NA,21.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6603,21.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6604,7.4,NA,NA,7.8,NA,NA,7.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6605,8.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6606,13.0,NA,NA,13.2,NA,NA,14.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6607,8.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6608,23.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6701,29.8,NA,NA,33.2,NA,NA,39.9,NA,NA,43.9,NA,NA,49.9,NA,NA,52.5,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,6702,16.1,NA,NA,16.4,NA,17.0,17.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6703,9.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6704,30.2,NA,NA,33.5,NA,22.3,38.9,NA,NA,42.8,NA,NA,47.3,NA,NA,49.5,NA,NA,53.8,NA,NA,55.6,NA,NA
1,Bu,6705,18.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6706,11.9,NA,NA,11.4,NA,NA,12.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6707,22.2,NA,NA,23.5,NA,NA,25.4,NA,23.4,31.7,NA,NA,35.0,NA,NA,38.0,NA,NA,41.9,NA,NA,43.1,NA,NA
1,Bu,6801,33.0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6802,15.8,NA,NA,16.8,NA,20.3,18.9,NA,NA,20.7,NA,NA,21.8,NA,NA,22.2,1,28.2,NA,NA,NA,NA,NA,NA
1,Bu,6803,9.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6804,14.5,NA,NA,14.6,NA,NA,15.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6805,12.5,NA,NA,12.0,NA,NA,12.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6806,15.3,NA,NA,15.2,NA,NA,17.4,NA,NA,18.8,NA,NA,20.3,NA,NA,21.0,NA,29.5,21.9,NA,NA,22.4,NA,NA
1,Bu,6807,14.9,NA,NA,14.9,NA,19.0,15.8,NA,NA,17.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6808,13.2,NA,NA,13.2,NA,NA,13.9,NA,NA,13.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6809,10.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6810,10.2,NA,NA,10.0,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6811,9.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6812,12.0,NA,NA,11.9,NA,NA,12.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6813,16.8,3,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6814,18.0,NA,17.5,20.1,NA,NA,25.4,NA,NA,29.7,NA,NA,32.7,NA,NA,34.6,NA,NA,37.0,NA,30.2,39.0,NA,NA
1,Bu,6815,9.6,NA,NA,9.7,NA,NA,9.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6816,9.4,NA,NA,9.5,NA,NA,10.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6817,27.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6818,18.2,NA,NA,18.2,NA,NA,20.5,NA,NA,22.6,NA,NA,24.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6819,7.8,NA,NA,7.8,NA,NA,8.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6820,26.0,NA,NA,29.2,NA,21.0,35.4,NA,NA,41.4,NA,NA,45.2,NA,NA,47.6,NA,NA,49.5,NA,NA,51.8,NA,NA
1,Bu,6901,18.1,NA,NA,20.6,NA,NA,24.1,NA,NA,27.2,NA,NA,29.6,NA,NA,31.2,NA,NA,33.0,2,27.8,NA,NA,NA
1,Bu,6902,9.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6903,19.1,NA,NA,20.4,NA,NA,20.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6904,15.2,NA,NA,15.8,NA,NA,18.0,NA,NA,18.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6905,18.8,NA,16.5,20.8,NA,NA,23.2,NA,NA,27.4,NA,NA,30.5,NA,NA,31.6,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,6906,12.5,NA,NA,12.6,NA,NA,13.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6907,17.6,NA,17.0,21.2,NA,NA,27.3,NA,NA,31.6,NA,NA,35.5,NA,NA,37.3,NA,NA,39.3,NA,NA,42.9,NA,NA
1,Bu,6908,15.8,NA,16.0,17.3,NA,NA,18.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6909,7.4,NA,NA,7.4,NA,NA,7.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6910,8.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7601,17.4,NA,NA,17.8,NA,NA,20.1,NA,NA,21.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7602,24.2,NA,NA,27.4,NA,NA,31.4,NA,NA,35.9,NA,28.5,39.7,NA,26.5,42.0,NA,NA,44.8,NA,NA,45.6,NA,NA
1,Bu,7603,8.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7604,23.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7605,22.0,NA,NA,22.8,NA,NA,25.1,NA,NA,26.1,NA,NA,27.8,NA,NA,28.6,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,7606,8.6,NA,NA,8.6,NA,NA,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7607,17.7,NA,NA,19.8,NA,NA,23.0,NA,NA,26.0,NA,28.0,28.6,NA,27.0,30.1,NA,NA,32.1,NA,NA,34.5,NA,NA
1,Bu,7608,14.3,NA,NA,15.0,NA,NA,16.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7609,11.8,NA,NA,11.8,NA,NA,11.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7610,18.6,NA,NA,20.4,NA,NA,22.4,NA,NA,24.4,NA,26.5,25.7,NA,26.0,26.0,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,7611,14.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7612,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7613,6.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7614,6.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7701,23.2,NA,NA,23.8,NA,NA,26.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7702,23.0,NA,NA,26.6,NA,NA,31.4,NA,NA,36.0,NA,NA,40.2,NA,NA,41.9,NA,NA,43.6,NA,28.2,45.6,NA,31.3
1,Bu,7703,21.4,NA,NA,23.5,NA,NA,28.0,NA,27.1,28.3,NA,NA,30.2,NA,NA,31.5,NA,NA,33.1,2,NA,NA,NA,NA
1,Bu,7704,6.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7705,19.0,NA,NA,21.7,NA,NA,24.4,NA,NA,26.7,NA,NA,28.2,NA,26.0,28.5,NA,30.6,30.8,NA,NA,32.3,NA,NA
1,Bu,7706,16.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7707,25.4,NA,NA,27.4,NA,NA,30.4,NA,NA,32.2,NA,NA,33.8,NA,NA,34.8,3,29.2,NA,NA,NA,NA,NA,NA
1,Bu,7708,18.2,NA,NA,19.8,NA,NA,21.6,NA,NA,22.1,NA,NA,22.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7709,9.8,NA,NA,9.7,NA,NA,10.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7710,9.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7711,12.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7712,17.4,NA,NA,17.9,NA,NA,18.4,NA,NA,18.6,7,19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7713,20.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7714,19.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7715,28.0,NA,NA,32.0,NA,NA,37.8,NA,NA,41.6,NA,NA,45.7,NA,NA,47.8,NA,NA,50.1,NA,31.7,52.4,NA,NA
1,Bu,7716,11.2,NA,NA,11.2,NA,NA,11.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7717,9.4,NA,NA,9.2,NA,NA,9.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7801,21.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7802,23.2,NA,NA,26.8,NA,19.6,31.9,NA,NA,36.0,NA,NA,39.5,NA,NA,41.8,NA,31.5,44.2,NA,NA,45.9,NA,31.9
1,Bu,7803,16.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7804,20.4,NA,NA,22.0,NA,NA,26.1,NA,NA,28.6,NA,NA,31.4,NA,NA,32.9,3,31.8,NA,NA,NA,NA,NA,NA
1,Bu,7805,21.8,NA,NA,24.6,NA,NA,28.2,NA,NA,31.8,NA,NA,34.8,NA,NA,37.4,NA,NA,40.5,NA,NA,43.2,NA,NA
1,Bu,7806,12.8,NA,NA,15.0,NA,NA,17.8,NA,NA,19.1,NA,NA,19.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7807,12.1,NA,NA,12.8,NA,NA,14.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7808,16.0,NA,17.0,17.4,NA,NA,20.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7809,22.9,NA,19.0,26.4,NA,NA,32.6,NA,NA,37.4,NA,NA,42.3,NA,NA,44.6,NA,NA,47.1,NA,30.8,49.0,NA,NA
1,Bu,7810,13.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7901,9.0,NA,NA,9.2,NA,NA,9.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7902,9.1,NA,NA,9.3,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7903,18.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7904,16.7,NA,NA,19.3,NA,NA,23.3,NA,NA,26.7,NA,NA,29.9,NA,NA,31.6,NA,NA,33.9,2,30.5,NA,NA,NA
1,Bu,7905,8.0,NA,NA,7.8,NA,NA,7.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7906,21.0,3,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7907,21.6,NA,18.0,24.4,NA,NA,28.7,NA,NA,32.6,NA,NA,35.7,NA,NA,37.4,NA,NA,38.9,NA,29.9,40.2,NA,NA
1,Bu,7908,8.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7909,10.4,NA,NA,10.4,NA,NA,11.2,NA,NA,11.5,NA,NA,11.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7910,15.8,NA,16.5,17.9,NA,NA,21.7,NA,NA,24.7,NA,NA,26.9,NA,NA,28.1,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,7911,18.5,NA,NA,20.0,NA,NA,22.0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7912,8.5,NA,NA,9.2,NA,NA,11.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8601,25.6,NA,NA,28.6,NA,NA,31.4,NA,NA,35.4,NA,NA,38.2,NA,NA,39.4,NA,NA,41.8,2,NA,NA,NA,NA
1,Bu,8602,17.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8603,22.8,NA,NA,26.0,NA,NA,30.0,NA,NA,32.9,NA,NA,35.2,NA,NA,36.2,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,8604,15.0,NA,NA,15.6,NA,NA,16.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8605,21.2,NA,NA,24.3,NA,NA,28.9,NA,NA,32.8,NA,NA,37.4,NA,NA,39.6,NA,NA,42.2,NA,NA,44.2,NA,NA
1,Bu,8606,20.0,NA,NA,21.6,NA,NA,23.1,NA,NA,24.4,NA,NA,25.4,NA,NA,25.9,NA,NA,27.2,2,NA,NA,NA,NA
1,Bu,8607,18.8,NA,NA,20.3,NA,NA,22.9,NA,NA,25.4,NA,NA,27.6,NA,NA,28.7,NA,NA,30.6,NA,NA,33.1,NA,NA
1,Bu,8608,10.0,NA,NA,9.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8609,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8610,12.2,NA,NA,12.6,NA,NA,12.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
