Bestandeseinheit,Baumart,Baumnummer,D_1972,Aus_1972,H_1972,D_1981,Aus_1981,H_1981,D_1993,Aus_1993,H_1993,D_2001,Aus_2001,H_2001,D_2011,Aus_2011,H_2011,D_2017,Aus_2017,H_2017
1,Bu,115,20.0,NA,NA,25.2,NA,NA,33.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,116,20.2,NA,NA,24.8,NA,NA,31.2,NA,NA,34.6,NA,NA,42.4,NA,NA,47.5,NA,NA
1,Bu,117,7.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,118,7.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,119,14.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,120,13.2,NA,NA,14.8,NA,NA,17.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,121,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,122,10.1,1,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,123,12.5,NA,NA,14.5,NA,23.8,17.7,7,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,124,11.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,125,7.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,126,7.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,127,13.3,NA,NA,16.4,NA,NA,21.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,128,11.4,NA,NA,11.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,129,10.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,130,13.5,NA,NA,15.2,NA,NA,17.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,131,15.7,NA,NA,19.0,NA,NA,24.2,NA,NA,27.0,NA,NA,31.8,1,NA,NA,NA,NA
1,Bu,132,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,133,7.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,134,12.7,NA,NA,12.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,135,11.3,NA,NA,11.4,NA,NA,11.6,NA,NA,11.6,NA,NA,12.5,1,NA,NA,NA,NA
1,Bu,136,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,137,16.0,NA,NA,19.6,NA,NA,24.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,138,16.5,NA,NA,16.8,NA,NA,17.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,139,16.5,NA,NA,18.9,NA,NA,24.8,NA,NA,28.1,NA,NA,32.0,NA,NA,35.2,2,NA
1,Bu,140,17.0,NA,NA,18.8,NA,NA,21.7,2,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,141,10.8,NA,NA,11.0,NA,NA,11.2,NA,NA,11.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,142,13.2,NA,NA,14.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,143,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,144,13.0,NA,NA,13.2,NA,NA,13.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,145,14.0,NA,NA,15.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,146,14.5,NA,NA,17.3,NA,NA,22.3,NA,NA,23.3,NA,NA,26.7,NA,NA,28.9,NA,30.0
1,Bu,147,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,148,13.4,NA,NA,14.8,NA,NA,15.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,149,9.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,150,11.1,NA,NA,11.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,151,17.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,152,10.7,NA,NA,10.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,153,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,154,9.1,NA,NA,9.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,155,12.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,156,17.0,NA,NA,17.3,NA,NA,18.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,157,9.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,158,15.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,159,18.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,160,14.0,NA,NA,16.3,NA,NA,19.2,NA,NA,20.6,NA,NA,22.5,NA,NA,24.5,2,NA
2,Es,161,21.2,NA,NA,29.6,NA,22.9,39.3,NA,30.5,45.0,NA,36.4,51.4,NA,37.6,53.2,NA,NA
1,Bu,162,11.0,NA,NA,11.3,NA,NA,11.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,163,6.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,164,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,165,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,166,15.8,NA,NA,18.0,NA,NA,21.6,NA,NA,21.9,NA,NA,23.8,NA,NA,26.3,NA,NA
1,Bu,167,10.1,NA,NA,10.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,168,11.1,NA,NA,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,169,19.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,170,7.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,171,16.2,NA,NA,17.0,NA,NA,19.6,NA,NA,20.6,NA,NA,22.2,NA,NA,24.4,NA,NA
3,Ah,172,15.1,NA,NA,17.0,NA,NA,20.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,173,12.2,NA,NA,13.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,174,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,175,7.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,176,7.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,177,9.4,NA,NA,9.4,NA,NA,9.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,178,14.1,NA,NA,15.0,NA,NA,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,179,12.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,180,15.4,NA,NA,16.5,NA,NA,19.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,181,11.6,NA,NA,11.7,NA,NA,13.4,NA,NA,13.7,NA,NA,15.3,NA,NA,17.2,NA,NA
1,Bu,182,10.2,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,183,9.6,NA,NA,9.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,184,8.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,185,22.7,NA,NA,28.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,186,16.1,NA,NA,19.7,NA,NA,26.5,NA,NA,30.8,NA,NA,36.3,1,NA,NA,NA,NA
1,Bu,187,9.3,NA,NA,9.4,NA,NA,10.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,188,15.5,NA,NA,16.2,NA,NA,18.5,NA,NA,18.7,NA,NA,19.8,NA,NA,22.7,NA,NA
1,Bu,189,10.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,190,13.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,191,17.2,NA,NA,20.8,NA,NA,29.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,192,13.8,NA,NA,16.4,NA,NA,19.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,193,11.7,NA,NA,13.0,NA,NA,13.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,194,17.4,NA,NA,21.5,NA,NA,29.8,NA,NA,34.1,NA,NA,41.0,NA,NA,44.2,NA,34.4
1,Bu,195,7.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,196,19.5,NA,NA,22.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,197,14.7,NA,NA,16.2,NA,NA,16.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,198,21.2,NA,NA,25.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,199,9.6,NA,NA,9.6,NA,NA,9.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,200,19.4,NA,NA,19.8,NA,NA,22.7,NA,NA,24.2,NA,NA,26.7,NA,NA,29.4,NA,28.0
1,Bu,201,14.6,NA,NA,17.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,202,12.5,NA,NA,13.8,NA,NA,15.1,NA,NA,15.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,203,11.6,NA,NA,11.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,204,10.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,205,16.0,NA,NA,19.8,NA,NA,26.0,7,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,206,21.7,NA,NA,28.2,NA,NA,40.0,NA,NA,46.3,NA,NA,52.6,1,NA,NA,NA,NA
1,Bu,207,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,208,13.7,NA,NA,14.0,NA,NA,15.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,209,14.8,NA,NA,16.6,NA,NA,17.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,210,8.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,211,20.6,NA,NA,25.2,NA,26.0,31.4,NA,32.5,35.1,NA,36.6,39.8,NA,38.5,43.4,NA,36.5
1,Bu,212,11.8,NA,NA,11.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,213,10.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,214,12.4,NA,NA,12.6,NA,NA,13.3,NA,NA,13.6,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,215,9.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,216,7.6,NA,NA,7.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,217,10.6,NA,NA,10.7,NA,NA,11.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,218,17.4,NA,NA,18.3,NA,23.0,24.5,NA,NA,27.6,NA,NA,31.8,1,NA,NA,NA,NA
1,Bu,219,13.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,220,11.7,NA,NA,11.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,221,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,222,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,223,13.8,NA,NA,15.8,NA,NA,21.2,NA,NA,23.4,NA,NA,25.6,NA,NA,26.2,2,NA
2,Es,224,21.6,NA,NA,28.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,225,8.1,NA,NA,8.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,226,10.0,NA,NA,10.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,227,17.1,NA,NA,21.4,NA,NA,28.2,NA,NA,32.0,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,228,14.8,NA,NA,15.8,NA,22.5,16.6,NA,NA,16.8,NA,NA,18.4,NA,NA,22.4,NA,NA
1,Bu,229,10.6,NA,NA,10.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,230,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,231,9.8,NA,NA,9.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,232,18.8,NA,NA,21.8,NA,26.5,27.5,NA,NA,31.2,NA,NA,35.5,1,NA,NA,NA,NA
1,Bu,233,9.9,NA,NA,9.9,NA,19.5,10.9,NA,NA,10.9,NA,NA,12.0,NA,NA,14.2,NA,NA
1,Bu,234,14.9,NA,NA,16.7,NA,25.0,18.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,235,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,236,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,237,13.6,NA,NA,15.0,NA,NA,18.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,238,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,239,13.8,NA,NA,16.4,NA,NA,18.7,NA,NA,20.4,NA,NA,22.7,NA,NA,25.4,NA,NA
1,Bu,240,12.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,241,13.5,NA,NA,13.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,242,19.3,NA,NA,22.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,243,19.2,NA,NA,24.4,NA,NA,34.3,NA,NA,39.9,NA,NA,45.6,NA,NA,48.3,NA,NA
1,Bu,244,16.4,NA,NA,19.8,NA,NA,26.9,NA,NA,31.5,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,245,8.6,NA,NA,8.6,NA,NA,9.1,NA,NA,9.1,NA,NA,9.8,NA,NA,11.6,NA,NA
1,Bu,246,11.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,247,20.9,NA,NA,26.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,248,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,249,6.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,250,13.3,NA,NA,13.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,251,16.8,NA,NA,19.9,NA,NA,24.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,252,10.9,NA,NA,11.0,NA,NA,13.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,253,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,254,13.4,NA,NA,13.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,255,10.2,NA,NA,10.3,NA,NA,11.4,NA,NA,11.6,NA,NA,13.3,NA,NA,15.2,NA,NA
1,Bu,256,8.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,257,11.6,NA,NA,12.0,NA,NA,13.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,258,7.9,NA,NA,7.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,259,14.6,NA,NA,15.6,NA,NA,17.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,260,20.6,NA,NA,23.0,NA,NA,28.6,NA,NA,32.2,NA,NA,34.8,1,NA,NA,NA,NA
1,Bu,261,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,262,16.0,NA,NA,20.0,NA,NA,26.4,NA,NA,29.3,NA,NA,32.2,NA,NA,33.4,NA,NA
1,Bu,263,19.3,NA,NA,22.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,264,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,265,16.2,NA,NA,16.6,NA,NA,16.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,266,14.8,NA,NA,16.4,NA,NA,19.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,267,17.4,NA,NA,22.8,NA,NA,31.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,268,19.2,NA,NA,23.4,NA,NA,31.0,NA,NA,35.2,NA,NA,40.6,NA,NA,43.5,NA,NA
1,Bu,269,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,270,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,271,12.7,NA,NA,13.8,NA,NA,15.3,NA,NA,15.6,NA,NA,17.0,NA,NA,18.7,NA,NA
1,Bu,272,10.2,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,273,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,274,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,275,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,276,14.9,NA,NA,17.2,NA,NA,21.6,NA,NA,24.3,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,277,17.8,NA,NA,22.1,NA,NA,30.3,NA,NA,34.9,NA,NA,40.7,1,NA,NA,NA,NA
1,Bu,278,12.4,NA,NA,12.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,279,20.0,NA,NA,23.2,NA,NA,31.8,NA,NA,36.1,NA,NA,42.1,NA,NA,46.2,NA,NA
1,Bu,280,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,281,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,282,16.0,NA,NA,19.7,NA,NA,26.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,283,8.3,NA,NA,8.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,284,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,285,12.5,NA,NA,13.0,NA,NA,16.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,286,13.5,NA,NA,15.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,287,15.8,NA,NA,16.1,NA,NA,20.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,288,9.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,289,11.2,NA,NA,11.5,NA,NA,12.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,290,8.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,291,13.9,NA,NA,14.4,NA,NA,16.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,292,16.9,NA,NA,19.2,NA,NA,24.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,293,16.9,NA,NA,19.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,294,7.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,295,12.4,NA,NA,13.7,NA,NA,14.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,296,11.0,NA,NA,11.5,NA,NA,12.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,297,14.9,NA,NA,16.4,NA,NA,18.0,NA,NA,19.7,NA,NA,20.9,NA,NA,22.4,NA,NA
1,Bu,298,18.8,NA,NA,21.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,299,11.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,300,25.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,301,10.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,302,10.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,303,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,304,22.4,NA,NA,28.0,NA,NA,38.8,NA,NA,45.2,NA,NA,51.2,1,NA,NA,NA,NA
1,Bu,305,15.1,NA,NA,16.2,NA,NA,20.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,306,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,307,12.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,308,18.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,309,18.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,310,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,311,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,312,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,313,19.8,NA,NA,23.2,NA,NA,32.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,314,16.9,NA,NA,18.2,NA,NA,21.1,NA,NA,21.4,NA,NA,23.0,NA,NA,26.6,NA,NA
1,Bu,315,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,316,16.4,NA,NA,19.1,NA,NA,26.4,NA,NA,30.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,317,13.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,318,13.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,319,10.9,NA,NA,11.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,320,9.9,NA,NA,10.1,NA,NA,11.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,321,9.3,NA,NA,9.3,NA,NA,9.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,322,17.1,NA,NA,21.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,323,8.7,NA,NA,8.8,NA,NA,10.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,324,21.4,NA,NA,28.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,325,15.1,NA,NA,16.9,NA,NA,22.6,NA,NA,25.4,NA,NA,28.2,NA,NA,30.8,NA,NA
2,Es,326,20.6,NA,NA,25.6,NA,NA,31.1,NA,NA,34.6,NA,NA,40.5,NA,NA,44.1,NA,NA
1,Bu,327,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,328,13.0,NA,NA,14.0,NA,NA,16.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,329,19.8,NA,NA,23.7,NA,NA,29.8,NA,NA,33.2,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,330,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,331,10.2,NA,NA,10.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
