Bestandeseinheit,Baumart,Baumnummer,D_1972,Aus_1972,H_1972,D_1981,Aus_1981,H_1981,D_1993,Aus_1993,H_1993,D_2001,Aus_2001,H_2001,D_2011,Aus_2011,H_2011,D_2017,Aus_2017,H_2017
1,Bu,37,6.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,38,5.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,39,13.5,NA,NA,16.7,NA,NA,19.6,NA,NA,20.3,NA,NA,20.1,1,NA,NA,NA,NA
1,Bu,40,11.7,NA,NA,12.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,41,13.4,NA,NA,14.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,42,7.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,43,11.7,NA,NA,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,44,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,45,8.3,NA,NA,8.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,46,19.4,NA,NA,24.8,NA,NA,34.6,NA,NA,40.3,NA,NA,47.7,NA,NA,51.0,NA,NA
1,Bu,47,11.4,NA,NA,11.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,48,7.6,NA,NA,7.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,49,12.1,NA,NA,13.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,50,13.4,NA,NA,16.4,NA,NA,19.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,51,15.2,NA,NA,15.9,NA,NA,17.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,52,9.6,NA,NA,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,53,14.1,NA,NA,15.5,NA,NA,17.9,NA,NA,18.9,NA,NA,19.5,1,NA,NA,NA,NA
1,Bu,54,11.1,NA,NA,11.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,55,8.0,NA,NA,8.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,56,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,57,10.0,NA,NA,10.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,58,19.5,NA,NA,22.8,NA,NA,28.1,NA,NA,31.1,NA,NA,35.0,NA,NA,37.8,NA,NA
1,Bu,59,10.0,NA,NA,10.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,60,11.6,NA,NA,13.0,NA,NA,14.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,61,9.7,NA,NA,9.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,62,6.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,63,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,64,14.5,NA,NA,18.4,NA,NA,23.3,NA,NA,24.5,NA,NA,28.9,NA,NA,31.7,2,NA
1,Bu,65,7.4,NA,NA,7.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,66,7.1,NA,NA,7.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,67,21.1,NA,NA,26.6,NA,NA,32.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,68,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,69,7.4,NA,NA,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,70,14.3,NA,NA,17.0,NA,NA,20.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,71,11.0,NA,NA,11.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,72,11.9,NA,NA,11.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,73,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,74,5.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,75,9.7,NA,NA,9.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,76,11.0,NA,NA,11.7,NA,NA,12.7,NA,NA,13.1,NA,NA,14.9,1,NA,NA,NA,NA
1,Bu,77,7.4,NA,NA,7.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,78,8.5,NA,NA,8.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,79,6.2,NA,NA,6.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,80,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,81,16.1,NA,NA,19.4,NA,NA,25.3,NA,NA,27.8,NA,NA,32.4,NA,NA,34.5,NA,NA
1,Bu,82,8.0,NA,NA,8.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,83,13.5,NA,NA,14.9,NA,NA,16.0,NA,NA,16.3,NA,NA,18.1,2,NA,NA,NA,NA
1,Bu,84,5.8,NA,NA,5.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,85,11.5,NA,NA,11.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,86,10.6,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,87,14.3,NA,NA,19.0,NA,NA,24.3,NA,28.0,26.7,NA,31.5,30.0,NA,34.6,31.8,2,NA
1,Bu,88,6.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,89,5.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,90,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91,5.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,92,6.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,93,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,94,23.2,NA,17.6,29.0,NA,NA,36.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,95,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,96,22.6,NA,NA,27.4,NA,NA,35.8,NA,29.4,39.5,NA,33.8,45.0,NA,34.9,48.7,NA,NA
1,Bu,97,5.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,98,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,99,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,100,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,101,5.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,102,17.6,NA,NA,21.4,NA,NA,27.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,103,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,104,5.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,105,12.0,NA,NA,13.8,NA,NA,16.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,106,10.9,NA,NA,12.4,NA,NA,14.3,NA,NA,14.6,NA,NA,15.9,1,NA,NA,NA,NA
1,Bu,107,10.6,NA,NA,12.8,NA,NA,16.3,NA,NA,17.1,NA,NA,18.6,1,NA,NA,NA,NA
1,Bu,108,6.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,109,6.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,110,14.1,NA,NA,14.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,111,13.2,NA,NA,15.8,NA,NA,16.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,112,16.5,NA,NA,17.7,NA,NA,21.3,NA,NA,23.3,NA,NA,28.8,NA,NA,32.3,NA,NA
1,Bu,113,5.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,114,6.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,115,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,116,9.5,NA,NA,12.1,NA,NA,14.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,117,16.4,NA,NA,21.5,NA,NA,24.1,NA,NA,32.1,NA,NA,36.1,NA,NA,37.1,NA,NA
2,Es,118,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,119,11.2,NA,NA,13.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,120,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,121,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,122,10.9,NA,NA,11.2,NA,NA,12.6,NA,NA,13.0,NA,NA,15.5,1,NA,NA,NA,NA
1,Bu,123,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,124,7.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,125,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,126,15.4,NA,NA,19.5,NA,NA,23.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,127,7.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,128,14.5,NA,NA,18.0,NA,NA,24.4,NA,NA,28.1,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,129,6.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,130,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,131,9.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,132,4.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,133,5.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,134,26.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,135,5.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,136,13.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,137,18.5,NA,NA,23.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,138,11.0,NA,NA,11.8,NA,NA,13.1,NA,NA,13.4,NA,NA,14.0,1,NA,NA,NA,NA
1,Bu,139,13.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,140,15.4,NA,NA,17.2,NA,NA,22.9,NA,NA,25.7,NA,27.8,30.6,NA,29.3,34.0,2,32.3
1,Bu,141,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,142,13.4,NA,NA,16.3,NA,NA,23.4,NA,NA,25.3,NA,NA,28.1,1,NA,NA,NA,NA
1,Bu,143,6.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,144,16.1,NA,NA,19.6,NA,NA,25.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,145,6.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,146,14.1,NA,NA,18.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,147,19.2,NA,NA,23.2,NA,NA,29.4,NA,28.3,33.1,NA,30.7,36.9,1,35.2,NA,NA,NA
1,Bu,148,6.4,NA,NA,6.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,149,9.5,NA,NA,9.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,150,18.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,151,14.7,NA,NA,15.2,NA,NA,16.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,152,9.6,NA,NA,9.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,153,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,154,8.3,NA,NA,8.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,155,19.4,NA,NA,25.9,NA,NA,33.7,NA,NA,38.9,NA,NA,44.7,1,NA,NA,NA,NA
1,Bu,156,6.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,157,9.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,158,11.9,NA,NA,12.6,NA,NA,12.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,159,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,160,9.7,NA,NA,9.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,161,13.7,NA,17.5,14.8,NA,NA,16.4,NA,NA,17.1,NA,NA,18.8,1,NA,NA,NA,NA
1,Bu,162,8.2,NA,NA,8.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,163,10.6,NA,NA,10.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,164,6.9,NA,NA,6.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,165,6.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,166,18.8,NA,NA,21.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,167,4.5,NA,NA,4.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,168,15.5,NA,NA,16.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,169,5.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,170,16.5,NA,NA,16.6,NA,NA,16.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,171,10.3,NA,NA,10.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,172,12.7,NA,NA,13.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,173,13.5,NA,NA,13.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,174,16.5,NA,18.4,17.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,175,6.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,176,19.8,NA,NA,24.1,NA,22.0,31.2,NA,26.7,34.6,NA,29.9,39.3,NA,34.3,39.5,6,NA
1,Bu,177,8.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,178,12.4,NA,NA,14.2,NA,NA,15.2,NA,NA,15.5,NA,NA,15.6,1,NA,NA,NA,NA
1,Bu,179,6.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,180,10.9,NA,NA,11.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,181,13.8,NA,NA,18.6,NA,NA,21.0,NA,NA,25.0,NA,NA,28.5,NA,NA,28.5,NA,NA
1,Bu,182,5.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,183,19.1,NA,NA,22.4,NA,NA,27.7,NA,NA,28.9,NA,NA,30.8,1,NA,NA,NA,NA
1,Bu,184,7.8,NA,NA,7.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,185,9.1,NA,NA,9.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,186,13.6,NA,NA,14.2,NA,NA,14.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,187,10.6,NA,NA,11.1,NA,NA,11.3,NA,NA,11.3,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,188,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,189,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,190,8.7,NA,NA,8.6,NA,NA,9.0,NA,NA,8.9,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,191,11.6,NA,NA,11.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,192,8.6,NA,NA,8.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,193,16.6,NA,NA,21.8,NA,NA,25.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,194,15.5,NA,NA,16.9,NA,NA,17.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,195,6.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,196,6.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,197,11.5,NA,NA,12.4,NA,NA,12.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,198,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,199,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,200,58.9,NA,NA,67.4,NA,NA,78.6,NA,37.3,82.6,NA,NA,84.0,NA,NA,84.7,NA,35.3
1,Bu,201,10.0,NA,NA,10.2,NA,NA,10.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,202,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,203,8.4,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,204,9.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,205,12.6,NA,NA,13.6,NA,NA,14.6,NA,NA,14.6,NA,NA,16.1,1,NA,NA,NA,NA
1,Bu,206,11.2,NA,NA,11.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,207,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,208,8.7,NA,NA,8.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,209,13.2,NA,NA,14.7,NA,NA,15.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,210,18.2,NA,NA,23.4,NA,NA,29.5,NA,NA,32.3,NA,NA,38.2,NA,NA,42.2,NA,NA
1,Bu,211,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,212,6.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,213,18.6,NA,NA,19.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,214,16.9,NA,NA,21.7,NA,21.8,29.2,NA,28.7,33.7,NA,30.7,39.7,NA,36.1,42.8,NA,NA
1,Bu,215,13.0,NA,NA,16.4,NA,23.1,22.7,2,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,216,16.2,NA,NA,17.6,NA,19.2,19.2,7,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
