Bestandeseinheit,Baumart,Baumnummer,D_1957,Aus_1957,H_1957,D_1963,Aus_1963,H_1963,D_1972,Aus_1972,H_1972,D_1982,Aus_1982,H_1982,D_1992,Aus_1992,H_1992,D_2000,Aus_2000,H_2000,D_2008,Aus_2008,H_2008,D_2016,Aus_2016,H_2016
1,Bu,5613,12.1,NA,NA,11.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5614,13.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5615,20.0,NA,NA,22.4,NA,NA,24.6,NA,NA,26.6,NA,NA,29.1,NA,NA,31.1,NA,NA,32.0,NA,NA,33.5,NA,NA
1,Bu,5616,14.8,NA,NA,16.4,NA,NA,18.5,NA,NA,20.6,NA,NA,24.3,NA,NA,26.1,NA,NA,27.0,NA,NA,28.5,NA,NA
1,Bu,5617,13.4,NA,NA,13.4,NA,NA,14.6,NA,NA,14.7,NA,NA,14.8,NA,NA,14.8,1,NA,NA,NA,NA,NA,NA,NA
1,Bu,5618,16.8,NA,NA,18.1,NA,NA,20.1,NA,NA,21.7,NA,NA,22.9,NA,NA,23.5,NA,NA,24.2,NA,NA,24.5,NA,NA
1,Bu,5619,8.0,NA,NA,7.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5620,9.6,NA,NA,9.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5621,9.0,NA,NA,8.8,NA,NA,10.3,NA,NA,9.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5701,8.6,NA,12.5,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5702,13.4,NA,NA,13.8,NA,NA,15.4,NA,20.6,16.0,NA,NA,16.5,NA,NA,16.1,NA,22.0,16.6,NA,NA,17.1,NA,NA
1,Bu,5703,9.0,NA,NA,8.6,NA,NA,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5704,12.8,NA,14.5,14.3,NA,NA,16.0,NA,21.8,16.8,NA,NA,17.2,NA,NA,17.4,NA,24.8,17.8,NA,NA,18.2,NA,NA
1,Bu,5705,13.3,NA,NA,14.0,NA,NA,14.7,NA,NA,14.9,NA,NA,15.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5706,8.2,NA,NA,8.0,NA,NA,8.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5707,26.8,NA,NA,29.2,NA,19.8,33.4,NA,NA,37.2,NA,NA,40.7,NA,NA,42.8,NA,NA,44.6,NA,NA,45.5,NA,NA
1,Bu,5708,19.0,NA,NA,20.8,NA,NA,23.2,NA,NA,25.0,NA,NA,25.9,NA,NA,26.1,NA,NA,27.5,NA,NA,27.9,NA,NA
1,Bu,5709,19.6,NA,NA,21.6,NA,NA,21.9,NA,NA,22.9,NA,NA,24.1,NA,NA,25.0,NA,NA,26.1,NA,NA,27.4,NA,NA
1,Bu,5710,17.2,NA,NA,18.7,NA,NA,20.2,NA,NA,21.0,NA,25.5,21.6,NA,29.5,22.5,NA,NA,22.1,5,NA,NA,NA,NA
1,Bu,5711,21.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5712,13.4,NA,NA,13.4,NA,NA,13.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5713,15.7,NA,NA,16.3,NA,NA,16.8,NA,NA,16.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5714,8.4,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5715,7.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5716,15.8,NA,NA,17.3,NA,NA,19.5,NA,NA,21.2,NA,NA,22.8,NA,28.0,24.0,NA,NA,25.0,NA,NA,25.4,NA,NA
1,Bu,5717,18.4,NA,NA,20.0,NA,NA,23.0,NA,NA,24.8,NA,NA,26.6,NA,NA,27.8,NA,NA,28.9,NA,NA,29.5,NA,NA
1,Bu,5718,13.5,NA,NA,14.5,NA,NA,16.0,NA,NA,16.5,NA,NA,16.8,NA,NA,16.7,NA,NA,16.8,NA,NA,17.4,NA,NA
1,Bu,5719,10.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5720,24.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5721,8.6,NA,NA,8.6,NA,NA,9.2,NA,NA,9.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5722,18.2,NA,NA,19.4,NA,NA,22.4,NA,NA,23.9,NA,NA,25.4,NA,NA,25.7,NA,NA,25.6,NA,NA,25.9,NA,NA
1,Bu,5801,26.5,NA,NA,28.6,NA,NA,32.2,NA,NA,35.0,NA,NA,37.6,NA,NA,38.9,NA,NA,40.2,NA,NA,41.5,NA,NA
1,Bu,5802,12.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5803,12.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5804,24.8,NA,NA,25.5,NA,NA,32.9,NA,NA,37.1,NA,NA,40.5,NA,NA,42.1,NA,31.5,44.0,NA,NA,44.6,NA,NA
1,Bu,5805,15.3,NA,NA,15.0,NA,NA,15.8,NA,NA,15.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5806,11.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5807,11.7,NA,NA,11.6,NA,NA,12.0,NA,NA,11.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5808,10.8,NA,NA,10.8,NA,NA,10.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5809,24.0,NA,NA,26.0,NA,NA,28.8,NA,NA,32.5,NA,NA,34.0,NA,NA,35.3,NA,NA,36.3,NA,NA,37.1,NA,NA
1,Bu,5901,10.0,NA,NA,9.6,NA,NA,9.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5902,13.4,NA,NA,13.1,NA,NA,13.2,NA,NA,13.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5903,10.8,NA,NA,10.8,NA,NA,11.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5904,14.3,NA,NA,14.2,NA,NA,14.5,NA,NA,14.6,NA,NA,14.7,NA,NA,14.5,NA,NA,14.8,NA,NA,14.9,NA,NA
1,Bu,5905,21.4,NA,NA,24.1,NA,NA,26.3,NA,NA,29.2,NA,NA,31.3,NA,NA,31.8,NA,NA,32.8,NA,NA,33.4,NA,NA
1,Bu,5906,7.2,NA,NA,7.1,NA,NA,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5907,10.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5908,11.3,NA,NA,11.0,NA,NA,12.2,NA,NA,11.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5909,21.7,NA,NA,25.5,NA,NA,30.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5910,9.0,NA,NA,9.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5911,20.2,NA,NA,22.2,NA,NA,24.4,NA,NA,27.2,NA,NA,29.5,NA,NA,30.6,NA,NA,31.6,NA,NA,32.1,NA,NA
1,Bu,5912,19.0,NA,NA,21.2,NA,NA,24.7,NA,NA,28.5,NA,NA,31.4,NA,NA,32.7,NA,NA,34.0,NA,NA,34.4,NA,NA
1,Bu,5913,10.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5914,10.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5915,12.0,NA,NA,12.1,NA,NA,12.2,NA,NA,12.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5916,13.3,NA,NA,13.6,NA,NA,14.0,NA,NA,13.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5917,24.2,NA,NA,26.6,NA,NA,31.1,NA,NA,34.7,NA,NA,38.5,NA,NA,40.0,NA,NA,42.5,NA,NA,42.9,NA,NA
1,Bu,5918,9.2,NA,NA,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5919,10.4,NA,NA,10.4,NA,NA,10.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5920,10.0,NA,NA,10.0,NA,NA,9.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5921,13.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5922,13.0,NA,NA,13.4,NA,NA,13.7,NA,NA,13.7,NA,NA,13.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5923,20.0,NA,NA,22.6,NA,NA,27.1,NA,NA,30.5,NA,NA,34.2,NA,NA,36.9,NA,NA,39.0,NA,31.6,41.1,NA,NA
1,Bu,6501,10.0,NA,NA,10.6,NA,NA,10.1,NA,NA,9.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6502,8.0,NA,NA,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6503,18.6,NA,NA,20.6,NA,NA,23.4,NA,NA,26.2,NA,NA,28.8,NA,NA,30.6,NA,NA,32.7,NA,NA,34.0,NA,NA
1,Bu,6504,7.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6505,10.8,NA,NA,10.8,NA,NA,11.0,NA,NA,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6506,7.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6507,21.4,NA,NA,22.8,NA,NA,23.8,NA,NA,25.8,NA,NA,27.7,NA,NA,28.1,NA,NA,29.2,NA,NA,30.8,NA,NA
1,Bu,6508,19.1,NA,NA,21.5,NA,NA,25.0,NA,NA,29.4,NA,NA,34.0,NA,NA,35.5,NA,NA,37.9,NA,NA,39.6,NA,NA
1,Bu,6509,8.8,NA,NA,8.9,NA,NA,9.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6510,19.2,NA,NA,21.1,NA,NA,24.0,NA,NA,26.6,NA,NA,28.3,NA,NA,28.4,NA,NA,29.3,NA,NA,29.6,NA,NA
1,Bu,6511,14.6,NA,NA,15.3,NA,NA,16.8,NA,NA,17.5,NA,NA,18.0,NA,NA,18.1,NA,NA,18.3,NA,NA,18.5,NA,NA
1,Bu,6512,21.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6513,7.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6514,7.7,NA,NA,7.8,NA,NA,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6515,9.4,NA,NA,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6516,11.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6517,11.1,NA,NA,11.2,NA,NA,11.7,NA,NA,11.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6518,14.8,NA,NA,15.2,NA,NA,16.1,NA,NA,16.2,NA,NA,16.8,NA,NA,16.2,NA,NA,16.4,NA,NA,16.5,NA,NA
1,Bu,6519,17.3,NA,NA,19.0,NA,NA,22.2,NA,22.3,25.2,NA,NA,27.5,NA,NA,28.6,NA,NA,29.9,NA,NA,30.9,NA,NA
1,Bu,6601,16.9,NA,NA,18.3,2,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6602,7.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6603,10.4,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6604,16.8,NA,NA,18.6,NA,NA,22.6,NA,NA,26.2,NA,NA,29.6,NA,NA,30.9,NA,NA,32.8,NA,NA,33.2,NA,NA
1,Bu,6605,10.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6606,10.2,NA,NA,11.5,NA,NA,12.5,NA,NA,12.5,NA,NA,12.5,NA,NA,12.5,NA,NA,12.4,NA,NA,12.6,NA,NA
1,Bu,6607,10.0,NA,NA,10.2,NA,NA,10.6,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6608,8.3,NA,NA,8.3,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6609,11.0,NA,NA,11.8,NA,NA,13.4,NA,NA,13.6,NA,NA,13.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6610,8.6,NA,NA,8.6,NA,NA,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6611,8.7,NA,NA,8.7,NA,NA,8.8,NA,NA,8.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6612,8.4,NA,NA,8.6,NA,NA,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6613,12.8,NA,NA,14.2,NA,NA,15.8,NA,NA,16.4,NA,NA,16.7,NA,17.0,16.7,NA,NA,17.1,NA,NA,17.2,NA,NA
1,Bu,6614,8.8,NA,NA,8.9,NA,NA,9.0,NA,NA,8.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6615,10.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6616,19.6,NA,NA,22.0,NA,NA,25.8,NA,NA,29.4,NA,NA,32.3,NA,NA,33.6,NA,NA,35.0,NA,30.0,36.0,NA,NA
1,Bu,6617,16.2,NA,NA,17.3,NA,NA,18.4,NA,NA,18.8,NA,NA,19.3,NA,NA,19.2,NA,NA,19.5,NA,NA,19.7,NA,NA
1,Bu,6618,12.4,NA,NA,12.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6619,22.7,NA,NA,25.3,NA,NA,27.1,NA,NA,29.3,NA,NA,31.9,NA,NA,34.0,NA,NA,36.2,NA,29.2,38.0,NA,NA
1,Bu,6701,17.3,NA,NA,18.2,NA,NA,19.0,NA,NA,19.2,NA,NA,19.5,NA,NA,19.4,NA,NA,19.5,NA,NA,19.5,NA,NA
1,Bu,6702,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6703,22.2,NA,NA,24.4,NA,NA,27.7,NA,NA,30.7,NA,26.0,33.4,NA,NA,35.1,NA,NA,36.3,NA,NA,37.4,NA,31.4
1,Bu,6704,11.1,NA,NA,11.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6705,8.1,NA,NA,8.2,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6706,18.8,NA,18.0,19.9,NA,NA,22.8,NA,NA,25.0,NA,NA,27.2,NA,NA,28.3,NA,27.3,29.2,NA,28.8,30.0,NA,NA
1,Bu,6707,21.9,NA,NA,23.2,NA,NA,25.2,NA,NA,26.1,NA,25.0,27.3,NA,24.0,27.9,NA,NA,28.5,NA,NA,29.3,NA,NA
1,Bu,6708,9.1,NA,NA,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6709,18.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6710,23.0,NA,NA,25.3,NA,NA,28.6,NA,NA,31.1,NA,NA,34.1,NA,NA,35.6,NA,NA,36.2,NA,NA,37.3,NA,NA
1,Bu,6711,8.2,NA,NA,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6712,19.0,NA,NA,19.0,NA,NA,21.2,NA,NA,21.6,NA,NA,21.9,NA,NA,22.0,NA,NA,22.3,NA,NA,22.4,NA,NA
1,Bu,6713,8.9,NA,NA,8.6,NA,NA,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6714,17.4,NA,NA,18.8,NA,NA,21.5,NA,NA,24.6,NA,NA,27.5,NA,NA,29.2,NA,NA,30.2,NA,NA,31.7,NA,NA
1,Bu,6715,15.4,NA,NA,15.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6716,10.0,NA,NA,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6717,10.9,NA,NA,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6718,22.9,NA,NA,25.2,NA,NA,30.4,NA,NA,35.6,NA,NA,40.5,NA,NA,42.3,NA,NA,44.5,NA,NA,44.9,NA,NA
1,Bu,6719,16.8,NA,NA,18.9,NA,NA,19.5,NA,NA,20.2,NA,24.0,20.9,NA,25.5,21.2,NA,NA,21.8,NA,NA,22.1,NA,NA
1,Bu,6801,13.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6802,10.4,NA,NA,10.3,2,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6803,15.6,NA,NA,17.1,NA,NA,19.7,NA,NA,21.8,NA,NA,23.8,NA,NA,24.8,NA,NA,25.9,NA,NA,26.3,NA,NA
1,Bu,6804,16.8,NA,NA,17.8,NA,NA,19.6,NA,NA,20.6,NA,NA,21.4,NA,NA,21.7,NA,NA,22.2,NA,NA,22.8,NA,NA
1,Bu,6805,11.8,NA,NA,12.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6806,24.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
