Bestandeseinheit,Baumart,Baumnummer,D_1957,Aus_1957,H_1957,D_1963,Aus_1963,H_1963,D_1972,Aus_1972,H_1972,D_1982,Aus_1982,H_1982,D_1992,Aus_1992,H_1992,D_2000,Aus_2000,H_2000,D_2008,Aus_2008,H_2008,D_2016,Aus_2016,H_2016
1,Bu,5017,17.3,NA,NA,18.8,NA,NA,21.0,NA,NA,23.0,NA,NA,25.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5101,8.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5102,23.2,NA,NA,26.1,NA,NA,30.8,NA,NA,34.4,NA,NA,39.1,NA,NA,41.6,NA,NA,44.9,NA,NA,48.3,NA,NA
1,Bu,5103,11.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5104,8.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5105,13.8,NA,NA,14.8,NA,NA,17.0,NA,NA,16.5,NA,NA,16.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5106,6.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5107,19.8,NA,NA,21.8,NA,NA,24.6,NA,NA,27.2,NA,NA,29.6,NA,NA,31.6,NA,NA,34.6,NA,NA,36.9,NA,29.4
1,Bu,5108,6.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5109,18.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5110,16.8,NA,NA,19.1,NA,NA,22.1,NA,NA,25.5,NA,NA,29.0,NA,NA,32.6,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,5111,15.1,NA,NA,16.2,NA,NA,18.4,NA,NA,19.9,NA,NA,22.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5112,13.5,NA,NA,15.0,NA,NA,16.7,NA,NA,18.8,7,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5113,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5114,17.0,NA,NA,18.0,NA,NA,19.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5115,8.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5116,9.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5117,13.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5118,17.4,NA,NA,19.0,NA,NA,21.2,NA,NA,23.8,NA,NA,27.7,NA,NA,28.3,NA,NA,30.6,2,27.7,NA,NA,NA
1,Bu,5119,17.4,NA,NA,20.8,NA,NA,20.8,NA,NA,23.4,NA,NA,23.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5120,9.7,NA,NA,9.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5121,18.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5122,10.2,NA,NA,10.2,NA,NA,10.5,NA,NA,10.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5123,14.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5124,17.4,NA,NA,20.3,NA,NA,24.2,NA,NA,28.8,NA,NA,31.7,NA,NA,34.2,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,5201,11.3,NA,NA,11.2,NA,NA,11.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5202,22.5,NA,NA,25.4,NA,NA,29.1,NA,NA,32.9,NA,NA,36.3,NA,NA,39.0,NA,NA,43.0,NA,NA,45.4,NA,NA
1,Bu,5203,13.0,NA,NA,15.4,NA,NA,17.0,NA,NA,18.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5204,11.6,NA,NA,11.6,NA,NA,11.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5205,6.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5206,10.8,NA,NA,10.8,NA,NA,10.9,NA,NA,11.0,NA,NA,10.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5207,12.3,NA,NA,13.0,NA,NA,13.7,NA,NA,13.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5208,23.0,NA,NA,25.8,NA,NA,29.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5209,18.1,NA,NA,20.4,NA,NA,23.3,NA,NA,27.1,NA,NA,31.3,NA,NA,39.6,NA,NA,43.0,1,NA,NA,NA,NA
1,Bu,5210,22.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5211,11.1,NA,NA,11.3,NA,NA,11.6,NA,NA,11.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5212,12.9,NA,NA,13.2,NA,NA,13.5,NA,NA,13.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5213,14.0,NA,NA,15.0,NA,NA,16.5,NA,NA,18.3,NA,NA,20.4,NA,NA,21.6,NA,NA,22.6,NA,NA,24.7,NA,NA
1,Bu,5214,12.1,NA,NA,11.8,NA,NA,12.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5215,14.7,NA,NA,16.3,NA,NA,18.4,NA,NA,20.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5216,12.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5217,13.5,NA,NA,15.2,NA,NA,16.8,NA,NA,18.4,NA,NA,20.5,NA,NA,21.8,NA,NA,22.5,NA,NA,25.4,NA,NA
1,Bu,5301,20.8,NA,NA,24.0,NA,NA,27.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5302,13.9,NA,NA,14.2,NA,NA,14.3,NA,NA,14.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5303,7.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5304,12.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5305,16.5,NA,NA,18.6,NA,NA,21.7,NA,NA,24.5,NA,NA,27.5,NA,NA,29.5,NA,NA,32.2,NA,NA,34.8,NA,NA
1,Bu,5306,15.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5307,14.2,NA,NA,16.0,NA,NA,17.5,NA,20.4,17.9,7,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5308,7.8,NA,NA,7.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5309,5.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5310,13.2,NA,NA,13.5,NA,NA,14.3,NA,NA,14.1,NA,NA,14.4,NA,NA,15.0,NA,NA,16.3,NA,17.1,17.6,NA,NA
1,Bu,5311,9.8,NA,NA,9.8,NA,NA,9.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5312,9.6,NA,NA,9.9,NA,NA,10.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5313,10.6,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5314,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5315,23.2,NA,NA,26.7,NA,NA,30.6,NA,NA,33.7,NA,NA,37.3,NA,NA,39.0,NA,26.4,41.5,NA,NA,44.2,NA,NA
1,Bu,5316,9.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5317,18.7,NA,NA,19.6,NA,NA,21.6,NA,NA,23.5,NA,NA,25.6,NA,NA,27.0,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,5318,8.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5319,7.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5320,15.2,NA,NA,18.5,NA,NA,22.4,NA,24.4,25.9,NA,26.6,28.9,NA,25.0,30.9,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,5321,14.0,NA,NA,15.2,NA,NA,17.2,NA,NA,17.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5322,7.8,NA,NA,8.0,NA,NA,7.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5323,11.7,NA,NA,11.9,NA,NA,11.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5401,17.6,NA,NA,20.3,NA,NA,24.4,NA,NA,28.2,NA,NA,32.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5402,13.0,NA,NA,13.2,NA,NA,13.3,NA,NA,12.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5403,12.3,NA,NA,12.3,NA,NA,12.4,NA,NA,11.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5404,8.8,NA,NA,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5405,15.1,NA,NA,17.4,NA,NA,20.9,NA,NA,24.8,NA,NA,28.7,NA,NA,32.4,NA,29.4,36.1,NA,NA,40.4,NA,NA
1,Bu,5406,18.8,NA,NA,22.6,NA,NA,27.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5407,16.2,NA,NA,19.0,NA,NA,21.4,NA,NA,25.0,NA,NA,27.5,NA,NA,28.4,NA,27.0,29.6,NA,NA,30.5,NA,NA
1,Bu,5408,9.2,NA,NA,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5409,5.8,NA,NA,6.1,NA,NA,5.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5410,11.3,NA,NA,13.5,NA,NA,15.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5411,17.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5412,13.8,NA,NA,15.0,NA,NA,17.4,NA,NA,18.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5413,6.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5414,17.9,NA,NA,20.9,NA,NA,25.6,NA,NA,29.7,NA,NA,33.0,NA,NA,35.4,NA,NA,37.5,2,27.9,NA,NA,NA
1,Bu,5415,17.6,NA,NA,19.0,NA,NA,21.6,NA,NA,22.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5416,13.8,NA,NA,16.5,NA,NA,19.2,NA,NA,20.2,NA,NA,22.0,NA,NA,23.9,NA,NA,25.9,NA,27.2,29.1,NA,NA
1,Bu,5417,8.8,NA,NA,8.8,NA,NA,8.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5501,16.8,NA,NA,19.9,NA,NA,22.2,NA,NA,25.2,NA,NA,27.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5502,8.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5503,7.4,NA,NA,7.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5504,20.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5505,8.0,NA,NA,7.9,NA,NA,7.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5506,15.4,NA,NA,17.6,NA,NA,20.6,NA,NA,21.8,NA,NA,23.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5507,15.6,NA,NA,18.4,NA,NA,21.4,NA,NA,24.8,NA,NA,28.0,NA,NA,29.7,NA,NA,32.7,NA,NA,34.7,NA,NA
1,Bu,5508,9.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5509,7.5,NA,NA,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5510,14.4,NA,NA,16.9,NA,NA,18.9,NA,NA,21.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5511,12.0,NA,NA,12.2,NA,NA,11.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5512,8.8,NA,NA,8.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5513,22.5,NA,NA,27.0,NA,NA,32.5,NA,NA,37.2,NA,NA,41.3,NA,NA,44.0,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,5514,8.1,NA,NA,7.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5515,12.4,NA,NA,12.3,NA,NA,12.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5516,19.6,NA,NA,22.6,NA,18.0,26.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5517,7.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6001,22.8,NA,NA,25.8,NA,NA,29.2,NA,NA,32.7,NA,NA,36.7,NA,NA,38.7,NA,NA,41.4,NA,NA,43.0,NA,NA
1,Bu,6002,19.3,NA,NA,21.6,NA,NA,24.3,NA,NA,26.8,NA,26.5,30.3,NA,28.0,32.4,NA,NA,36.1,1,NA,NA,NA,NA
1,Bu,6003,9.6,NA,NA,9.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6004,12.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6005,14.5,NA,NA,15.2,NA,NA,16.0,NA,NA,16.2,NA,NA,16.3,NA,NA,16.4,NA,NA,16.5,NA,NA,17.6,NA,NA
1,Bu,6006,13.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6007,20.8,NA,NA,23.0,NA,NA,26.9,NA,NA,30.3,NA,NA,34.0,NA,NA,36.5,NA,NA,39.5,NA,NA,42.2,NA,NA
1,Bu,6008,9.9,NA,NA,9.9,NA,NA,10.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6009,20.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6010,14.6,NA,NA,14.8,NA,NA,15.3,NA,NA,15.4,NA,NA,15.9,NA,NA,16.5,NA,NA,17.0,NA,NA,19.0,NA,NA
1,Bu,6011,18.2,NA,NA,19.8,NA,NA,20.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6012,17.4,NA,NA,18.7,NA,NA,21.7,NA,NA,24.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6101,7.0,NA,NA,8.3,NA,NA,8.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6102,8.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6103,11.6,NA,NA,11.8,NA,NA,12.1,NA,NA,12.0,NA,NA,12.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6104,16.3,NA,NA,18.8,NA,NA,20.7,NA,NA,23.2,NA,24.0,26.1,NA,25.0,27.9,NA,NA,29.6,NA,NA,32.0,NA,NA
1,Bu,6105,16.9,NA,NA,18.7,NA,NA,20.4,NA,NA,22.5,NA,NA,24.1,NA,NA,25.5,NA,NA,26.6,7,NA,NA,NA,NA
1,Bu,6106,14.6,NA,NA,16.0,NA,NA,18.4,NA,NA,19.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6107,11.9,NA,NA,13.4,NA,NA,15.1,NA,NA,15.3,NA,NA,15.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6108,9.9,NA,NA,9.8,NA,NA,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6109,10.8,NA,NA,11.0,NA,NA,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6110,10.2,NA,NA,11.0,NA,NA,12.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6111,13.5,NA,NA,15.7,NA,NA,18.6,NA,NA,21.2,NA,NA,23.4,NA,NA,24.9,NA,NA,26.1,NA,NA,27.4,NA,NA
1,Bu,6112,13.4,NA,NA,14.6,NA,NA,16.1,NA,NA,16.8,NA,NA,17.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6113,16.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6114,6.8,NA,NA,7.4,NA,NA,7.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6115,23.2,NA,NA,26.3,NA,NA,29.2,NA,NA,33.2,NA,NA,35.8,NA,NA,37.8,NA,NA,39.4,NA,NA,40.3,NA,NA
1,Bu,6116,10.0,NA,NA,10.8,NA,NA,10.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6117,8.4,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6118,10.5,NA,NA,10.5,NA,NA,10.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6119,9.8,NA,NA,10.0,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6120,10.0,NA,NA,9.8,NA,NA,10.1,NA,NA,10.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6121,16.0,NA,NA,18.6,NA,NA,21.4,NA,NA,25.2,NA,NA,28.6,NA,NA,29.9,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,6201,8.6,NA,NA,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6202,12.2,NA,NA,13.0,NA,NA,14.7,NA,NA,17.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6203,11.5,NA,NA,12.6,NA,NA,13.8,NA,NA,14.2,NA,NA,14.5,NA,NA,14.6,NA,NA,14.9,3,NA,NA,NA,NA
1,Bu,6204,13.0,NA,NA,13.6,NA,NA,14.3,NA,NA,14.6,NA,NA,15.1,NA,NA,15.9,NA,NA,17.2,NA,NA,19.8,NA,NA
1,Bu,6205,17.2,NA,NA,19.5,NA,NA,22.2,NA,24.1,25.5,NA,24.5,29.3,NA,26.0,32.4,NA,NA,35.2,NA,NA,37.7,NA,NA
1,Bu,6206,13.4,NA,NA,15.2,NA,NA,16.2,NA,NA,16.3,5,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6207,13.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6208,13.0,NA,NA,14.3,NA,NA,15.6,NA,NA,16.4,7,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6209,10.8,NA,NA,10.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6210,13.2,NA,NA,14.4,NA,NA,15.6,NA,NA,16.2,NA,NA,16.7,NA,NA,17.2,NA,NA,17.8,NA,NA,19.2,NA,NA
1,Bu,6211,19.0,NA,NA,21.6,NA,NA,25.6,NA,NA,27.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6212,12.9,NA,NA,13.0,NA,NA,13.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6213,11.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6214,7.5,NA,NA,7.5,NA,NA,7.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
