Bestandeseinheit,Baumart,Baumnummer,D_1957,Aus_1957,H_1957,D_1963,Aus_1963,H_1963,D_1972,Aus_1972,H_1972,D_1982,Aus_1982,H_1982,D_1992,Aus_1992,H_1992,D_2000,Aus_2000,H_2000,D_2008,Aus_2008,H_2008,D_2016,Aus_2016,H_2016
1,Bu,206,8.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,207,9.9,NA,NA,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,208,11.1,NA,NA,11.3,NA,NA,12.6,NA,NA,13.1,NA,NA,13.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,209,7.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,210,10.1,NA,NA,12.2,NA,NA,15.7,NA,NA,19.1,NA,NA,22.6,NA,NA,24.8,NA,28.5,26.6,NA,28.8,28.4,NA,NA
1,Bu,211,8.3,NA,NA,8.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,212,7.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,213,15.6,NA,NA,16.4,NA,NA,19.7,NA,NA,23.3,NA,NA,27.4,NA,NA,29.4,NA,28.5,32.6,NA,NA,35.1,NA,NA
1,Bu,214,7.3,NA,NA,7.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,215,16.2,NA,NA,18.6,NA,NA,21.2,NA,NA,23.2,NA,NA,25.1,NA,NA,25.7,NA,NA,26.1,2,NA,NA,NA,NA
1,Bu,216,10.2,NA,NA,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,217,11.2,NA,NA,11.2,NA,NA,11.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,218,16.4,NA,NA,19.2,NA,NA,22.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,219,6.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,221,7.8,NA,NA,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,222,14.2,NA,NA,15.8,NA,NA,17.6,NA,NA,19.4,NA,NA,21.3,NA,NA,23.0,NA,NA,24.0,NA,NA,25.1,NA,NA
1,Bu,223,13.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,224,17.2,NA,NA,20.4,NA,NA,24.6,NA,NA,28.1,NA,NA,32.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,225,8.4,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,226,7.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,227,9.2,NA,NA,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,230,15.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,301,9.2,NA,NA,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,302,17.2,NA,NA,19.2,NA,NA,20.9,NA,NA,23.4,NA,25.0,25.5,NA,27.5,27.8,NA,NA,30.6,NA,NA,33.2,NA,NA
1,Bu,303,19.0,NA,NA,21.5,NA,NA,24.8,NA,NA,26.9,2,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,304,10.0,NA,NA,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,305,9.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,307,10.8,NA,NA,11.6,NA,NA,12.5,NA,NA,13.0,NA,18.5,13.2,NA,NA,13.4,NA,NA,14.1,NA,NA,17.3,NA,NA
1,Bu,308,9.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,309,8.8,NA,NA,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,310,9.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,311,16.7,NA,NA,18.8,NA,NA,22.2,NA,NA,25.4,NA,NA,29.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,312,12.0,NA,NA,12.0,NA,NA,12.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,313,6.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,314,18.6,NA,NA,20.8,NA,NA,24.8,NA,NA,27.9,NA,24.0,30.8,NA,NA,33.1,NA,NA,35.8,NA,NA,39.7,NA,NA
1,Bu,315,12.6,NA,NA,13.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,316,14.7,NA,NA,16.0,NA,NA,17.5,NA,NA,18.3,NA,NA,19.3,NA,NA,19.6,NA,NA,20.0,NA,NA,20.5,NA,NA
1,Bu,317,13.4,NA,NA,15.0,NA,NA,16.8,NA,NA,19.2,NA,24.0,21.2,NA,25.5,22.1,NA,NA,23.1,2,NA,NA,NA,NA
1,Bu,318,6.6,NA,NA,6.6,NA,NA,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,319,8.3,NA,NA,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,320,8.3,NA,NA,8.0,NA,NA,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,321,10.2,NA,NA,10.0,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,401,18.6,NA,NA,20.4,NA,NA,22.6,NA,NA,24.4,NA,NA,25.8,NA,NA,26.4,NA,NA,28.0,NA,NA,28.2,NA,NA
1,Bu,402,9.0,NA,NA,9.0,NA,NA,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,403,12.6,NA,NA,12.6,NA,NA,12.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,404,11.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,405,21.5,NA,NA,23.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,406,12.0,NA,NA,12.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,407,14.4,NA,NA,15.6,NA,NA,18.1,NA,NA,20.1,NA,NA,21.3,NA,23.5,21.9,NA,NA,22.7,5,NA,NA,NA,NA
1,Bu,408,8.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,409,15.0,NA,NA,15.2,NA,NA,16.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,410,10.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,411,15.6,NA,NA,16.2,NA,NA,17.0,NA,NA,17.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,412,7.0,NA,NA,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,413,6.2,NA,NA,6.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,414,7.1,NA,NA,7.2,NA,NA,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,415,19.4,NA,NA,21.0,NA,NA,26.9,NA,NA,30.6,NA,NA,34.1,NA,NA,36.5,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,416,18.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,417,10.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,418,11.6,NA,NA,13.3,NA,NA,14.6,NA,NA,14.9,NA,NA,15.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,419,11.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,420,6.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,421,11.0,NA,NA,11.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1001,22.6,NA,NA,24.8,NA,NA,27.4,NA,NA,31.2,NA,NA,36.1,NA,NA,39.5,NA,NA,43.3,NA,29.8,47.9,NA,NA
1,Bu,1002,9.0,NA,NA,9.1,NA,NA,9.4,NA,NA,9.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1003,14.3,NA,NA,14.8,NA,NA,15.7,NA,NA,15.6,7,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1004,18.6,NA,NA,21.6,NA,NA,25.2,NA,NA,28.9,NA,NA,32.1,NA,NA,33.9,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,1005,7.0,NA,NA,6.8,NA,NA,7.0,NA,NA,7.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1006,7.6,NA,NA,7.6,NA,NA,7.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1007,12.0,NA,NA,12.9,NA,NA,13.7,NA,NA,13.7,NA,NA,13.8,NA,NA,13.7,NA,NA,14.1,NA,NA,15.9,NA,NA
1,Bu,1008,14.2,NA,NA,14.3,NA,NA,14.8,NA,NA,14.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1009,18.2,NA,NA,20.5,NA,NA,24.3,NA,NA,27.6,NA,NA,30.9,NA,NA,33.1,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,1010,8.8,NA,NA,8.7,NA,NA,8.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1011,16.0,NA,NA,17.6,NA,NA,19.8,NA,NA,22.1,NA,NA,24.2,NA,NA,25.2,NA,NA,27.1,NA,NA,29.1,NA,NA
1,Bu,1012,7.8,NA,NA,7.9,NA,NA,8.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1013,7.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1014,6.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1015,11.2,NA,NA,11.7,NA,NA,12.7,NA,NA,13.0,NA,NA,13.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1016,12.0,NA,NA,13.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1017,7.9,NA,NA,7.6,NA,NA,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1018,7.8,NA,NA,7.6,NA,NA,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1019,7.4,NA,NA,7.4,NA,NA,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1020,22.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1021,13.9,NA,NA,15.6,NA,NA,19.1,NA,NA,21.8,NA,NA,24.2,NA,NA,26.0,NA,NA,27.5,NA,NA,29.6,NA,NA
1,Bu,1022,8.2,NA,NA,8.3,NA,NA,8.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1101,14.5,NA,NA,15.1,NA,NA,17.0,NA,NA,18.6,NA,NA,20.2,NA,NA,21.2,NA,NA,22.0,NA,NA,22.8,NA,NA
1,Bu,1102,6.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1103,12.4,NA,NA,12.8,NA,NA,13.4,NA,NA,13.4,NA,NA,13.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1104,12.4,NA,NA,12.4,NA,NA,13.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1105,7.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1106,10.6,NA,NA,11.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1107,16.2,NA,NA,17.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1108,11.6,NA,NA,11.8,NA,NA,12.3,NA,NA,12.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1109,8.0,NA,NA,8.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1110,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1111,13.4,NA,NA,14.1,NA,NA,14.9,NA,NA,15.5,7,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1112,15.0,NA,NA,16.4,NA,NA,18.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1113,9.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1114,11.6,NA,NA,12.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1115,8.7,NA,NA,8.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1116,12.4,NA,NA,12.5,NA,NA,12.8,NA,NA,13.0,NA,NA,13.0,NA,NA,13.4,1,NA,NA,NA,NA,NA,NA,NA
1,Bu,1117,12.6,NA,NA,12.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1118,9.2,NA,NA,9.1,NA,NA,9.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1119,22.8,NA,NA,25.8,NA,NA,31.8,NA,NA,38.4,NA,NA,44.5,NA,NA,48.0,3,32.4,NA,NA,NA,NA,NA,NA
1,Bu,1120,9.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1121,7.6,NA,NA,7.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1122,9.8,NA,NA,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1123,12.8,NA,NA,12.9,NA,NA,13.0,NA,NA,14.2,NA,NA,15.2,NA,NA,15.3,NA,NA,16.6,6,NA,NA,NA,NA
1,Bu,1124,28.4,NA,NA,32.2,NA,NA,39.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1125,16.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1126,15.8,NA,NA,16.6,NA,NA,17.9,NA,NA,19.2,NA,NA,21.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1127,15.8,NA,NA,16.6,NA,NA,19.2,NA,NA,22.3,NA,NA,26.1,NA,NA,29.3,NA,NA,32.7,NA,NA,35.8,NA,NA
1,Bu,1201,24.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1202,9.0,NA,NA,9.3,NA,NA,9.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1203,7.8,NA,NA,7.9,NA,NA,8.2,NA,NA,8.4,NA,NA,8.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1204,8.6,NA,NA,8.6,NA,NA,10.3,NA,NA,10.5,NA,NA,10.7,NA,NA,11.6,1,NA,NA,NA,NA,NA,NA,NA
1,Bu,1205,7.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1206,18.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1207,16.2,NA,NA,18.1,NA,NA,22.8,NA,NA,27.9,NA,NA,32.2,NA,26.5,34.5,NA,31.0,36.8,NA,NA,37.8,NA,NA
1,Bu,1208,16.4,NA,NA,17.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,1209,9.0,NA,NA,9.2,NA,NA,9.4,NA,NA,10.2,NA,NA,10.6,NA,NA,10.8,NA,14.1,11.5,NA,NA,12.9,NA,NA
1,Bu,1210,7.4,NA,NA,7.2,NA,NA,7.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
