Bestandeseinheit,Baumart,Baumnummer,D_1958,Aus_1958,H_1958,D_1964,Aus_1964,H_1964,D_1974,Aus_1974,H_1974,D_1981,Aus_1981,H_1981,D_1992,Aus_1992,H_1992,D_2001,Aus_2001,H_2001,D_2008,Aus_2008,H_2008,D_2011,Aus_2011,H_2011,D_2015,Aus_2015,H_2015
1,Bu,139,9.7,NA,NA,9.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,140,14.5,NA,NA,15.8,NA,NA,17.7,NA,NA,18.2,NA,NA,18.3,NA,NA,18.3,NA,NA,18.4,5,NA,NA,NA,NA,NA,NA,NA
1,Bu,141,16.6,NA,NA,18.6,NA,NA,22.2,NA,NA,23.4,NA,31.0,26.3,NA,NA,28.6,NA,NA,30.4,NA,NA,31.0,NA,NA,33.2,NA,NA
1,Bu,142,13.2,NA,NA,14.5,NA,NA,15.2,NA,NA,14.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,143,7.6,NA,NA,7.6,NA,NA,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,144,20.8,NA,NA,23.4,NA,NA,28.5,NA,NA,31.4,NA,NA,35.9,NA,NA,38.7,NA,NA,39.5,5,NA,NA,NA,NA,NA,NA,NA
1,Bu,145,10.3,NA,NA,10.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,146,15.2,NA,NA,17.1,NA,NA,17.8,NA,NA,18.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,147,20.2,NA,NA,22.7,NA,NA,27.1,NA,NA,29.4,NA,32.5,33.3,NA,NA,36.0,NA,NA,37.8,NA,NA,38.3,NA,NA,39.9,NA,NA
1,Bu,148,13.6,NA,NA,14.3,NA,NA,14.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,149,12.6,NA,NA,12.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,150,10.8,NA,NA,11.1,NA,NA,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,151,8.4,NA,NA,8.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,152,12.5,NA,NA,13.0,NA,NA,13.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,153,23.6,NA,NA,27.6,NA,NA,33.7,NA,NA,37.6,NA,NA,43.7,NA,NA,47.5,NA,37.0,49.6,NA,39.9,49.8,NA,42.1,51.5,NA,NA
1,Bu,154,12.9,NA,NA,12.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,155,21.8,NA,NA,24.6,NA,NA,27.8,NA,NA,29.1,NA,NA,31.7,NA,NA,33.1,NA,NA,34.5,NA,NA,34.5,NA,NA,35.2,NA,NA
1,Bu,156,14.6,NA,NA,16.0,NA,NA,17.5,NA,NA,17.6,NA,NA,17.8,NA,NA,18.0,NA,NA,18.1,NA,NA,17.8,NA,NA,18.0,NA,NA
1,Bu,157,8.3,NA,NA,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,158,8.4,NA,NA,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,159,15.6,NA,NA,17.0,NA,NA,17.4,NA,NA,17.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,160,16.8,NA,NA,17.0,NA,NA,18.1,NA,NA,18.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,161,8.2,NA,NA,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,162,9.2,NA,NA,9.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,163,10.0,NA,NA,10.4,NA,NA,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,164,22.4,NA,NA,25.8,NA,NA,29.6,NA,NA,31.2,NA,30.0,33.3,NA,NA,34.1,NA,NA,34.9,NA,NA,34.8,NA,NA,34.8,NA,NA
1,Bu,165,13.8,NA,NA,15.0,NA,NA,16.5,NA,NA,16.4,5,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,166,10.0,NA,NA,11.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,167,20.5,NA,NA,23.1,NA,NA,26.8,NA,NA,28.8,NA,NA,32.5,NA,NA,35.5,NA,NA,37.6,NA,NA,37.5,NA,NA,38.3,NA,NA
1,Bu,168,11.1,NA,16.0,11.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,169,9.4,NA,NA,9.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,170,18.6,NA,NA,21.2,NA,NA,25.1,NA,NA,27.0,NA,NA,30.0,NA,NA,32.4,NA,NA,33.7,NA,NA,34.3,NA,NA,35.6,NA,NA
1,Bu,171,12.8,NA,17.0,13.3,NA,NA,13.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,172,16.8,NA,NA,19.1,NA,NA,22.4,NA,NA,24.2,NA,NA,26.6,NA,NA,28.3,NA,NA,29.4,NA,NA,29.5,NA,NA,30.4,NA,NA
1,Bu,173,10.2,NA,NA,10.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,174,13.7,NA,NA,14.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,175,9.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,176,7.0,NA,NA,6.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,177,17.0,NA,19.0,20.4,NA,21.1,25.2,NA,NA,27.4,NA,NA,31.8,NA,NA,33.6,NA,NA,35.7,NA,NA,36.3,NA,NA,37.2,NA,NA
1,Bu,178,13.9,NA,NA,15.0,NA,19.0,16.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,179,13.7,NA,NA,14.4,NA,17.0,14.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,180,7.6,NA,NA,7.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,181,12.8,NA,NA,12.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,182,18.4,NA,NA,21.2,NA,NA,25.6,NA,NA,27.3,NA,NA,30.6,NA,NA,33.1,NA,NA,34.7,NA,NA,35.3,NA,NA,36.5,NA,NA
1,Bu,183,17.4,NA,NA,19.6,NA,NA,22.1,NA,NA,23.4,NA,NA,26.0,NA,NA,27.5,NA,NA,28.2,NA,NA,28.3,NA,NA,28.6,NA,NA
1,Bu,184,13.5,NA,NA,14.6,NA,NA,14.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,185,12.1,NA,NA,12.6,NA,NA,12.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,186,21.3,NA,NA,24.3,NA,NA,29.4,NA,NA,31.7,NA,NA,35.7,NA,NA,37.7,NA,NA,40.5,NA,NA,40.3,NA,NA,42.1,NA,NA
1,Bu,187,10.6,NA,NA,10.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,188,8.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,189,8.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,190,11.0,NA,NA,11.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,191,14.5,NA,NA,15.8,NA,NA,16.0,NA,NA,16.1,1,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,192,19.2,NA,NA,22.4,NA,23.0,27.0,NA,NA,29.2,NA,NA,32.4,NA,NA,35.7,NA,35.6,37.4,NA,39.3,39.3,NA,41.2,39.9,NA,41.7
1,Bu,193,10.6,NA,NA,10.8,NA,NA,10.6,NA,NA,10.6,1,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,194,8.4,NA,NA,8.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,195,17.4,NA,NA,20.4,NA,NA,24.0,NA,29.5,25.8,NA,32.5,28.9,NA,33.0,30.8,NA,35.5,32.2,NA,39.7,32.3,NA,39.3,32.8,NA,41.7
1,Bu,196,13.2,NA,NA,13.6,NA,NA,13.3,1,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,197,11.4,NA,NA,11.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,198,19.7,NA,NA,24.0,NA,23.0,27.6,NA,NA,30.0,NA,33.2,35.1,NA,33.0,38.5,NA,37.2,40.4,NA,38.9,40.8,NA,38.0,41.9,NA,42.5
1,Bu,199,20.1,NA,NA,22.4,NA,22.5,25.8,NA,NA,27.5,NA,NA,30.0,NA,NA,32.6,NA,NA,34.6,NA,NA,33.5,NA,NA,34.4,NA,NA
1,Bu,200,12.7,NA,NA,14.3,NA,NA,15.9,NA,NA,16.0,1,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,201,15.9,NA,NA,17.2,NA,NA,18.6,NA,22.0,19.4,NA,NA,19.9,NA,NA,19.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,202,12.8,NA,NA,14.0,NA,18.0,14.6,NA,21.5,14.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,203,11.6,NA,NA,12.1,NA,NA,12.2,1,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,204,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,205,7.9,NA,NA,8.2,NA,NA,8.1,1,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,206,8.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,207,12.5,NA,14.0,13.0,NA,NA,12.9,1,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,208,12.8,NA,NA,12.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,209,13.6,NA,NA,14.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,210,20.2,NA,NA,22.4,NA,24.0,26.4,NA,NA,28.4,NA,32.1,31.1,NA,32.5,33.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,211,16.8,NA,21.5,17.2,NA,21.0,23.2,NA,NA,25.6,NA,NA,30.4,NA,NA,33.5,NA,NA,36.2,NA,NA,36.3,NA,NA,37.5,NA,NA
1,Bu,212,14.0,NA,17.5,15.0,NA,NA,15.3,NA,NA,16.4,5,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,213,9.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,214,13.7,NA,NA,15.0,2,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,215,15.7,NA,NA,17.2,NA,NA,20.4,NA,NA,22.2,NA,NA,25.4,NA,NA,27.8,NA,NA,29.9,NA,NA,30.0,NA,NA,31.3,NA,33.8
2,Ah,216,7.6,NA,NA,7.6,NA,NA,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,217,16.6,NA,NA,18.2,NA,22.5,20.6,NA,NA,21.7,NA,NA,23.7,NA,NA,25.4,NA,NA,25.7,NA,NA,26.3,NA,NA,26.4,NA,NA
1,Bu,218,14.8,NA,18.0,15.8,NA,21.0,16.3,NA,NA,16.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,219,9.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,220,13.2,NA,16.0,14.4,NA,17.5,14.8,NA,NA,14.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,221,25.2,NA,22.5,27.8,NA,25.5,32.3,NA,31.0,35.2,NA,NA,39.9,NA,NA,42.2,NA,NA,44.0,NA,NA,44.3,NA,NA,45.5,NA,NA
2,Ah,222,14.9,NA,NA,15.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,223,12.2,NA,NA,12.4,NA,NA,12.4,1,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,224,20.4,NA,22.5,24.0,NA,NA,29.1,NA,NA,31.6,NA,30.5,36.2,NA,32.5,39.1,NA,NA,41.3,NA,NA,42.8,NA,NA,44.6,NA,NA
1,Bu,225,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,226,19.0,NA,23.0,20.6,NA,NA,24.4,NA,NA,26.1,NA,NA,30.0,NA,NA,32.2,NA,NA,33.9,NA,NA,34.0,NA,NA,34.9,NA,NA
1,Bu,227,10.8,NA,NA,11.0,NA,NA,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,228,11.4,NA,NA,11.6,NA,NA,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,229,12.8,NA,NA,13.5,NA,18.0,13.8,NA,NA,13.8,NA,NA,13.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,230,9.2,NA,NA,9.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,231,24.4,NA,NA,26.7,NA,26.5,30.8,NA,NA,33.1,NA,NA,36.8,NA,NA,39.8,NA,NA,41.5,NA,NA,42.0,NA,NA,43.7,NA,NA
1,Bu,232,17.8,NA,NA,19.4,NA,NA,21.2,NA,NA,21.9,NA,NA,22.7,NA,NA,23.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,233,16.1,NA,NA,17.2,NA,NA,17.5,NA,NA,17.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,234,19.0,NA,NA,19.4,NA,NA,19.5,NA,NA,18.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,235,9.2,NA,NA,9.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,236,9.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,237,16.7,NA,NA,18.9,NA,NA,22.5,NA,NA,24.2,NA,NA,27.2,NA,NA,29.6,NA,NA,30.9,NA,NA,31.3,NA,NA,32.4,NA,NA
1,Bu,238,20.0,NA,NA,22.4,NA,NA,26.0,NA,NA,27.6,NA,NA,30.4,NA,NA,32.9,NA,NA,34.5,NA,NA,34.8,NA,NA,35.5,NA,NA
1,Bu,239,21.8,NA,NA,23.2,NA,NA,24.2,NA,NA,24.3,NA,NA,24.0,NA,NA,24.7,NA,NA,24.8,NA,NA,24.8,NA,NA,24.7,NA,NA
1,Bu,240,21.0,NA,NA,22.8,NA,NA,25.9,NA,NA,27.0,NA,NA,30.2,NA,NA,31.8,NA,NA,33.3,NA,NA,33.3,NA,NA,33.6,NA,NA
1,Bu,241,11.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,242,21.8,NA,NA,24.7,NA,NA,28.6,NA,NA,30.4,NA,NA,33.8,NA,NA,36.1,NA,NA,37.3,NA,NA,38.1,NA,NA,38.5,NA,NA
1,Bu,243,16.3,NA,NA,17.7,NA,NA,19.8,NA,NA,20.6,NA,NA,21.6,NA,NA,21.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,244,15.0,NA,NA,15.6,NA,NA,15.7,NA,NA,15.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,245,15.3,NA,NA,17.0,NA,NA,19.1,NA,NA,20.0,NA,31.0,20.4,NA,31.0,20.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,246,14.4,NA,NA,14.6,NA,NA,14.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,247,15.6,NA,18.0,17.3,NA,NA,20.5,NA,NA,22.2,NA,NA,25.0,NA,NA,27.0,NA,NA,28.6,NA,NA,28.8,NA,NA,29.9,NA,NA
1,Bu,248,20.2,NA,NA,20.7,NA,NA,21.1,NA,NA,21.1,NA,NA,21.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,249,25.8,NA,NA,27.8,NA,NA,30.6,NA,NA,31.2,NA,NA,32.6,NA,NA,33.3,NA,NA,33.3,NA,NA,33.8,NA,NA,33.7,NA,NA
1,Bu,250,27.6,NA,NA,30.3,NA,NA,33.7,NA,NA,36.0,NA,33.0,40.1,NA,32.0,43.2,NA,NA,45.0,NA,NA,46.2,NA,NA,47.5,NA,NA
1,Bu,251,11.4,NA,NA,11.6,NA,NA,11.7,1,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,252,18.1,NA,NA,19.6,NA,NA,21.5,NA,26.0,22.2,NA,27.0,23.2,NA,29.0,23.2,NA,NA,23.3,5,NA,NA,NA,NA,NA,NA,NA
1,Bu,253,14.1,NA,NA,14.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,254,20.4,NA,NA,22.5,NA,25.5,25.0,NA,NA,26.1,NA,NA,28.5,NA,NA,29.8,NA,NA,30.7,NA,NA,31.3,NA,NA,31.0,NA,41.2
1,Bu,255,16.8,NA,NA,18.8,NA,NA,22.3,NA,NA,24.4,NA,NA,28.0,NA,NA,31.0,NA,36.7,32.8,NA,39.1,33.9,NA,40.3,35.0,NA,39.8
1,Bu,256,16.4,NA,NA,16.8,NA,NA,16.8,NA,21.0,16.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,257,8.4,NA,NA,9.0,NA,NA,10.2,NA,NA,11.6,NA,NA,11.9,NA,NA,11.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,258,18.6,NA,NA,20.9,NA,NA,25.2,NA,31.0,27.4,NA,33.6,31.1,NA,32.5,33.7,NA,NA,34.6,NA,NA,35.3,NA,NA,36.5,NA,41.0
1,Bu,259,19.8,NA,NA,21.0,NA,NA,21.8,NA,NA,21.8,NA,NA,22.0,NA,NA,22.1,NA,NA,22.7,NA,NA,22.1,NA,NA,22.4,NA,NA
1,Bu,260,22.0,NA,NA,25.1,NA,NA,30.5,NA,NA,33.2,NA,NA,38.7,NA,NA,42.9,NA,NA,45.9,NA,NA,46.5,NA,NA,48.2,NA,45.4
1,Bu,261,17.2,NA,NA,18.2,NA,NA,19.4,NA,NA,19.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,262,13.8,NA,NA,15.8,NA,NA,17.0,NA,NA,16.8,NA,NA,16.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,263,20.8,NA,NA,24.1,NA,NA,26.8,NA,NA,31.4,NA,NA,34.9,NA,NA,37.9,NA,NA,39.5,NA,NA,39.8,NA,NA,41.0,NA,NA
1,Bu,264,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,265,8.4,NA,NA,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,266,17.4,NA,NA,18.7,NA,NA,20.3,NA,23.5,21.2,NA,NA,22.2,NA,NA,22.5,NA,NA,22.9,NA,NA,23.0,NA,NA,23.1,NA,33.9
2,Ah,267,10.2,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,268,15.3,NA,NA,18.3,NA,NA,22.0,NA,NA,24.3,NA,NA,28.0,NA,NA,31.3,NA,NA,33.3,NA,NA,33.5,NA,NA,35.1,NA,NA
1,Bu,269,15.2,NA,NA,17.1,NA,NA,18.0,NA,NA,18.2,NA,27.3,18.2,NA,27.5,18.4,NA,NA,18.6,NA,NA,18.5,NA,NA,18.4,NA,NA
2,Ah,270,11.2,NA,NA,11.0,NA,NA,11.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,271,12.0,NA,NA,12.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,272,7.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,273,8.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,274,17.7,NA,NA,20.2,NA,NA,23.1,NA,NA,24.2,NA,NA,26.0,NA,NA,25.9,NA,NA,26.2,NA,NA,26.3,NA,NA,26.2,5,NA
1,Bu,275,22.4,NA,NA,26.2,NA,25.5,30.7,NA,NA,33.6,NA,32.0,37.6,NA,NA,39.9,NA,NA,42.0,NA,NA,41.5,NA,NA,42.4,NA,NA
1,Bu,276,18.6,NA,NA,21.1,NA,25.0,24.7,NA,NA,26.7,NA,NA,29.1,NA,NA,30.2,NA,NA,31.0,NA,NA,31.0,NA,NA,30.8,NA,NA
1,Bu,277,14.4,NA,NA,15.6,NA,NA,17.0,NA,NA,16.8,5,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,278,7.2,NA,NA,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,279,8.2,NA,NA,8.4,NA,NA,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,280,19.0,NA,NA,21.2,NA,NA,23.9,NA,NA,26.2,NA,NA,29.7,NA,NA,31.5,NA,NA,33.2,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,281,15.1,NA,NA,15.6,NA,NA,17.4,NA,NA,17.8,NA,25.1,18.2,NA,25.5,18.4,NA,NA,18.3,5,NA,NA,NA,NA,NA,NA,NA
1,Bu,282,10.8,NA,NA,11.3,NA,NA,11.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,283,15.3,NA,NA,17.8,NA,NA,20.6,NA,NA,21.8,NA,25.5,23.9,NA,NA,25.0,NA,NA,26.3,NA,NA,26.5,NA,NA,26.8,NA,NA
1,Bu,284,18.2,NA,NA,19.4,NA,NA,20.0,NA,NA,20.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,285,21.8,NA,NA,25.4,NA,NA,31.8,NA,NA,34.7,NA,NA,39.9,NA,NA,43.5,NA,NA,45.8,NA,NA,46.3,NA,NA,48.0,NA,NA
