Bestandeseinheit,Baumart,Baumnummer,D_1958,Aus_1958,H_1958,D_1964,Aus_1964,H_1964,D_1971,Aus_1971,H_1971,D_1981,Aus_1981,H_1981,D_1992,Aus_1992,H_1992,D_2001,Aus_2001,H_2001,D_2008,Aus_2008,H_2008,D_2011,Aus_2011,H_2011,D_2015,Aus_2015,H_2015
1,Bu,148,10.9,NA,NA,11.0,NA,NA,11.3,NA,NA,11.0,NA,NA,11.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,149,20.2,NA,NA,23.2,NA,NA,27.0,NA,29.0,34.0,NA,31.3,41.8,NA,34.0,47.1,NA,NA,51.1,NA,NA,52.7,NA,NA,54.4,NA,NA
1,Bu,150,22.0,NA,NA,24.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,151,7.8,NA,NA,7.8,NA,NA,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,152,16.4,NA,NA,17.4,NA,NA,18.4,NA,NA,21.5,NA,NA,23.1,7,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,153,19.8,NA,NA,22.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,154,15.2,NA,NA,17.0,NA,NA,19.4,NA,NA,22.8,NA,NA,25.8,NA,NA,27.5,NA,NA,28.9,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,155,8.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,156,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,157,11.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,158,14.5,NA,NA,16.4,NA,NA,18.0,NA,NA,19.2,1,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,159,11.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,160,17.2,NA,NA,19.0,NA,NA,22.0,NA,NA,24.6,NA,NA,26.0,NA,NA,26.9,NA,NA,26.9,NA,NA,26.7,NA,NA,26.6,NA,32.1
1,Bu,161,9.6,NA,NA,9.9,NA,NA,10.0,1,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,162,7.2,NA,NA,7.2,NA,NA,7.2,NA,NA,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,163,12.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,164,14.3,NA,NA,16.6,NA,NA,19.2,NA,25.1,23.0,NA,28.1,27.6,NA,31.5,30.6,NA,NA,31.6,2,NA,NA,NA,NA,NA,NA,NA
2,Ah,165,9.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,166,10.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,167,13.2,NA,NA,14.9,NA,NA,15.6,NA,NA,16.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,168,13.7,NA,NA,16.4,NA,NA,19.2,NA,23.6,23.0,NA,26.6,27.1,NA,30.0,29.8,NA,32.5,31.0,2,37.9,NA,NA,NA,NA,NA,NA
1,Bu,169,17.0,NA,20.5,19.4,NA,NA,23.5,NA,NA,26.9,NA,NA,32.1,NA,NA,35.3,NA,NA,38.6,NA,NA,39.2,NA,NA,41.8,NA,41.7
1,Bu,170,15.6,NA,NA,18.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,171,17.3,NA,NA,19.2,NA,NA,21.5,NA,NA,25.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,172,11.9,2,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,173,17.2,2,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,174,8.6,NA,NA,8.6,NA,NA,8.6,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,175,17.0,NA,NA,20.2,NA,NA,23.2,NA,NA,27.4,NA,NA,31.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,176,14.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,177,12.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,178,14.4,NA,NA,16.5,NA,NA,19.0,NA,28.0,21.9,NA,31.9,26.0,NA,NA,28.6,NA,NA,30.2,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,179,8.5,NA,NA,8.7,NA,NA,8.6,NA,NA,8.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,180,17.5,NA,NA,20.0,NA,NA,22.8,NA,25.2,27.2,NA,27.7,30.9,NA,31.0,34.4,NA,34.6,37.4,NA,39.1,39.0,NA,37.6,40.7,NA,41.3
2,Ah,181,11.8,NA,NA,12.2,NA,NA,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,182,7.0,NA,NA,6.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,183,9.6,NA,15.5,9.9,NA,NA,9.9,NA,NA,9.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,184,12.8,NA,NA,15.2,NA,NA,17.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,185,7.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,186,10.4,NA,NA,11.7,NA,NA,12.1,NA,NA,12.1,NA,NA,12.3,NA,NA,12.8,NA,NA,13.0,NA,NA,12.7,NA,NA,14.5,NA,17.6
1,Bu,187,17.4,NA,NA,19.4,NA,NA,22.2,NA,NA,25.6,NA,NA,30.0,NA,NA,34.1,NA,35.0,35.8,NA,37.6,35.4,NA,38.6,38.5,NA,NA
1,Bu,188,10.8,NA,NA,11.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,189,10.4,NA,NA,10.6,NA,NA,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,190,7.4,NA,NA,7.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,191,14.8,NA,17.5,17.6,NA,NA,20.5,NA,NA,24.4,NA,NA,27.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,192,12.8,NA,18.5,13.9,NA,NA,17.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,193,17.7,NA,18.0,20.5,NA,NA,23.8,NA,NA,26.5,NA,NA,28.7,NA,NA,31.0,NA,NA,33.1,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,194,7.4,NA,NA,7.6,NA,NA,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,195,7.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,196,7.7,NA,NA,8.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,197,16.3,NA,NA,19.7,NA,NA,23.7,NA,NA,29.0,NA,NA,33.6,NA,NA,37.9,NA,32.0,40.8,NA,35.7,41.9,NA,37.5,43.1,NA,40.6
1,Bu,198,9.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,199,8.8,NA,NA,9.0,NA,NA,9.0,NA,NA,9.1,NA,NA,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,200,11.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,201,21.3,NA,NA,25.3,NA,NA,29.5,NA,NA,33.6,NA,NA,38.9,NA,NA,41.5,NA,32.6,43.7,NA,35.7,44.2,NA,33.7,45.1,NA,35.0
1,Bu,202,9.2,NA,NA,9.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,203,13.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,204,16.6,NA,NA,19.3,NA,NA,22.2,NA,NA,26.6,NA,NA,32.5,NA,NA,36.2,NA,NA,37.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,205,15.8,NA,NA,18.6,NA,NA,20.8,NA,NA,23.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,206,7.6,NA,NA,7.6,NA,NA,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,207,11.6,NA,NA,12.2,NA,NA,12.2,NA,NA,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,208,16.4,NA,17.0,18.4,NA,NA,21.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,209,8.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,210,10.7,NA,NA,11.0,NA,NA,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,211,18.7,NA,NA,21.3,NA,NA,26.0,NA,NA,32.4,NA,NA,39.7,NA,NA,43.8,NA,NA,47.5,NA,NA,48.7,NA,NA,51.2,NA,38.8
1,Bu,212,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,213,8.8,NA,NA,8.8,NA,NA,9.0,NA,NA,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,214,13.8,NA,NA,15.6,NA,NA,16.9,NA,NA,18.6,NA,NA,20.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,215,14.4,NA,NA,16.2,NA,NA,18.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,216,9.2,NA,NA,9.3,NA,NA,9.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,217,17.8,NA,NA,21.2,NA,23.2,26.0,NA,NA,30.8,NA,NA,36.9,NA,NA,41.4,NA,NA,44.1,NA,NA,45.3,NA,NA,46.3,NA,NA
1,Bu,218,15.4,NA,NA,16.8,NA,NA,18.2,NA,26.2,19.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,219,13.0,NA,NA,14.2,NA,NA,14.6,NA,18.3,14.6,5,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,220,9.6,NA,NA,9.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,221,10.8,NA,18.0,12.6,NA,NA,14.0,NA,NA,14.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,222,10.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,223,15.0,NA,NA,17.5,NA,22.3,21.4,NA,NA,25.3,NA,NA,29.2,NA,NA,32.2,NA,NA,33.7,NA,NA,34.5,NA,NA,36.7,2,38.0
1,Bu,224,8.0,NA,NA,8.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,225,17.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,226,21.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,227,9.4,NA,NA,9.7,NA,NA,10.2,NA,NA,9.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,228,16.8,NA,NA,19.6,NA,21.1,24.4,NA,NA,28.0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,229,13.6,NA,NA,15.0,NA,20.6,16.6,NA,NA,17.6,NA,NA,18.1,7,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,230,11.9,NA,NA,13.1,NA,NA,14.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,231,14.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,232,11.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,233,7.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,234,18.0,NA,NA,21.0,NA,23.2,24.6,NA,NA,29.1,NA,NA,33.9,NA,NA,37.4,NA,NA,39.1,NA,NA,39.5,NA,NA,42.7,NA,38.0
1,Bu,235,7.0,NA,NA,7.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,236,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,237,11.1,NA,NA,12.2,NA,NA,12.7,NA,NA,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,238,8.8,NA,NA,9.2,NA,NA,9.2,NA,NA,9.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,239,24.2,NA,22.5,30.1,NA,NA,39.0,NA,NA,50.5,NA,NA,58.0,NA,33.0,59.9,NA,36.5,61.0,7,38.7,NA,NA,NA,NA,NA,NA
1,Bu,240,9.1,NA,NA,9.2,NA,NA,9.2,NA,NA,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,241,14.1,NA,NA,16.0,NA,21.5,17.5,NA,NA,18.8,NA,NA,20.5,7,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,242,11.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,243,9.5,NA,NA,9.6,NA,NA,9.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,244,7.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,245,10.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,246,13.6,NA,NA,14.1,NA,NA,14.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,247,8.3,NA,NA,8.5,NA,NA,8.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,248,14.8,NA,NA,17.8,NA,NA,20.7,NA,NA,24.0,NA,NA,27.2,NA,NA,30.1,NA,NA,30.9,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,249,18.4,NA,NA,22.6,NA,NA,27.8,NA,NA,33.3,NA,NA,40.1,NA,NA,45.3,NA,NA,48.9,NA,NA,51.6,NA,NA,53.7,NA,37.8
1,Bu,250,10.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,251,9.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,252,9.8,NA,NA,10.4,NA,NA,10.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,253,14.5,NA,NA,15.8,NA,NA,17.1,NA,NA,17.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,254,19.2,NA,NA,22.2,NA,NA,26.8,NA,NA,31.8,NA,NA,36.4,NA,NA,39.8,NA,NA,42.8,NA,NA,43.9,NA,NA,46.1,NA,NA
1,Bu,255,10.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,256,14.2,NA,NA,15.4,NA,NA,16.8,NA,NA,17.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,257,10.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,258,12.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,259,21.0,NA,NA,23.6,NA,NA,27.5,NA,NA,32.2,NA,NA,36.0,NA,34.0,38.8,NA,36.5,39.7,2,38.6,NA,NA,NA,NA,NA,NA
1,Bu,260,11.9,NA,NA,12.0,NA,NA,12.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,261,26.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,262,17.4,NA,NA,19.8,NA,NA,23.0,NA,NA,25.4,NA,NA,27.6,NA,32.5,29.6,NA,35.3,30.6,NA,38.7,31.9,NA,35.4,33.1,NA,NA
1,Bu,263,14.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,264,8.0,NA,NA,8.0,NA,NA,8.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,265,14.6,NA,NA,16.0,NA,NA,17.0,NA,NA,16.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,266,9.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,267,12.6,NA,NA,12.9,NA,NA,13.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,268,12.2,NA,NA,12.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,269,18.6,NA,NA,21.0,NA,NA,24.6,NA,NA,26.8,NA,NA,29.8,NA,NA,31.8,NA,NA,33.1,NA,NA,33.5,NA,NA,35.0,2,38.3
1,Bu,270,18.0,NA,NA,20.0,NA,NA,22.5,NA,NA,24.2,NA,NA,28.0,NA,32.0,31.4,NA,34.3,33.6,NA,37.2,33.9,NA,34.8,35.5,NA,NA
2,Ah,271,17.0,NA,NA,19.8,NA,NA,22.4,NA,NA,24.6,NA,NA,27.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,272,10.2,NA,NA,10.5,NA,NA,10.4,NA,NA,10.4,NA,NA,10.8,NA,16.0,11.9,NA,18.0,11.9,2,16.1,NA,NA,NA,NA,NA,NA
1,Bu,273,11.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,274,12.8,NA,NA,14.0,NA,19.0,14.8,NA,NA,14.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,275,18.3,NA,NA,21.6,NA,NA,26.0,NA,NA,31.8,NA,NA,38.5,NA,NA,44.2,NA,NA,47.8,NA,NA,49.0,NA,NA,51.8,NA,NA
1,Bu,276,13.0,NA,NA,13.7,NA,NA,14.5,NA,NA,14.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,277,13.5,NA,NA,14.5,NA,NA,14.9,5,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,278,10.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,279,13.1,NA,NA,14.2,NA,NA,16.0,NA,25.3,16.9,NA,26.1,17.8,1,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,280,8.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,281,15.2,NA,NA,17.4,NA,NA,21.0,NA,NA,24.4,NA,NA,28.1,NA,NA,30.6,NA,NA,32.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,282,8.6,NA,NA,9.0,NA,NA,9.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,283,17.2,NA,NA,20.8,NA,22.0,25.8,NA,NA,29.8,NA,NA,34.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,284,14.3,NA,NA,15.2,NA,20.8,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,285,7.8,NA,NA,7.8,NA,NA,7.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,286,7.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,287,9.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,288,11.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,289,7.5,NA,NA,7.5,NA,NA,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,290,23.5,NA,NA,27.2,NA,NA,32.4,NA,NA,38.0,NA,NA,43.9,NA,NA,49.4,NA,NA,53.2,NA,NA,54.0,NA,NA,57.3,NA,NA
1,Bu,291,14.9,NA,NA,16.5,NA,NA,17.7,NA,NA,17.9,NA,NA,18.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,292,11.2,NA,NA,11.6,NA,NA,11.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,293,11.7,NA,NA,12.2,NA,NA,12.6,NA,NA,12.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,294,12.4,NA,NA,13.0,NA,NA,13.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,295,12.6,NA,NA,13.8,NA,NA,14.8,NA,NA,15.0,NA,NA,15.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,296,7.8,NA,NA,8.0,NA,NA,8.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
