Bestandeseinheit,Baumart,Baumnummer,D_1958,Aus_1958,H_1958,D_1964,Aus_1964,H_1964,D_1971,Aus_1971,H_1971,D_1981,Aus_1981,H_1981,D_1992,Aus_1992,H_1992,D_2001,Aus_2001,H_2001,D_2008,Aus_2008,H_2008,D_2011,Aus_2011,H_2011,D_2015,Aus_2015,H_2015
1,Bu,33,9.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,34,12.4,NA,NA,12.6,NA,NA,12.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,35,17.2,NA,NA,19.4,NA,NA,21.4,NA,NA,23.6,NA,NA,24.9,NA,NA,26.2,NA,NA,26.7,NA,NA,53.8,3,NA,NA,NA,NA
1,Bu,36,23.0,NA,NA,26.6,NA,NA,31.2,NA,NA,37.4,NA,NA,43.5,NA,NA,48.8,NA,NA,52.4,NA,NA,53.4,NA,NA,54.3,NA,NA
1,Bu,37,7.8,NA,NA,8.1,NA,NA,8.0,NA,NA,8.1,NA,NA,8.3,NA,NA,8.4,NA,NA,8.3,5,NA,NA,NA,NA,NA,NA,NA
1,Bu,38,13.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,39,26.4,NA,NA,28.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,40,8.4,NA,NA,8.5,NA,NA,8.6,NA,NA,8.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,41,18.4,NA,NA,21.4,NA,NA,24.1,NA,NA,29.2,NA,NA,35.2,NA,33.0,38.5,NA,35.4,40.8,NA,39.4,41.5,NA,37.5,42.0,2,40.0
1,Bu,42,12.9,NA,NA,14.7,NA,NA,16.9,NA,NA,20.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,43,11.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,44,14.2,NA,NA,14.6,NA,NA,15.0,NA,NA,15.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,45,20.4,NA,NA,23.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,46,23.2,NA,NA,26.5,NA,NA,30.7,NA,NA,38.4,NA,NA,46.3,NA,33.5,51.3,NA,35.2,54.6,NA,38.7,56.0,NA,38.1,56.7,NA,38.8
1,Bu,47,12.2,NA,NA,12.6,NA,NA,12.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,48,9.6,NA,NA,9.8,NA,NA,10.2,NA,NA,10.0,NA,NA,10.1,NA,14.5,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,49,20.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,50,14.0,NA,NA,15.4,NA,NA,18.0,NA,NA,21.0,NA,NA,24.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,51,10.8,NA,NA,11.0,NA,NA,11.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,52,22.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,53,8.5,NA,NA,8.8,NA,NA,9.0,NA,NA,8.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,54,8.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,55,13.8,NA,NA,16.0,NA,NA,18.8,NA,NA,21.0,NA,NA,22.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,56,16.6,NA,NA,20.0,NA,NA,25.0,NA,NA,30.8,NA,NA,36.7,NA,NA,40.4,NA,NA,43.0,NA,NA,44.1,NA,NA,45.1,NA,37.7
1,Bu,57,20.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,58,15.4,NA,NA,16.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,59,10.0,NA,NA,10.0,NA,NA,10.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,60,18.0,NA,NA,20.0,NA,NA,22.4,NA,NA,25.6,NA,NA,28.6,NA,NA,31.4,NA,NA,33.0,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,61,8.6,NA,NA,8.8,NA,NA,9.0,NA,NA,8.8,NA,NA,8.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,62,28.2,NA,NA,32.0,NA,NA,36.8,NA,NA,42.6,NA,NA,47.9,NA,NA,52.1,NA,NA,53.0,NA,NA,53.0,NA,NA,56.6,NA,NA
1,Bu,63,8.0,NA,NA,8.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,64,18.3,NA,20.5,20.5,NA,NA,22.6,NA,NA,24.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,65,13.3,NA,NA,13.9,NA,NA,14.2,NA,NA,14.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,66,23.2,NA,20.5,26.2,NA,NA,30.4,NA,NA,35.2,NA,NA,40.7,NA,NA,44.9,NA,NA,47.0,NA,NA,48.2,NA,NA,48.3,NA,39.1
1,Bu,67,20.0,NA,NA,22.8,NA,NA,26.2,NA,NA,29.7,NA,NA,34.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,68,19.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,69,21.3,NA,NA,24.4,NA,NA,28.5,NA,NA,33.8,NA,NA,39.0,NA,NA,42.1,NA,NA,44.0,NA,NA,45.8,NA,NA,46.9,NA,NA
2,Ah,70,12.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,71,19.3,NA,NA,22.0,NA,NA,24.3,NA,NA,26.1,NA,NA,28.3,NA,NA,30.7,NA,NA,32.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,72,9.2,NA,NA,9.2,NA,NA,9.0,NA,NA,9.1,NA,NA,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,73,11.3,NA,NA,11.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,74,16.9,NA,NA,18.5,NA,NA,20.0,NA,25.8,22.4,7,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,75,19.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,76,19.6,NA,18.5,22.0,NA,NA,25.8,NA,26.9,30.6,NA,30.4,37.7,NA,32.0,42.2,NA,35.0,45.3,NA,38.3,46.3,NA,NA,47.8,NA,NA
1,Bu,77,13.0,NA,NA,13.2,NA,NA,13.2,NA,NA,13.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,78,17.2,NA,NA,18.4,NA,NA,19.2,NA,NA,21.8,NA,NA,23.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,79,23.1,NA,NA,26.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,80,9.4,NA,NA,9.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,81,8.2,NA,NA,8.2,NA,NA,8.3,NA,13.2,8.3,NA,12.4,8.4,NA,NA,8.5,NA,NA,8.5,1,NA,NA,NA,NA,NA,NA,NA
1,Bu,82,16.2,NA,NA,18.0,NA,NA,19.0,NA,23.0,21.8,NA,24.8,22.9,7,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,83,8.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,84,8.8,NA,NA,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,85,14.4,NA,18.5,16.4,NA,NA,18.0,NA,NA,19.8,NA,NA,20.8,NA,NA,21.3,NA,NA,21.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,86,14.2,2,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,87,17.7,NA,NA,20.1,NA,NA,21.8,NA,25.2,24.8,NA,29.3,27.3,NA,29.5,30.5,NA,32.5,32.3,NA,36.2,32.9,NA,34.1,34.1,NA,NA
1,Bu,88,22.8,NA,21.0,25.7,NA,23.0,29.2,NA,NA,32.9,NA,NA,36.7,NA,33.0,39.7,NA,35.4,42.9,NA,37.2,42.0,NA,35.5,42.8,2,NA
1,Bu,89,10.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,90,10.2,NA,NA,10.4,NA,NA,10.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91,25.7,NA,23.0,28.6,NA,23.5,31.8,NA,NA,38.2,NA,NA,44.8,NA,NA,48.5,NA,35.4,50.6,NA,39.9,51.5,NA,39.0,52.4,NA,40.0
1,Bu,92,17.4,NA,21.0,20.2,NA,23.2,24.2,NA,NA,30.0,NA,NA,36.0,NA,33.0,41.1,NA,35.5,45.0,NA,40.7,46.4,NA,26.7,48.6,NA,41.2
1,Bu,93,8.6,NA,NA,8.8,NA,NA,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,94,25.0,NA,NA,28.3,NA,NA,32.3,NA,NA,37.0,NA,NA,42.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,95,10.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,96,13.8,NA,NA,15.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,97,15.5,2,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,98,12.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,99,12.0,NA,NA,12.5,NA,NA,12.6,NA,18.2,13.2,NA,19.3,13.2,NA,18.0,14.1,NA,19.2,14.2,2,19.8,NA,NA,NA,NA,NA,NA
1,Bu,100,17.4,NA,20.0,20.2,NA,23.5,23.6,NA,NA,28.4,NA,NA,32.2,NA,33.5,35.2,NA,NA,36.7,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,101,8.8,NA,NA,9.2,NA,NA,9.2,NA,NA,9.4,NA,NA,9.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,102,10.8,2,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,103,18.8,NA,NA,22.6,2,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,104,10.6,NA,NA,10.6,NA,NA,10.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,105,16.7,NA,18.0,18.4,NA,NA,21.6,NA,NA,25.8,NA,NA,29.6,NA,NA,32.5,NA,NA,35.1,NA,NA,36.0,NA,NA,37.0,NA,34.8
1,Bu,106,9.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,107,10.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,108,19.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,109,21.4,NA,NA,24.8,NA,NA,29.2,NA,NA,32.9,NA,NA,35.7,NA,NA,37.5,NA,NA,38.8,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,110,22.3,NA,NA,25.4,NA,NA,29.8,NA,NA,35.3,NA,NA,40.8,NA,NA,44.6,NA,NA,48.4,NA,NA,49.4,NA,NA,51.5,NA,NA
1,Bu,111,23.6,NA,NA,25.6,NA,NA,27.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,112,16.0,NA,NA,16.9,NA,NA,17.8,NA,NA,18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,113,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,114,17.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,115,22.4,NA,NA,24.6,NA,NA,28.2,NA,NA,33.1,NA,NA,38.7,NA,NA,42.4,NA,NA,44.6,NA,NA,45.2,NA,NA,46.7,NA,40.1
1,Bu,116,9.6,NA,NA,9.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,117,19.8,NA,NA,22.5,NA,22.5,26.8,NA,NA,34.0,NA,NA,41.1,NA,NA,45.7,NA,NA,48.3,NA,NA,49.4,NA,NA,49.8,2,35.7
1,Bu,118,13.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,119,14.8,NA,NA,15.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,120,9.5,NA,NA,9.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,121,21.1,NA,NA,23.1,NA,24.5,26.6,NA,NA,31.3,NA,NA,36.8,NA,NA,40.8,NA,NA,43.4,NA,NA,44.5,NA,NA,46.2,NA,NA
1,Bu,122,16.2,NA,NA,16.8,NA,21.0,17.3,NA,NA,17.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,123,15.5,NA,NA,16.2,NA,21.0,17.0,NA,NA,16.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,124,14.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,125,20.6,NA,NA,22.7,NA,25.0,26.8,NA,NA,31.4,NA,NA,36.8,NA,NA,40.0,NA,37.2,42.8,NA,40.2,43.4,3,41.8,NA,NA,NA
1,Bu,126,21.8,NA,NA,24.7,NA,23.0,29.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,127,19.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,128,16.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,129,9.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,130,9.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,131,8.8,NA,NA,9.2,NA,NA,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,132,18.8,NA,NA,20.2,NA,22.0,21.6,NA,NA,25.0,NA,NA,27.7,NA,NA,28.4,NA,NA,28.4,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,133,14.0,NA,NA,15.8,NA,20.4,18.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,134,17.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,135,9.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,136,21.3,NA,NA,24.8,NA,NA,29.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,137,8.2,NA,NA,8.6,NA,NA,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,138,11.6,NA,NA,12.7,NA,NA,13.0,NA,NA,13.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,139,18.0,NA,NA,21.6,NA,NA,25.7,NA,NA,31.8,NA,NA,37.1,NA,NA,38.8,NA,NA,42.0,NA,NA,43.1,NA,NA,43.3,NA,41.8
1,Bu,140,14.8,NA,NA,17.2,NA,NA,20.6,NA,NA,23.2,NA,NA,25.7,NA,NA,27.9,NA,NA,28.6,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,141,18.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,142,8.6,NA,NA,8.8,NA,NA,9.8,NA,NA,9.0,NA,NA,9.1,NA,NA,9.2,NA,NA,9.4,4,NA,NA,NA,NA,NA,NA,NA
1,Bu,143,8.4,NA,NA,8.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,144,9.2,NA,NA,9.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,145,12.1,NA,NA,12.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,146,10.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,147,7.6,NA,NA,7.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
