Bestandeseinheit,Baumart,Baumnummer,D_1958,Aus_1958,H_1958,D_1964,Aus_1964,H_1964,D_1971,Aus_1971,H_1971,D_1981,Aus_1981,H_1981,D_1992,Aus_1992,H_1992,D_2001,Aus_2001,H_2001,D_2008,Aus_2008,H_2008,D_2011,Aus_2011,H_2011,D_2015,Aus_2015,H_2015
1,Bu,148,7.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,149,16.0,NA,NA,18.3,NA,NA,20.6,NA,NA,25.1,NA,NA,30.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,150,13.4,NA,NA,14.4,NA,NA,15.8,NA,NA,16.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,151,15.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,152,16.3,NA,NA,17.7,NA,NA,19.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,153,8.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,154,19.4,NA,NA,22.2,NA,NA,25.2,NA,NA,29.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,155,12.1,NA,NA,12.8,NA,NA,13.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,156,19.2,NA,NA,21.6,NA,NA,24.6,NA,NA,27.4,NA,NA,31.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,157,16.3,NA,NA,16.4,NA,NA,17.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,158,19.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,159,10.4,NA,NA,10.5,NA,NA,10.6,NA,NA,10.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,160,9.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,161,12.7,NA,NA,13.0,NA,NA,13.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,162,17.2,NA,NA,19.4,NA,NA,23.0,NA,NA,25.6,NA,NA,31.1,NA,NA,35.4,NA,NA,38.1,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,163,13.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,164,15.0,NA,NA,16.2,NA,NA,16.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,165,11.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,166,9.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,167,11.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,168,20.5,NA,NA,22.9,NA,NA,25.4,NA,NA,26.9,NA,NA,30.0,NA,NA,32.5,NA,NA,34.3,NA,NA,34.8,NA,NA,36.6,NA,NA
1,Bu,169,22.0,NA,NA,24.7,NA,NA,25.8,NA,NA,33.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,170,16.4,NA,NA,20.2,NA,NA,21.4,NA,NA,22.6,NA,NA,25.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,171,8.6,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,172,14.4,NA,NA,15.3,NA,NA,15.9,NA,NA,16.0,NA,NA,17.0,NA,NA,17.9,NA,NA,18.0,NA,NA,17.5,NA,NA,18.4,NA,NA
1,Bu,173,11.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,174,9.7,NA,NA,9.9,NA,NA,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,175,20.8,NA,20.5,22.8,NA,NA,26.2,NA,NA,30.6,NA,NA,37.0,NA,NA,42.2,NA,34.5,44.7,2,37.0,NA,NA,NA,NA,NA,NA
1,Bu,176,12.6,NA,NA,14.0,NA,NA,14.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,177,10.0,NA,NA,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,178,17.2,NA,NA,18.6,NA,NA,19.8,NA,NA,20.1,NA,NA,20.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,179,15.8,NA,18.5,16.8,NA,NA,18.1,NA,NA,19.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,180,12.7,NA,17.0,13.7,NA,NA,14.1,NA,NA,14.0,NA,NA,14.4,NA,NA,14.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,181,7.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,182,13.7,NA,NA,14.7,NA,NA,16.2,NA,NA,17.0,NA,NA,17.2,NA,NA,17.6,NA,26.6,17.4,2,27.2,NA,NA,NA,NA,NA,NA
1,Bu,183,10.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,184,10.6,NA,NA,11.0,NA,NA,11.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,185,21.8,NA,NA,24.8,NA,NA,29.8,NA,NA,34.8,NA,NA,41.6,NA,33.5,47.3,NA,NA,50.4,NA,NA,51.3,NA,NA,53.2,NA,NA
1,Bu,186,19.0,NA,NA,21.1,NA,NA,23.6,NA,NA,28.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,187,11.9,NA,NA,12.9,NA,NA,13.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,188,7.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,189,13.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,190,17.8,NA,NA,19.8,NA,NA,23.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,191,14.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,192,17.0,NA,NA,19.3,NA,NA,23.6,NA,NA,27.9,NA,NA,33.8,NA,NA,38.9,NA,NA,41.8,NA,NA,43.0,NA,NA,45.3,NA,NA
1,Bu,193,8.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,194,18.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,195,17.6,NA,NA,20.0,NA,NA,23.8,NA,NA,28.7,NA,NA,34.3,NA,NA,38.3,NA,34.0,40.3,2,36.4,NA,NA,NA,NA,NA,NA
1,Bu,196,12.2,NA,NA,13.9,NA,NA,17.0,NA,NA,19.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,197,8.2,NA,NA,8.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,198,9.4,NA,NA,9.6,NA,NA,9.6,NA,NA,9.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,199,16.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,200,12.6,NA,NA,12.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,201,13.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,202,14.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,203,18.6,NA,NA,21.2,NA,NA,24.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,204,15.6,NA,NA,17.3,NA,NA,19.4,NA,NA,22.3,NA,29.6,26.0,1,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,205,17.8,NA,NA,21.2,NA,24.5,26.4,NA,NA,32.0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,206,12.0,NA,NA,12.8,NA,NA,13.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,207,9.8,NA,NA,9.9,NA,NA,10.0,NA,NA,10.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,208,13.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,209,12.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,210,8.8,NA,NA,9.2,NA,NA,9.4,NA,NA,9.4,NA,NA,9.7,NA,NA,11.0,NA,NA,11.3,7,NA,NA,NA,NA,NA,NA,NA
1,Bu,211,9.3,NA,NA,9.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,212,10.4,NA,NA,10.9,NA,NA,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,213,12.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,214,22.2,NA,NA,25.7,NA,24.0,30.8,NA,NA,36.4,NA,NA,42.3,NA,NA,47.3,NA,NA,51.1,NA,NA,52.0,NA,NA,54.2,NA,NA
1,Bu,215,9.5,NA,NA,9.8,NA,NA,10.2,NA,NA,10.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,216,15.1,NA,NA,16.8,NA,19.5,19.5,NA,NA,22.0,NA,NA,25.1,NA,NA,28.0,NA,31.3,29.4,NA,NA,30.0,NA,33.3,31.3,NA,34.7
1,Bu,217,12.5,NA,NA,12.7,NA,NA,12.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,218,18.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,219,16.8,NA,NA,19.5,NA,23.5,23.4,NA,26.6,26.8,NA,29.2,31.2,NA,33.5,35.7,NA,NA,38.1,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,220,14.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,221,11.4,NA,NA,12.6,NA,15.5,14.6,NA,23.8,16.1,NA,26.2,16.6,NA,25.5,17.9,NA,NA,18.3,NA,NA,18.5,NA,NA,20.9,NA,26.9
1,Bu,222,9.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,223,15.6,NA,NA,17.9,NA,22.0,22.8,NA,NA,27.6,NA,NA,32.9,NA,NA,37.8,NA,NA,41.2,NA,NA,42.0,NA,NA,44.2,NA,NA
1,Bu,224,22.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,225,14.2,NA,NA,15.2,NA,NA,17.1,NA,NA,18.2,NA,NA,18.4,NA,NA,18.0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,226,13.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,227,15.0,NA,NA,16.6,NA,NA,19.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,228,7.8,NA,NA,7.8,NA,NA,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,229,13.6,NA,NA,15.7,NA,NA,18.6,NA,NA,23.1,NA,NA,28.2,NA,NA,32.7,NA,NA,35.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,230,14.0,NA,NA,16.4,NA,NA,19.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,231,15.6,NA,NA,17.9,NA,NA,19.8,NA,20.6,22.2,1,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,232,17.5,NA,NA,19.4,NA,22.3,21.8,NA,24.6,25.6,7,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,233,20.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,234,13.7,NA,NA,15.6,NA,21.6,17.6,NA,24.1,17.9,NA,26.1,18.3,NA,24.5,18.6,NA,NA,18.8,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,235,16.3,NA,NA,19.5,NA,22.0,23.2,NA,25.5,29.6,NA,28.9,36.5,NA,33.0,41.1,NA,NA,43.6,NA,NA,45.0,NA,NA,46.6,NA,NA
1,Bu,236,8.0,NA,NA,7.9,NA,NA,8.0,NA,13.7,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,237,12.1,NA,NA,13.9,NA,NA,16.0,NA,NA,18.8,NA,NA,20.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,238,8.5,NA,NA,8.7,NA,NA,8.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,239,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,240,18.2,NA,NA,20.6,NA,NA,23.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,241,12.6,NA,NA,13.0,NA,NA,13.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,242,16.7,NA,NA,18.8,NA,NA,21.4,NA,24.8,24.9,NA,27.6,28.5,7,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,243,11.4,NA,NA,11.7,NA,NA,11.9,1,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,244,9.4,NA,NA,9.5,NA,NA,10.5,NA,16.6,10.7,NA,16.9,11.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,245,25.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,246,15.4,NA,NA,16.9,NA,NA,19.7,NA,NA,22.4,NA,NA,25.3,NA,NA,29.2,NA,NA,31.3,NA,NA,32.3,NA,NA,33.4,2,NA
1,Bu,247,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,248,18.2,NA,NA,20.5,NA,NA,24.6,NA,NA,28.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,249,21.6,NA,NA,23.3,NA,NA,25.8,NA,NA,28.7,NA,NA,33.1,NA,NA,37.9,NA,NA,41.6,NA,NA,42.8,NA,NA,44.5,NA,NA
1,Bu,250,13.8,NA,NA,14.2,NA,NA,14.8,NA,NA,15.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,251,22.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,252,15.4,NA,NA,16.2,NA,NA,17.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,253,15.7,NA,NA,16.8,NA,NA,18.4,NA,22.4,20.0,7,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,254,18.6,NA,NA,21.2,NA,NA,24.8,NA,NA,31.8,NA,NA,39.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,255,18.8,NA,NA,20.4,NA,NA,23.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,256,16.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,257,14.4,NA,NA,15.3,NA,NA,16.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,258,8.8,NA,NA,8.8,NA,NA,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,259,18.2,NA,NA,20.0,NA,NA,25.2,NA,NA,28.0,NA,NA,32.9,NA,NA,37.5,NA,NA,40.6,NA,NA,41.0,NA,NA,43.2,NA,NA
1,Bu,260,16.2,NA,NA,17.8,NA,NA,19.4,NA,NA,21.6,NA,NA,22.7,2,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,261,17.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,262,17.9,NA,NA,19.9,NA,NA,23.2,NA,31.8,26.7,NA,NA,30.5,NA,34.0,35.2,NA,NA,37.6,NA,NA,38.3,NA,NA,39.7,NA,NA
1,Bu,263,15.4,NA,NA,16.8,NA,NA,18.9,NA,NA,23.8,NA,NA,27.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,264,13.8,NA,NA,15.6,NA,NA,18.0,NA,29.0,22.0,NA,NA,25.6,NA,32.5,28.9,NA,NA,31.2,NA,NA,31.8,NA,NA,33.4,2,NA
1,Bu,265,18.0,NA,NA,20.3,NA,NA,23.9,NA,26.7,30.4,NA,28.6,36.0,NA,35.0,40.8,NA,NA,43.9,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,266,15.0,NA,NA,17.4,NA,NA,18.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,267,23.1,NA,NA,25.5,NA,NA,29.0,NA,NA,32.9,NA,NA,38.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,268,7.6,NA,NA,7.7,NA,NA,7.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,269,9.0,NA,NA,9.4,NA,NA,9.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,270,21.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,271,10.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,272,16.6,NA,NA,18.3,NA,NA,21.5,NA,NA,25.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,273,20.7,NA,NA,23.8,NA,NA,29.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,274,13.5,NA,NA,13.8,NA,NA,14.3,NA,18.3,14.4,NA,19.5,14.7,1,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,275,9.6,NA,NA,10.0,NA,NA,10.1,NA,12.4,10.4,5,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,276,20.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,277,11.4,NA,NA,12.6,NA,NA,13.4,NA,20.8,14.1,NA,22.3,14.4,NA,23.5,14.6,NA,NA,14.7,NA,NA,14.5,NA,NA,15.1,NA,NA
1,Bu,278,19.0,NA,NA,21.1,NA,NA,24.5,NA,NA,29.7,NA,NA,34.0,NA,NA,37.5,NA,NA,39.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,279,17.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,280,16.3,NA,NA,19.2,NA,NA,23.2,NA,28.6,29.6,NA,31.0,36.3,NA,35.0,41.4,NA,NA,43.6,NA,NA,45.0,NA,NA,46.6,2,NA
1,Bu,281,11.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,282,9.3,NA,NA,9.5,NA,NA,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,283,12.8,NA,NA,14.0,NA,NA,16.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,284,12.4,NA,NA,12.8,NA,NA,12.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,285,17.9,NA,NA,19.1,NA,NA,19.6,NA,NA,19.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,286,8.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,287,12.3,NA,NA,12.8,NA,NA,13.6,NA,NA,13.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,288,13.0,NA,NA,13.5,NA,NA,13.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,289,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,290,31.0,NA,NA,35.5,NA,NA,41.3,NA,NA,49.8,NA,NA,59.9,NA,NA,65.4,NA,34.0,69.9,NA,38.3,69.3,NA,39.4,73.1,NA,41.0
1,Bu,291,17.2,NA,NA,19.3,NA,NA,21.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,292,14.2,NA,NA,15.2,NA,NA,15.6,NA,NA,15.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,293,10.0,NA,NA,10.0,NA,NA,10.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,294,9.8,NA,NA,9.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,295,13.4,NA,NA,14.4,NA,NA,14.7,NA,NA,14.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,296,10.4,NA,NA,10.5,NA,NA,10.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
