Bestandeseinheit,Baumart,Baumnummer,D_1958,Aus_1958,H_1958,D_1964,Aus_1964,H_1964,D_1971,Aus_1971,H_1971,D_1981,Aus_1981,H_1981,D_1992,Aus_1992,H_1992,D_2001,Aus_2001,H_2001,D_2008,Aus_2008,H_2008,D_2011,Aus_2011,H_2011,D_2015,Aus_2015,H_2015
1,Bu,27,10.3,NA,NA,10.5,NA,NA,10.6,NA,NA,10.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,28,14.6,NA,NA,15.4,NA,NA,16.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,29,10.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,30,9.7,NA,NA,9.6,NA,NA,9.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,31,17.0,NA,NA,19.5,NA,NA,22.4,NA,NA,26.6,NA,NA,31.7,NA,33.5,34.9,NA,NA,37.2,NA,NA,38.0,NA,NA,40.6,NA,NA
1,Bu,32,9.7,NA,NA,9.8,NA,NA,9.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,33,10.2,NA,NA,11.2,NA,NA,10.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,34,18.5,NA,NA,21.2,NA,NA,24.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,35,10.8,NA,NA,11.0,NA,NA,11.2,NA,NA,10.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,36,13.3,NA,NA,13.9,NA,NA,14.4,NA,NA,14.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,37,19.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,38,9.0,NA,NA,9.3,NA,NA,9.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,39,14.4,NA,NA,16.3,NA,NA,19.6,NA,NA,23.6,NA,NA,27.4,NA,NA,31.2,NA,34.0,34.2,2,39.0,NA,NA,NA,NA,NA,NA
1,Bu,40,20.9,NA,NA,23.5,NA,24.2,27.6,NA,NA,32.7,NA,NA,37.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,41,9.7,NA,NA,10.0,NA,NA,10.1,NA,NA,10.0,NA,NA,10.1,NA,NA,11.1,NA,NA,11.2,NA,NA,11.3,NA,NA,12.7,NA,18.5
1,Bu,42,7.8,NA,NA,7.8,NA,NA,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,43,16.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,44,13.0,NA,NA,14.7,NA,NA,15.8,NA,24.8,19.6,7,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,45,17.4,NA,21.5,21.0,NA,NA,25.4,NA,NA,30.4,NA,NA,35.7,NA,NA,39.8,NA,35.2,42.8,NA,39.2,43.3,NA,39.1,45.9,NA,42.0
1,Bu,46,8.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,47,18.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,48,7.9,NA,NA,7.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,49,9.3,2,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,50,12.9,2,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,51,18.2,NA,NA,17.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,52,7.6,NA,NA,7.7,NA,NA,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,53,8.8,NA,NA,9.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,54,8.8,NA,NA,8.8,NA,NA,9.4,1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,55,19.1,NA,NA,22.1,NA,23.0,26.2,NA,25.9,31.6,NA,28.9,37.3,NA,32.0,40.9,NA,34.0,43.3,2,38.3,NA,NA,NA,NA,NA,NA
1,Bu,56,12.8,NA,17.0,14.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,57,11.0,NA,15.0,11.6,NA,NA,12.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,58,16.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,59,8.1,NA,NA,8.3,NA,NA,8.5,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,60,16.4,NA,NA,18.0,NA,NA,20.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,61,14.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,62,10.6,NA,NA,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,63,11.9,NA,17.0,12.4,NA,NA,12.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,64,13.6,NA,NA,15.4,2,18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,65,8.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,66,22.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,67,11.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,68,19.0,NA,NA,22.2,NA,24.0,25.0,NA,NA,31.8,NA,NA,38.9,NA,NA,45.2,NA,35.6,48.7,NA,39.2,49.5,NA,40.1,52.1,NA,40.5
1,Bu,69,19.2,NA,NA,21.9,NA,NA,25.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ah,70,10.4,NA,NA,10.6,NA,NA,10.6,NA,NA,11.4,NA,NA,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,71,27.6,NA,NA,31.2,NA,NA,36.4,NA,NA,44.8,NA,NA,51.9,NA,NA,55.5,NA,35.2,58.2,NA,37.7,57.3,NA,38.3,61.8,NA,38.7
1,Bu,72,23.2,NA,NA,25.3,NA,NA,28.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,73,22.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,74,10.5,NA,NA,10.7,NA,NA,10.7,NA,16.0,10.8,NA,16.5,11.0,NA,15.0,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,75,18.7,NA,NA,21.4,NA,NA,26.4,NA,NA,29.4,NA,NA,33.8,NA,34.5,36.9,NA,NA,39.9,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,76,11.8,NA,NA,12.6,NA,NA,13.4,NA,22.1,14.8,NA,21.8,14.0,NA,23.5,14.3,NA,NA,14.1,NA,NA,14.3,NA,NA,14.9,NA,20.1
1,Bu,77,18.8,NA,NA,21.9,NA,NA,26.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,78,10.0,NA,NA,10.3,NA,NA,10.2,5,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,79,19.1,NA,22.0,21.4,NA,NA,24.0,NA,NA,29.6,NA,NA,34.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,80,21.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,81,18.3,NA,NA,20.9,NA,NA,24.4,NA,NA,30.1,NA,NA,35.1,NA,NA,39.7,NA,NA,42.5,NA,NA,42.5,NA,NA,44.7,NA,NA
1,Bu,82,12.2,NA,18.5,12.8,NA,NA,13.0,NA,NA,12.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,83,14.3,NA,NA,15.6,NA,NA,17.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,84,9.8,NA,NA,10.0,NA,NA,10.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,85,26.4,NA,NA,29.9,NA,22.9,34.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,86,17.2,NA,NA,18.1,NA,NA,20.3,NA,NA,24.4,NA,NA,27.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,87,16.2,NA,NA,18.4,NA,NA,21.6,NA,NA,25.3,NA,NA,30.0,NA,NA,34.4,NA,NA,37.5,NA,NA,38.8,NA,NA,40.2,NA,NA
1,Bu,88,19.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,89,11.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,90,13.6,NA,NA,13.6,NA,NA,14.0,NA,NA,13.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91,15.3,NA,NA,17.3,NA,21.4,20.0,NA,25.2,24.4,NA,28.7,29.8,NA,32.0,34.8,NA,NA,37.7,NA,NA,38.0,NA,NA,39.5,NA,NA
1,Bu,92,7.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,93,21.1,NA,NA,24.0,NA,NA,27.8,NA,NA,33.0,NA,NA,38.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,94,11.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,95,21.6,NA,NA,24.9,NA,23.0,29.6,NA,NA,33.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,96,10.6,NA,NA,10.9,NA,NA,11.4,NA,NA,11.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,97,12.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,98,8.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,99,13.6,NA,NA,13.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,100,14.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,101,9.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,102,13.0,NA,NA,14.3,NA,NA,15.6,NA,NA,16.0,NA,NA,16.7,NA,NA,18.3,NA,22.3,18.4,NA,23.4,19.5,NA,24.8,20.6,NA,25.0
1,Bu,103,14.4,NA,NA,15.6,NA,18.0,16.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,104,16.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,105,17.8,NA,NA,20.4,NA,23.0,24.4,NA,27.1,30.1,NA,30.2,36.8,2,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,106,17.0,NA,NA,18.7,NA,22.5,21.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,107,27.6,NA,NA,30.9,NA,24.0,35.4,NA,27.9,40.2,NA,29.2,45.7,NA,33.0,50.4,NA,NA,54.4,NA,NA,53.8,NA,NA,56.3,NA,NA
1,Bu,108,9.6,NA,NA,9.7,NA,NA,9.8,NA,NA,9.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,109,12.6,NA,NA,13.7,NA,NA,14.6,NA,NA,15.0,NA,NA,14.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,110,12.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,111,9.9,NA,NA,10.1,NA,NA,10.1,NA,15.0,9.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,112,16.0,NA,NA,18.7,NA,NA,22.3,NA,NA,23.4,NA,NA,26.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,113,11.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,114,13.8,NA,NA,15.6,NA,17.0,17.6,NA,25.2,19.1,7,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,115,15.1,NA,NA,17.0,NA,19.0,19.3,NA,NA,21.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,116,13.8,NA,NA,15.2,NA,NA,16.2,NA,NA,17.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,117,18.2,NA,NA,21.3,NA,23.5,25.3,NA,NA,30.1,NA,NA,36.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,118,14.5,NA,NA,15.5,NA,NA,16.6,NA,NA,17.0,NA,NA,17.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,119,9.0,NA,NA,9.0,NA,NA,8.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,120,10.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,121,8.2,NA,NA,8.2,NA,NA,8.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,122,10.2,NA,NA,10.5,NA,NA,10.6,NA,NA,10.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,123,21.7,NA,NA,25.0,NA,24.0,29.5,NA,NA,35.2,NA,NA,39.9,NA,NA,44.4,NA,35.9,47.1,2,38.1,NA,NA,NA,NA,NA,NA
1,Bu,124,11.3,NA,NA,12.4,NA,NA,12.9,NA,NA,12.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,125,17.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,126,20.2,NA,NA,23.4,NA,NA,28.0,NA,NA,35.6,NA,NA,43.1,NA,NA,49.0,NA,34.3,53.8,NA,38.1,54.8,NA,38.7,57.5,NA,42.9
1,Bu,127,13.6,NA,NA,15.0,NA,NA,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,128,13.8,NA,NA,15.3,NA,NA,17.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,129,9.7,NA,NA,9.8,NA,NA,9.8,1,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,130,8.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,131,11.4,NA,NA,12.2,NA,NA,12.6,NA,NA,13.0,NA,NA,13.6,1,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,132,13.4,NA,NA,15.0,NA,NA,17.2,NA,NA,19.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,133,10.0,NA,NA,10.3,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,134,11.8,NA,NA,13.4,NA,NA,14.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,135,15.8,NA,NA,17.4,NA,NA,19.5,NA,NA,23.6,NA,NA,28.4,NA,NA,31.7,NA,NA,33.6,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,136,9.8,NA,NA,9.9,NA,NA,10.0,NA,NA,9.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,137,15.8,NA,NA,17.7,NA,NA,20.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,138,20.0,NA,NA,22.8,NA,NA,26.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,139,12.6,NA,NA,13.5,NA,NA,15.0,NA,NA,16.9,NA,NA,17.3,NA,NA,19.5,NA,NA,19.7,NA,NA,19.8,NA,NA,21.4,NA,NA
1,Bu,140,19.9,NA,NA,21.7,NA,NA,24.3,NA,NA,29.0,NA,NA,34.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,141,18.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,142,9.2,NA,NA,9.4,NA,NA,9.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,143,17.0,NA,NA,19.2,NA,NA,23.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,144,12.5,NA,NA,14.0,NA,NA,15.6,NA,NA,17.9,NA,NA,19.9,NA,31.5,23.5,NA,NA,25.7,NA,NA,26.0,NA,NA,28.0,NA,NA
1,Bu,145,12.0,NA,NA,12.1,NA,NA,12.3,NA,NA,12.0,NA,NA,12.4,NA,NA,14.1,NA,NA,14.4,NA,NA,14.0,NA,NA,16.4,NA,NA
1,Bu,146,15.2,NA,NA,16.7,NA,NA,19.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,147,13.2,NA,NA,13.5,NA,NA,13.4,NA,NA,13.6,NA,NA,13.8,NA,NA,14.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
