Bestandeseinheit,Baumart,Baumnummer,D_1958,Aus_1958,H_1958,D_1964,Aus_1964,H_1964,D_1971,Aus_1971,H_1971,D_1981,Aus_1981,H_1981,D_1992,Aus_1992,H_1992,D_2001,Aus_2001,H_2001,D_2008,Aus_2008,H_2008,D_2011,Aus_2011,H_2011,D_2015,Aus_2015,H_2015
1,Bu,22,13.2,NA,NA,13.8,NA,NA,13.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,23,13.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,24,9.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,25,24.3,NA,NA,27.4,NA,NA,32.9,NA,30.0,39.0,NA,32.7,45.0,NA,37.5,47.2,NA,36.8,49.3,2,40.0,NA,NA,NA,NA,NA,NA
1,Bu,26,17.8,NA,NA,18.6,NA,NA,19.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,27,17.4,NA,NA,19.1,NA,NA,21.2,NA,28.7,23.4,NA,31.2,25.8,1,32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,28,23.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,29,18.6,NA,NA,18.6,NA,NA,20.4,NA,26.4,22.2,NA,28.5,24.2,7,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,30,12.1,NA,NA,12.7,NA,NA,12.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,31,23.2,NA,NA,26.0,NA,27.5,31.1,NA,NA,35.0,NA,NA,39.6,NA,NA,42.1,NA,NA,43.0,NA,NA,45.0,NA,NA,43.8,NA,NA
1,Bu,32,16.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,33,16.0,NA,NA,17.7,NA,NA,19.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,34,24.2,NA,NA,27.4,NA,NA,32.9,NA,NA,38.0,NA,NA,43.6,NA,NA,47.3,NA,NA,50.2,NA,NA,52.3,NA,NA,52.9,NA,NA
1,Bu,35,14.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,36,15.0,NA,NA,15.0,NA,23.5,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,37,22.4,NA,NA,25.6,NA,27.0,29.6,NA,29.0,33.9,NA,31.8,39.7,NA,36.0,43.7,NA,36.4,46.0,NA,38.6,47.3,NA,38.2,49.4,NA,40.2
1,Bu,38,11.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,39,24.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,40,14.8,NA,NA,16.5,NA,25.8,18.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,41,11.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,42,7.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,43,12.3,NA,NA,12.9,NA,NA,13.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,44,17.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,45,15.7,NA,NA,17.0,NA,26.0,18.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,46,9.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,47,17.2,NA,NA,19.2,NA,26.0,22.6,NA,25.0,25.4,NA,28.0,28.5,NA,32.5,30.6,NA,32.6,31.8,2,38.5,NA,NA,NA,NA,NA,NA
1,Bu,48,9.6,NA,17.0,9.7,NA,NA,9.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,49,17.8,2,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,50,17.2,NA,19.0,18.4,NA,26.0,20.2,NA,NA,20.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,51,8.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,52,14.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,53,7.9,NA,NA,7.8,NA,NA,7.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,54,20.8,NA,18.0,22.2,NA,NA,25.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,55,13.6,NA,NA,14.2,NA,NA,15.2,NA,NA,16.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,56,22.0,2,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,57,14.8,NA,19.0,15.8,NA,23.8,17.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,58,17.5,NA,NA,19.8,NA,27.5,23.6,NA,28.5,27.0,NA,29.9,30.9,NA,35.0,32.5,NA,35.0,33.4,NA,39.6,33.3,NA,36.3,34.4,NA,NA
1,Bu,59,23.2,NA,NA,23.1,NA,25.0,27.0,NA,NA,30.8,NA,NA,34.7,NA,NA,36.9,NA,NA,37.6,NA,NA,37.8,NA,NA,38.5,NA,38.5
1,Bu,60,8.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,61,9.0,NA,NA,9.2,NA,NA,9.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,62,14.4,NA,NA,15.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,63,22.7,NA,NA,25.8,NA,NA,30.2,NA,NA,34.8,NA,NA,39.9,NA,NA,44.3,NA,NA,45.6,NA,NA,45.8,NA,NA,47.5,NA,37.0
1,Bu,64,16.8,NA,NA,18.4,NA,NA,19.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,65,15.8,NA,NA,17.8,NA,NA,20.0,NA,25.8,22.1,NA,28.3,24.4,7,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,66,17.9,NA,NA,20.1,NA,NA,23.0,NA,25.8,25.6,NA,30.7,28.4,NA,33.0,30.3,NA,33.8,31.1,NA,39.1,32.0,NA,35.9,33.0,2,37.8
1,Bu,67,10.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,68,11.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,69,14.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,70,8.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,71,18.1,NA,NA,19.8,NA,NA,22.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,72,9.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,73,18.6,NA,21.5,21.0,NA,NA,23.8,NA,26.7,27.0,NA,30.5,30.4,NA,35.0,33.6,NA,36.0,36.1,NA,37.9,36.8,NA,36.3,37.9,NA,35.7
1,Bu,74,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,75,13.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,76,17.8,NA,NA,20.2,NA,NA,21.8,NA,NA,23.8,NA,NA,25.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,77,11.7,NA,NA,11.8,NA,NA,11.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,78,7.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,79,11.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,80,18.2,NA,NA,20.4,NA,24.0,24.0,NA,NA,25.8,NA,NA,28.1,NA,NA,29.1,NA,NA,29.9,NA,NA,30.3,NA,NA,31.9,NA,36.8
1,Bu,81,12.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,82,19.0,2,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,83,19.0,NA,NA,22.2,NA,NA,26.4,NA,NA,29.7,NA,NA,33.9,NA,NA,36.5,NA,NA,38.4,NA,NA,38.5,NA,NA,41.0,NA,NA
1,Bu,84,24.7,NA,23.0,27.6,NA,27.0,33.6,NA,NA,39.0,NA,NA,44.4,NA,NA,48.1,NA,NA,50.3,NA,NA,51.5,NA,NA,52.9,NA,39.4
1,Bu,85,15.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,86,18.2,NA,NA,19.0,NA,24.0,19.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,87,7.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,88,8.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,89,22.4,NA,NA,24.4,NA,25.5,27.9,NA,28.0,30.4,NA,NA,32.0,NA,NA,32.6,NA,NA,32.8,NA,NA,33.0,NA,NA,33.2,2,38.0
1,Bu,90,8.2,NA,NA,8.3,NA,NA,8.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,91,8.6,NA,NA,8.7,NA,NA,8.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,92,9.9,2,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,93,13.2,2,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,94,19.6,NA,NA,22.2,NA,26.5,26.6,NA,NA,30.0,NA,NA,33.6,NA,NA,35.0,NA,NA,36.1,NA,NA,36.8,NA,NA,37.2,NA,37.2
1,Bu,95,22.0,NA,NA,24.2,NA,26.0,27.6,NA,NA,30.2,NA,NA,33.6,NA,NA,35.2,NA,NA,36.6,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,96,10.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,97,19.0,NA,NA,20.4,NA,NA,23.4,NA,23.7,24.6,NA,26.6,24.8,7,30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,98,11.6,2,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,99,13.0,NA,NA,13.2,NA,NA,13.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,100,10.4,2,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,101,22.6,NA,22.5,25.4,NA,26.5,31.0,NA,NA,34.9,NA,NA,38.9,NA,NA,41.7,NA,NA,43.0,NA,NA,42.8,NA,NA,44.8,NA,NA
1,Bu,102,20.4,NA,NA,22.0,NA,27.5,25.5,NA,NA,28.8,NA,NA,31.9,NA,NA,34.0,NA,NA,35.3,NA,NA,35.3,NA,NA,37.0,NA,NA
1,Bu,103,9.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,104,14.0,NA,NA,14.2,NA,NA,14.0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,105,21.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,106,8.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,107,10.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,108,17.5,NA,NA,19.2,NA,26.5,21.5,NA,26.4,23.7,NA,29.5,26.5,NA,33.0,28.1,NA,NA,28.9,NA,NA,29.0,NA,NA,29.6,NA,NA
1,Bu,109,8.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,110,23.6,NA,23.0,25.6,NA,28.0,29.0,NA,NA,30.5,NA,NA,35.0,NA,NA,36.2,NA,NA,36.9,NA,NA,37.0,NA,NA,37.8,NA,NA
1,Bu,111,8.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,112,19.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,113,22.4,NA,NA,24.4,NA,27.0,27.6,NA,27.7,30.6,NA,29.6,34.0,NA,32.0,36.1,NA,31.5,37.3,2,35.5,NA,NA,NA,NA,NA,NA
1,Bu,114,22.8,NA,NA,25.1,NA,28.0,27.8,NA,NA,30.7,NA,NA,34.3,NA,NA,37.0,NA,NA,38.5,NA,NA,38.5,NA,NA,40.1,NA,NA
1,Bu,115,21.4,NA,NA,23.4,NA,28.5,26.0,NA,NA,29.0,NA,NA,32.1,NA,NA,33.5,NA,NA,34.2,NA,NA,34.0,NA,NA,35.1,NA,NA
1,Bu,116,15.8,NA,NA,17.2,NA,NA,18.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,117,24.1,2,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,118,12.9,NA,NA,13.1,NA,NA,13.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,119,21.5,NA,NA,24.3,NA,26.7,28.0,NA,NA,32.3,NA,NA,36.0,NA,NA,38.6,NA,NA,39.9,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,120,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,121,15.0,NA,NA,16.6,NA,26.5,18.3,NA,27.7,19.0,7,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,122,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,123,8.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,124,11.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,125,16.0,NA,NA,16.6,NA,26.0,18.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,126,11.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,127,14.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,128,27.2,NA,NA,30.2,NA,28.5,34.7,NA,NA,38.4,NA,NA,43.2,NA,NA,45.1,NA,NA,46.3,NA,NA,45.0,NA,NA,45.9,NA,36.2
1,Bu,129,16.8,NA,NA,18.2,NA,26.5,20.4,NA,NA,21.3,NA,27.7,22.2,NA,30.5,22.3,NA,33.4,22.5,NA,28.9,22.3,NA,27.3,22.9,NA,26.4
1,Bu,130,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,131,19.0,NA,NA,21.4,NA,NA,25.3,NA,27.3,29.0,NA,31.4,33.0,NA,35.5,36.6,NA,NA,38.9,NA,NA,41.2,NA,NA,43.4,NA,40.0
1,Bu,132,18.7,NA,NA,21.2,NA,NA,24.4,NA,NA,26.6,NA,NA,29.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,133,9.4,NA,NA,9.5,NA,NA,9.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,134,25.7,NA,23.5,28.8,NA,NA,33.7,NA,NA,37.5,NA,NA,42.3,NA,32.5,45.4,NA,37.6,47.3,NA,38.2,47.8,NA,39.9,49.7,NA,NA
1,Bu,135,11.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,136,13.8,NA,NA,14.2,NA,NA,14.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,137,7.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,138,12.0,NA,NA,12.1,NA,NA,11.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,139,21.4,NA,NA,24.0,NA,NA,27.3,NA,NA,30.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,140,18.6,NA,NA,21.2,NA,NA,25.0,NA,NA,27.3,NA,NA,30.1,NA,NA,32.2,NA,NA,32.9,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,141,18.0,NA,NA,20.6,NA,NA,24.5,NA,28.2,27.4,NA,31.8,31.3,NA,35.5,34.7,NA,35.8,35.2,NA,39.9,37.5,NA,37.6,37.8,NA,37.3
1,Bu,142,20.2,NA,NA,23.0,NA,NA,26.8,NA,NA,29.0,NA,NA,32.3,NA,NA,35.0,NA,NA,35.8,NA,NA,36.0,NA,NA,38.5,NA,NA
1,Bu,143,12.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,144,20.0,NA,NA,22.0,NA,NA,24.8,NA,NA,27.2,NA,NA,30.6,NA,NA,32.1,NA,NA,33.1,NA,NA,33.0,NA,NA,34.1,NA,NA
1,Bu,145,16.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,146,13.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
