Exportierte Tabelle Messdaten Durchmesser / Höhen
Versuchsflächendatenbank vom 10.12.2022  14:59:12
Nutzer    : ---

Forstamt  : 44   Schönheide
Revier    : Hundshübel
Versuch   : 14607
Parzelle  : 02
Teilfläche: 112 a2
Standort  : Mf-Z3
Höhenlage : 680



Aufnahme	Aufnahme	Aufnahme	24.07.1984	24.07.1984	24.07.1984	21.06.1995	21.06.1995	21.06.1995	10.11.2006	10.11.2006	10.11.2006	03.12.2013	03.12.2013	03.12.2013	
1	Dgl	200	17,0			27,2			38,5		26,7	50,6		30,0	
1	Dgl	201	11,6			16,8			19,0	7	20,6				
1	Dgl	202	11,6			15,0	1								
1	Dgl	203	12,1			17,8			18,1			18,5			
1	Dgl	204	6,6		8,5	6,8	5								
1	Dgl	205	15,8		11,5	25,8		19,4	33,1		21,7	38,8		25,2	
1	Dgl	206	8,9			10,4			17,2		20,8	18,8		21,3	
1	Dgl	207	14,6			20,7			26,1		26,7	32,3		29,4	
1	Dgl	208	13,8			21,2			25,8		24,7	34,8		28,3	
1	Dgl	209	13,2			17,1	1								
1	Dgl	210	7,0			6,9	5								
1	Dgl	211	6,0			6,1	5								
1	Dgl	212	6,4			6,9	1								
1	Dgl	213	13,9			16,1	2								
1	Dgl	214	22,0			36,3	2								
1	Dgl	215	11,1	1											
1	Dgl	216	9,6			11,7	2								
1	Dgl	217	16,0			23,9	1								
1	Dgl	218	11,3			13,6	1								
1	Dgl	219	15,7			26,0			27,0	7	19,2				
1	Dgl	220	7,4			7,9	1								
1	Dgl	221	10,2			18,4	1								
1	Dgl	222	9,8			12,1	1								
1	Dgl	223	9,5	1											
1	Dgl	224	12,8			18,8	1								
1	Dgl	225	8,2			12,0	1								
1	Dgl	226	9,1	1											
1	Dgl	227	13,5			24,2			33,2	1					
1	Dgl	228	8,0	1											
1	Dgl	229	9,1			18,9			18,9	7	16,4				
1	Dgl	230	11,0			15,7	1								
1	Dgl	231	12,7			24,9	1								
1	Dgl	232	9,9			20,2	1								
1	Dgl	233	16,8			34,2	1								
1	Dgl	234	8,3			13,3			13,3	7	9,1				
1	Dgl	235	8,9			9,7	1								
1	Dgl	236	22,9			39,1	1								
1	Dgl	237	7,0			8,0	1								
1	Dgl	238	9,2			12,4			13,0	7					
1	Dgl	239	10,8			15,1			16,0	7	21,7				
1	Dgl	240	12,4			14,8	1								
1	Dgl	241	17,5			28,0	1								
1	Dgl	242	14,0			17,9			22,0	7	18,4				
1	Dgl	243	6,7			7,9	1								
1	Dgl	244	8,6			13,1	1								
1	Dgl	245	9,8	1											
1	Dgl	246	11,4		11,0	15,1	1	14,6							
1	Dgl	247	22,5		15,5	32,8		22,9	39,6		30,7	46,3		31,2	
1	Dgl	248	12,6			18,0			19,0	7	18,2				
1	Dgl	249	23,2		16,0	40,1		22,7	53,9			63,4		33,2	
1	Dgl	250	9,7		10,5	13,3		16,5	14,7		17,6	15,8		18,7	
1	Dgl	251	11,9		10,0	20,9		16,5	29,0			33,1			
1	Dgl	252	16,4			25,6		21,5	34,3			42,9			
1	Dgl	253	16,1			22,0	1	22,4							
1	Dgl	254	19,0			29,7			32,0	7	25,4				
1	Dgl	255	15,6			22,4	1								
1	Dgl	256	18,8			28,0			30,0	7	22,3				
1	Dgl	257	8,3			10,0	1								
1	Dgl	258	7,6			9,4	1								
1	Dgl	259	17,3			27,1	1								
2	Ofi	260	7,0			7,2	1								
1	Dgl	261	12,6			16,7	1								
1	Dgl	262	12,9			18,6			29,6	1					
1	Dgl	263	13,1			16,4			18,0	7	18,1				
1	Dgl	264	20,4			31,2			37,3	1					
1	Dgl	265	13,8			22,7	1								
1	Dgl	266	9,2	1											
1	Dgl	267	5,8	1											
