Aufnahme	Aufnahme	Aufnahme	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	
Wert	Wert	Wert	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	
Einheit	Einheit	Einheit	cm		cm		%				J/N	m		m	m		m		cm		cm		%				J/N	m		m	m		m		cm		cm		%				J/N	m		m	m		m		cm		cm		%				J/N	m		m	m		m		cm		cm		%				J/N	m		m	m		m		
Bst.-E.	Art	Baum	402			41		0	121		402	29		0	402		0		361			181		0	99		361	38		0	361		0		180			17		0	0		180	9		0	180		0		163			74		5	0		163	10		0	163		0		89			0		0	0		89	0		0	0		0		
1	Ei	98	13,0	2	130		0			0	N		 		16,00	3			17,1	2	130		0			0	N	20,7	4		18,90	3			20,7	0	0		0			0	N	21,3	 		21,50	3			23,9	3	0		0			0	N		 		24,00	3			29,1	3	130		0			0	N		 						
1	Ei	99	11,3	2	130		0		rue a	0	N		 		15,00	3			13,9	2	130		0		rue a	0	N		 		17,00	3			16,3	0	0		0			0	N		 		19,40	3			18,2	3	0	2	0			0	N		 		22,30	3																			
1	Ei	100	5,0	2	130		0		krumm	0	N		 		8,60	3			6,7	2	130		0		krumm	0	N		 		9,40	3			8,0	0	0		0			0	N		 		11,90	3			9,5	3	130	1	0			0	N		 		16,70	3																			
1	Ei	101	15,4	2	130		0			0	N		 		17,00	3			21,2	2	130	3	0			0	N		 		20,70	3																																																			
1	Ei	102	15,7	2	130		0			0	N		 		17,10	3			20,6	2	130		0			0	N		 		20,40	3			23,1	0	0		0			0	N		 		22,30	3			25,5	3	0	2	0			0	N		 		24,40	3																			
1	Ei	103	8,6	2	130		0			0	N		 		13,00	3			8,2	2	130	5	0			0	N		 		11,60	3																																																			
1	Ei	104	6,1	2	130		0		krumm	0	N		 		10,30	3			6,5	2	130	5	0		krumm	0	N	10,0	4		9,10	3																																																			
1	Ei	105	13,5	2	130		0			0	N		 		16,20	3			17,8	2	130		0			0	N		 		19,20	3			19,9	0	0		0			0	N		 		21,20	3			21,1	3	0		0			0	N		 		23,30	3			22,5	3	130		0			0	N		 						
1	Ei	106	15,6	2	130		0		piz a	0	N		 		17,10	3			19,4	2	130	3	0		piz a	0	N		 		20,00	3																																																			
1	Ei	107	5,6	2	130	5	0		krumm	0	N		 		9,60	3																																																																			
1	Ei	108	12,6	2	130		0		rue a	0	N		 		15,80	3			16,3	2	130		0		rue a	0	N		 		18,50	3			19,2	0	0		0			0	N		 		20,90	3			21,2	3	0	2	0			0	N		 		23,30	3																			
1	Ei	109	6,6	2	130		0		krumm	0	N		 		10,90	3			8,6	2	130		0		krumm	0	N		 		12,10	3			9,6	0	0		0			0	N		 		14,00	3			21,4	3	0	2	0			0	N		 		23,30	3																			
1	Ei	110	9,6	2	130	1	0			0	N		 		13,90	3																																																																			
1	Ei	111	8,8	2	130		0		piz a	0	N		 		13,20	3			8,7	2	130	5	0		piz a	0	N		 		12,20	3																																																			
1	Ei	112	13,9	2	130		0			0	N		 		16,40	3			18,8	2	130	3	0			0	N		 		19,70	3																																																			
1	Ei	113	5,6	2	130	1	0		krumm	0	N		 		9,60	3																																																																			
1	Ei	114	6,2	2	130	1	0		krumm	0	N		 		10,40	3																																																																			
1	Ei	115	7,2	2	130		0			0	N		 		11,60	3			9,2	2	130		0			0	N		 		12,80	3			10,5	0	0		0			0	N		 		15,00	3			11,1	3	0		0			0	N		 		18,20	3			12,8	3	130		0			0	N		 						
1	Ei	116	8,4	2	130		0			0	N		 		12,90	3			9,0	2	130	5	0			0	N		 		12,50	3																																																			
1	Ei	117	9,7	2	130		0			0	N		 		14,00	3			14,3	2	130		0			0	N		 		17,30	3			18,1	0	0		0			0	N		 		20,40	3			20,4	3	0	2	0			0	N		 		23,10	3																			
1	Ei	118	10,2	2	130		0		rue a	0	N		 		14,30	3			10,0	2	130	5	0		rue a	0	N		 		13,70	3																																																			
1	Ei	119	8,0	2	130		0			0	N		 		12,50	3			7,6	2	130	5	0			0	N		 		10,80	3																																																			
1	Ei	120	16,8	2	130		0			0	N		 		17,50	3			22,4	2	130	3	0			0	N	21,2	4		21,10	3																																																			
1	Ei	121	17,9	2	130		0			0	N	17,3	2		17,80	3			24,3	2	130		0			0	N		 		21,70	3			30,5	0	0		0			0	N		 		24,30	3			34,4	3	0		0			0	N		 		25,80	3			36,5	3	130		0			0	N		 						
1	Ei	122	9,8	2	130	5	0			0	N	13,5	2		14,00	3																																																																			
1	Ei	123	7,5	2	130		0			0	N		 		12,00	3			7,4	2	130	5	0			0	N		 		10,50	3																																																			
1	Ei	124	12,1	2	130		0			0	N		 		15,50	3			13,7	2	130		0			0	N		 		16,80	3			14,0	0	0		0			0	N		 		17,90	3			14,4	3	0	3	0			0	N		 		20,50	3																			
1	Ei	125	10,4	2	130		0			0	N		 		14,50	3			11,9	2	130		0			0	N		 		15,50	3			13,9	0	0		0			0	N		 		17,90	3			14,5	3	130	1	0			0	N		 		20,50	3																			
1	Ei	126	7,2	2	130	1	0			0	N		 		11,60	3																																																																			
1	Ei	127	19,6	2	130		0			0	N		 		18,30	3			27,7	2	130		0			0	J	22,6	4		22,60	3			32,3	0	0		0			0	J	26,5	 		24,60	3			35,7	3	0		0			0	J		 		26,00	3			40,6	3	130		0			0	N		 						
1	Ei	128	7,8	2	130		0			0	N		 		12,30	3			8,8	2	130	5	0			0	N		 		12,30	3																																																			
1	Ei	129	7,0	2	130		0			0	N		 		11,40	3			8,4	2	130		0			0	N		 		11,80	3			9,5	0	0		0			0	N		 		13,90	3			9,9	3	130	5	0	5		0	N		 		17,20	3																			
1	Ei	130	10,6	2	130		0			0	N		 		14,60	3			12,2	2	130	5	0			0	N		 		15,70	3																																																			
1	Ei	131	14,4	2	130		0			0	N		 		16,60	3			17,1	2	130		0			0	N		 		18,90	3			18,8	0	0		0			0	N		 		20,70	3			20,0	3	0	2	0			0	N		 		22,90	3																			
1	Ei	132	15,2	2	130		0		piz a	0	N		 		16,90	3			17,4	2	130	5	0		piz a	0	N		 		19,00	3																																																			
1	Ei	133	20,1	2	130		0			0	N		 		18,40	3			21,7	2	130		0			0	N		 		20,80	3			22,2	0	0		0			0	N		 		22,00	3			23,2	3	130	1	0			0	N		 		23,80	3																			
1	Ei	134	17,0	2	130		0			0	N		 		17,50	3			24,2	2	130		0			0	N	21,6	4		21,60	3			30,6	0	0		0			0	N		 		24,30	3			34,3	3	0		0			0	N		 		25,80	3			39,7	3	130		0			0	N		 						
1	Ei	135	8,8	2	130		0		krumm	0	N		 		13,20	3			8,6	2	130	5	0		krumm	0	N		 		12,10	3																																																			
1	Ei	136	7,3	2	130		0			0	N		 		11,70	3			7,1	2	130	5	0			0	N		 		10,00	3																																																			
1	Ei	137	8,6	2	130	5	0			0	N		 		13,00	3																																																																			
1	Ei	138	21,2	2	130		0			0	N		 		18,60	3			29,8	2	130		0			0	J	22,2	4		23,00	3			35,3	0	0		0			0	J		 		25,10	3			39,6	3	0		0			0	J		 		26,40	3			43,9	3	130		0			0	N		 						
1	Ei	139	8,9	2	130	5	0			0	N		 		13,30	3																																																																			
1	Ei	140	10,4	2	130		0			0	N		 		14,50	3			15,3	2	130		0			0	N		 		17,90	3			18,0	0	0		0			0	N		 		20,30	3			20,1	3	0		0			0	N		 		22,90	3			24,7	3	130		0			0	N		 						
1	Ei	141	7,5	2	130		0		krumm	0	N		 		12,00	3			7,7	2	130	5	0		krumm	0	N		 		10,90	3																																																			
1	Ei	142	9,8	2	130		0		krumm	0	N		 		14,00	3			12,7	2	130		0		krumm	0	N	14,0	4		16,10	3			13,8	0	0		0			0	N		 		17,80	3			13,9	3	0	2	0			0	N		 		20,20	3																			
1	Ei	143	8,6	2	130	1	0			0	N		 		13,00	3																																																																			
1	Ei	144	9,6	2	130		0		krumm	0	N		 		13,90	3			10,3	2	130	5	0		krumm	0	N		 		14,00	3																																																			
1	Ei	145	6,4	2	130	1	0			0	N		 		10,70	3																																																																			
1	Ei	146	10,1	2	130		0			0	N		 		14,20	3			10,3	2	130	5	0			0	N		 		14,00	3																																																			
1	Ei	147	16,1	2	130		0			0	J		 		17,20	3			21,2	2	130	3	0			0	J		 		20,70	3																																																			
1	Ei	148	10,2	2	130		0		krumm	0	N		 		14,30	3			10,6	2	130	5	0		krumm	0	N		 		14,30	3																																																			
1	Ei	149	17,8	2	130		0			0	N		 		17,80	3			23,1	2	130		0			0	J	21,6	4		21,30	3			26,4	0	0		0			0	J		 		23,30	3			29,4	3	0		0			0	J		 		25,10	3			32,8	3	130		0			0	N		 						
1	Ei	150	8,9	2	130		0		krumm	0	N		 		13,30	3			8,5	2	130	5	0		krumm	0	N		 		11,90	3																																																			
1	Ei	151	9,0	2	130		0		krumm	0	N		 		13,40	3			9,3	2	130		0		krumm	0	N		 		12,90	3			10,0	0	0		0			0	N		 		14,40	3			10,4	3	0	2	0			0	N		 		17,60	3																			
1	Ei	152	17,5	2	130		0			0	N		 		17,70	3			21,7	2	130		0			0	J	21,2	4		20,80	3			23,2	0	0		0			0	J	22,0	 		22,40	3			24,9	3	130	1	0			0	J		 		24,30	3																			
1	Ei	153	8,4	2	130		0		krumm	0	N		 		12,90	3			9,2	2	130	5	0		krumm	0	N		 		12,80	3																																																			
1	Ei	154	7,1	2	130		0		krumm	0	N		 		11,50	3			7,9	2	130		0		krumm	0	N		 		11,20	3			8,4	0	0	5	0			0	N		 		12,50	3																																			
1	Ei	155	17,3	2	130		0			0	J		 		17,60	3			22,4	2	130		0			0	J		 		21,10	3			26,8	0	0		0			0	J		 		23,40	3			31,0	3	0		0			0	J		 		25,40	3			35,7	3	130		0			0	N		 						
1	Ei	156	17,5	2	130		0			0	N		 		17,70	3			22,8	2	130		0			0	N		 		21,20	3			26,3	0	0		0			0	N		 		23,30	3			29,9	3	0		0			0	N		 		25,20	3			34,0	3	130		0			0	N		 						
1	Ei	157	18,3	2	130		0		sonst	0	N		 		17,90	3			22,5	2	130	3	0		sonst	0	N		 		21,10	3																																																			
1	Ei	158	10,0	2	130		0			0	N		 		14,20	3			11,0	2	130	5	0			0	N		 		14,70	3																																																			
1	Ei	159	11,2	2	130		0			0	N	13,2	2		15,00	3			15,2	2	130		0			0	N		 		17,80	3			15,8	0	0		0			0	N		 		19,10	3			16,5	3	0	2	0			0	N		 		21,60	3																			
1	Ei	160	12,6	2	130		0			0	N		 		15,80	3			19,8	2	130		0			0	N	20,5	4		20,10	3			23,4	0	0		0			0	N		 		22,40	3			26,5	3	0		0			0	N		 		24,60	3			29,6	3	130		0			0	N		 						
1	Ei	161	8,4	2	130		0			0	N		 		12,90	3			10,3	2	130	5	0			0	N		 		14,00	3																																																			
1	Ei	162	7,9	2	130		0			0	N		 		12,40	3			8,8	2	130	5	0			0	N		 		12,30	3																																																			
1	Ei	163	7,0	2	130		0		krumm	0	N		 		11,40	3			8,6	2	130	5	0		krumm	0	N		 		12,10	3																																																			
1	Ei	164	9,6	2	130	5	0		krumm	0	N		 		13,90	3																																																																			
1	Ei	165	8,6	2	130		0		krumm	0	N		 		13,00	3			8,8	2	130	5	0		krumm	0	N		 		12,30	3																																																			
1	Ei	166	15,6	2	130		0			0	N		 		17,10	3			18,3	2	130		0			0	N		 		19,50	3			19,1	0	0		0			0	N		 		20,80	3			20,2	3	0	2	0			0	N		 		23,00	3																			
1	Ei	167	14,5	2	130		0			0	N		 		16,60	3			16,5	2	130		0			0	N		 		18,60	3			16,6	0	0		0			0	N		 		19,60	3			17,2	3	130	5	0	5		0	N		 		21,90	3																			
1	Ei	168	13,3	2	130		0			0	N		 		16,10	3			16,1	2	130	5	0			0	N		 		18,40	3																																																			
1	Ei	169	11,1	2	130		0		krumm	0	N		 		14,90	3			13,0	2	130		0		krumm	0	N		 		16,30	3			14,1	0	0		0			0	N		 		18,00	3			14,8	3	0	2	0			0	N		 		20,70	3																			
1	Ei	170	8,0	2	130	1	0		sonst	0	N		 		12,50	3																																																																			
1	Ei	171	9,1	2	130		0			0	N		 		13,50	3			8,7	2	130	5	0			0	N		 		12,20	3																																																			
1	Ei	172	16,7	2	130		0			0	N		 		17,40	3			21,3	2	130		0			0	N		 		20,70	3			22,8	0	0		0			0	N		 		22,20	3			24,4	3	0	2	0			0	N		 		24,10	3																			
1	Ei	173	10,5	2	130		0			0	N		 		14,50	3			10,4	2	130	5	0			0	N		 		14,10	3																																																			
1	Ei	174	16,0	2	130		0			0	N		 		17,20	3			20,3	2	130	3	0			0	N		 		20,30	3																																																			
1	Ei	175	10,0	2	130		0			0	N		 		14,20	3			10,5	2	130	5	0			0	N		 		14,20	3																																																			
1	Ei	176	11,6	2	130		0			0	N		 		15,20	3			14,3	2	130		0			0	N		 		17,30	3			15,0	0	0		0			0	N		 		18,60	3			15,8	3	0	5	0			0	N		 		21,20	3																			
1	Ei	177	5,1	2	130		0			0	N		 		8,80	3			5,0	2	130	5	0			0	N		 		6,60	3																																																			
1	Ei	178	12,0	2	130		0			0	N		 		15,40	3			16,2	2	130		0			0	N	19,0	4		18,40	3			18,0	0	0		0			0	N		 		20,30	3			19,5	3	0	2	0			0	N		 		22,70	3																			
1	Ei	179	13,8	2	130		0			0	N		 		16,30	3			17,4	2	130		0			0	N		 		19,00	3			18,2	0	0		0			0	N		 		20,40	3			18,8	3	0	2	0			0	N		 		22,50	3																			
1	Ei	180	9,4	2	130		0		krumm	0	N		 		13,70	3			13,0	2	130		0		krumm	0	N		 		16,30	3			13,7	0	0		0			0	N		 		17,70	3			14,0	3	0	3	0			0	N		 		20,30	3																			
1	Ei	181	10,7	2	130		0			0	N		 		14,70	3			14,5	2	130		0			0	N	16,2	4		17,40	3			16,3	0	0		0			0	N		 		19,40	3			17,2	3	130	1	0			0	N		 		21,90	3																			
1	Ei	182	9,0	2	130		0			0	N		 		13,40	3			9,9	2	130		0			0	N		 		13,60	3			10,1	0	0	5	0			0	N		 		14,50	3																																			
1	Ei	183	9,0	2	130		0		krumm	0	N		 		13,40	3			8,7	2	130	5	0		krumm	0	N		 		12,20	3																																																			
1	Ei	184	10,2	2	130		0			0	N		 		14,30	3			11,7	2	130	5	0			0	N		 		15,30	3																																																			
1	Ei	185	11,3	2	130		0			0	N		 		15,00	3			15,5	2	130	5	0			0	N		 		18,00	3																																																			
1	Ei	186	7,5	2	130		0			0	N	13,0	2		12,00	3			7,1	2	130	5	0			0	N		 		10,00	3																																																			
1	Ei	187	9,5	2	130		0			0	N		 		13,80	3			9,9	2	130	5	0			0	N		 		13,60	3																																																			
1	Ei	188	14,2	2	130		0			0	N		 		16,50	3			18,1	2	130		0			0	N		 		19,40	3			20,3	0	0		0			0	N		 		21,30	3			22,1	3	0	2	0			0	N		 		23,60	3																			
1	Ei	189	10,3	2	130		0			0	N	14,5	2		14,40	3			10,9	2	130	5	0			0	N		 		14,60	3																																																			
1	Ei	190	17,7	2	130		0			0	N		 		17,80	3			25,7	2	130		0			0	N		 		22,10	3			29,6	0	0		0			0	N		 		24,10	3			32,9	3	0		0			0	N		 		25,60	3			38,1	3	130		0			0	N		 						
1	Ei	191	9,4	2	130		0		krumm	0	N		 		13,70	3			9,1	2	130	5	0		krumm	0	N		 		12,70	3																																																			
1	Ei	192	19,5	2	130		0			0	N		 		18,20	3			27,3	2	130		0			0	J	22,6	4		22,50	3			33,0	0	0		0			0	J	26,0	 		24,80	3			37,2	3	0		0			0	J	26,1	4		26,20	3			43,1	3	130		0			0	N		 						
1	Ei	193	9,8	2	130		0		krumm	0	N		 		14,00	3			10,4	2	130		0		krumm	0	N		 		14,10	3			13,0	0	0		0			0	N		 		17,20	3			16,1	3	130		0			0	N		 		21,40	3			15,9	3	130		0			0	N		 						
1	Ei	194	7,7	2	130	1	0			0	N		 		12,20	3																																																																			
1	Ei	195	18,4	2	130		0			0	N		 		18,00	3			25,1	2	130		0			0	N		 		21,90	3			30,4	0	0		0			0	N		 		24,30	3			33,0	3	0		0			0	N		 		25,70	3			38,1	3	130		0			0	N		 						
1	Ei	196	11,8	2	130		0			0	N		 		15,30	3			12,6	2	130	5	0			0	N		 		16,00	3																																																			
1	Ei	197	10,6	2	130		0			0	N		 		14,60	3			12,1	2	130	6	0			0	N		 		15,60	3																																																			
1	Ei	198	12,8	2	130		0			0	N		 		15,90	3			14,1	2	130	5	0			0	N		 		17,10	3																																																			
1	Ei	199	12,4	2	130		0			0	N		 		15,70	3			14,0	2	130		0			0	N		 		17,10	3			14,2	0	0	5	0			0	N		 		18,10	3																																			
1	Ei	200	15,8	2	130		0			0	J		 		17,10	3			17,3	2	130	5	0			0	J		 		19,00	3																																																			
1	Ei	201	10,2	2	130		0		krumm	0	N		 		14,30	3			11,5	2	130	5	0		krumm	0	N		 		15,10	3																																																			
1	Ei	202	12,6	2	130		0			0	N		 		15,80	3			18,5	2	130		0			0	N		 		19,60	3			22,6	0	0		0			0	N		 		22,20	3			25,0	3	0		0			0	N		 		24,30	3			28,9	3	130		0			0	N		 						
1	Ei	203	12,0	2	130		0		rue a	0	N		 		15,40	3			14,4	2	130		0		rue a	0	N		 		17,30	3			16,8	0	0		0			0	N		 		19,70	3			18,2	3	0		0			0	N		 		22,30	3			19,1	3	130		0			0	N		 						
1	Ei	204	15,0	2	130		0			0	N		 		16,80	3			18,7	2	130		0			0	N		 		19,60	3			21,2	0	0		0			0	N		 		21,70	3			23,4	3	130		0			0	N		 		23,90	3			31,5	3	130		0			0	N		 						
1	Ei	205	8,9	2	130		0		piz a	0	N		 		13,30	3			8,1	2	130	5	0		piz a	0	N		 		11,40	3																																																			
1	Ei	206	12,8	2	130		0			0	N		 		15,90	3			14,4	2	130	5	0			0	N	18,0	4		17,30	3																																																			
1	Ei	207	10,2	2	130		0		krumm	0	N		 		14,30	3			9,8	2	130	5	0		krumm	0	N		 		13,40	3																																																			
1	Ei	208	8,0	2	130		0			0	N		 		12,50	3			7,8	2	130	5	0			0	N		 		11,00	3																																																			
1	Ei	209	13,6	2	130		0			0	N		 		16,20	3			18,7	2	130		0			0	N		 		19,60	3			21,7	0	0		0			0	N		 		21,90	3			24,0	3	0		0			0	N		 		24,00	3			25,8	3	130		0			0	N		 						
1	Ei	210	7,2	2	130	5	0		krumm	0	N		 		11,60	3																																																																			
1	Ei	211	9,8	2	130		0			0	N		 		14,00	3			10,3	2	130	5	0			0	N		 		14,00	3																																																			
1	Ei	212	9,1	2	130	1	0		s	0	N		 		13,50	3																																																																			
1	Ei	213	11,4	2	130		0			0	N		 		15,10	3			17,2	2	130		0			0	N		 		18,90	3			21,5	0	0		0			0	N		 		21,80	3			24,1	3	130	1	0			0	N		 		24,10	3																			
1	Ei	214	9,4	2	130		0			0	N		 		13,70	3			9,6	2	130	5	0			0	N		 		13,20	3																																																			
1	Ei	215	6,3	2	130		0			0	N		 		10,50	3			6,1	2	130	5	0			0	N		 		8,50	3																																																			
1	Ei	216	7,4	2	130		0			0	N		 		11,90	3			7,1	2	130	5	0			0	N		 		10,00	3																																																			
1	Ei	217	8,4	2	130		0			0	N		 		12,90	3			8,1	2	130	5	0			0	N		 		11,40	3																																																			
1	Ei	218	11,4	2	130		0			0	N		 		15,10	3			16,1	2	130		0			0	N	19,4	4		18,40	3			19,2	0	0		0			0	N	21,3	 		20,90	3			21,7	3	0	2	0			0	N		 		23,40	3																			
1	Ei	219	15,0	2	130		0			0	N		 		16,80	3			21,6	2	130		0			0	N		 		20,80	3			25,1	0	0		0			0	N		 		23,00	3			27,9	3	0		0			0	N		 		24,90	3			27,5	3	130		0			0	N		 						
1	Ei	220	10,9	2	130		0			0	N		 		14,80	3			13,2	2	130	5	0			0	N		 		16,50	3																																																			
1	Ei	221	9,8	2	130	5	0		krumm	0	N		 		14,00	3																																																																			
1	Ei	222	10,3	2	130		0			0	N		 		14,40	3			12,0	2	130	5	0			0	N		 		15,50	3																																																			
1	Ei	223	11,3	2	130		0			0	N		 		15,00	3			13,5	2	130	3	0			0	N		 		16,70	3																																																			
1	Ei	224	14,4	2	130		0			0	J		 		16,60	3			20,3	2	130		0			0	J		 		20,30	3			23,5	0	0		0			0	J		 		22,50	3			26,2	3	0		0			0	J		 		24,50	3			28,8	3	130		0			0	N		 						
1	Ei	225	13,2	2	130		0			0	N		 		16,10	3			12,6	2	130	5	0			0	N		 		16,00	3																																																			
1	Ei	226	11,5	2	130		0			0	N		 		15,20	3			12,3	2	130	5	0			0	N		 		15,80	3																																																			
1	Ei	227	8,2	2	130		0			0	N		 		12,70	3			7,3	2	130	5	0			0	N		 		10,30	3																																																			
1	Ei	228	15,7	2	130		0			0	N		 		17,10	3			22,6	2	130		0			0	N		 		21,10	3			25,9	0	0		0			0	N		 		23,20	3			28,7	3	0		0			0	N		 		25,00	3			31,9	3	130		0			0	N		 						
1	Ei	229	11,3	2	130		0		krumm	0	N		 		15,00	3			11,6	2	130	5	0		krumm	0	N		 		15,20	3																																																			
1	Ei	230	8,6	2	130		0			0	N		 		13,00	3			9,0	2	130		0			0	N		 		12,50	3			9,4	0	0		0			0	N		 		13,70	3			9,8	3	130	5	0	5		0	N		 		17,00	3																			
1	Ei	231	10,8	2	130		0			0	N		 		14,70	3			9,7	2	130	5	0			0	N		 		13,30	3																																																			
1	Ei	232	16,8	2	130		0		krumm	0	N		 		17,50	3			22,3	2	130	3	0		krumm	0	N		 		21,00	3																																																			
1	Ei	233	19,4	2	130		0			0	J		 		18,20	3			25,6	2	130		0			0	J	23,7	4		22,00	3			29,7	0	0		0			0	J		 		24,10	3			33,0	3	0		0			0	J		 		25,70	3			37,1	3	130		0			0	N		 						
1	Ei	234	14,4	2	130		0			0	N		 		16,60	3			15,4	2	130	5	0			0	N		 		17,90	3																																																			
1	Ei	235	12,0	2	130		0			0	N		 		15,40	3			15,0	2	130	3	0			0	N		 		17,70	3																																																			
1	Ei	236	19,0	2	130		0			0	N		 		18,10	3			24,1	2	130	5	0			0	N		 		21,60	3																																																			
1	Ei	237	12,5	2	130		0		krumm	0	N		 		15,70	3			12,7	2	130	5	0		krumm	0	N		 		16,10	3																																																			
1	Ei	238	13,1	2	130		0		rue a	0	N		 		16,00	3			15,8	2	130		0		rue a	0	N		 		18,20	3			19,2	0	0		0			0	N		 		20,90	3			21,2	3	0	2	0			0	N		 		23,30	3																			
1	Ei	239	12,2	2	130		0			0	N		 		15,60	3			13,7	2	130		0			0	N		 		16,80	3			14,3	0	0	5	0			0	N		 		18,20	3																																			
1	Ei	240	21,4	2	130		0			0	N		 		18,70	3			29,4	2	130		0			0	N		 		22,90	3			29,5	0	0		0			0	N		 		24,10	3			38,0	3	0		0			0	N		 		26,30	3			42,1	3	130		0			0	N		 						
1	Ei	241	8,6	2	130		0		krumm	0	N		 		13,00	3			9,3	2	130		0		krumm	0	N		 		12,90	3			9,4	0	0	6	0			0	N		 		13,70	3																																			
1	Ei	242	11,2	2	130		0		krumm	0	N		 		15,00	3			13,0	2	130		0		krumm	0	N	20,2	4		16,30	3			13,4	0	0		0			0	N		 		17,50	3			15,1	3	0	2	0			0	N		 		20,90	3																			
1	Ei	243	9,1	2	130		0		krumm	0	N		 		13,50	3			9,8	2	130		0		krumm	0	N	13,0	4		13,40	3			11,5	0	0		0			0	N		 		15,90	3			12,5	3	0		0			0	N	18,3	4		19,30	3			14,6	3	130		0			0	N		 						
1	Ei	244	13,6	2	130		0			0	N		 		16,20	3			15,9	2	130		0			0	N		 		18,20	3			17,0	0	0		0			0	N		 		19,80	3			17,7	3	0	2	0			0	N	23,7	4		22,10	3																			
1	Ei	245	21,6	2	130		0			0	J	17,4	2		18,70	3			26,7	2	130		0			0	J		 		22,30	3			29,3	0	0		0			0	J		 		24,00	3			31,0	3	0		0			0	J		 		25,40	3			32,0	3	130		0			0	N		 						
1	Ei	246	14,4	2	130		0			0	N		 		16,60	3			18,2	2	130		0			0	N		 		19,40	3			21,6	0	0		0			0	N		 		21,80	3			24,3	3	0	3	0			0	N		 		24,10	3																			
1	Ei	247	15,4	2	130		0			0	N		 		17,00	3			20,9	2	130		0			0	N		 		20,50	3			23,0	0	0		0			0	N		 		22,30	3			25,5	3	0		0			0	N		 		24,40	3			29,0	3	130		0			0	N		 						
1	Ei	248	10,4	2	130		0			0	N		 		14,50	3			11,7	2	130	5	0			0	N		 		15,30	3																																																			
1	Ei	249	6,8	2	130		0			0	N		 		11,20	3			6,3	2	130	5	0			0	N		 		8,80	3																																																			
1	Ei	250	8,8	2	130		0		krumm	0	N		 		13,20	3			9,0	2	130	5	0		krumm	0	N		 		12,50	3																																																			
1	Ei	251	12,4	2	130		0			0	J		 		15,70	3			20,3	2	130		0			0	J	19,7	4		20,30	3			26,0	0	0		0			0	J		 		23,20	3			29,9	3	0		0			0	J		 		25,20	3			35,1	3	130		0			0	N		 						
1	Ei	252	7,1	2	130		0			0	N		 		11,50	3			7,6	2	130	5	0			0	N		 		10,80	3																																																			
1	Ei	253	9,0	2	130		0		sonst	0	N		 		13,40	3			11,3	2	130	5	0		sonst	0	N		 		14,90	3																																																			
1	Ei	254	13,3	2	130		0			0	N		 		16,10	3			18,8	2	130	3	0			0	N		 		19,70	3																																																			
1	Ei	255	10,8	2	130		0			0	N		 		14,70	3			14,0	2	130	5	0			0	N		 		17,10	3																																																			
1	Ei	256	12,8	2	130		0			0	N		 		15,90	3			17,2	2	130		0			0	N		 		18,90	3			20,9	0	0		0			0	N		 		21,60	3			23,1	3	0		0			0	N		 		23,80	3			26,6	3	130		0			0	N		 						
1	Ei	257	7,8	2	130		0		krumm	0	N		 		12,30	3			7,8	2	130	5	0		krumm	0	N		 		11,00	3																																																			
1	Ei	258	13,2	2	130		0			0	N		 		16,10	3			15,1	2	130	5	0			0	N		 		17,80	3																																																			
1	Ei	259	8,0	2	130		0			0	N		 		12,50	3			7,4	2	130	5	0			0	N		 		10,50	3																																																			
1	Ei	260	11,4	2	130		0			0	N		 		15,10	3			12,5	2	130	5	0			0	N		 		16,00	3																																																			
1	Ei	261	7,0	2	130	5	0		krumm	0	N		 		11,40	3																																																																			
1	Ei	262	11,9	2	130	5	0		sonst	0	N		 		15,40	3																																																																			
1	Ei	263	17,2	2	130		0			0	J		 		17,60	3			21,8	2	130	3	0			0	J		 		20,90	3																																																			
