Aufnahme	Aufnahme	Aufnahme	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	21.08.1988	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	02.09.1998	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	26.10.2005	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	07.10.2011	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	17.09.2020	
Wert	Wert	Wert	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	D	Typ	MH	Aus	NVP	Bruch	Sonst	Klass	ZSt.	H	Typ	K	H-BHK	Typ	H-Mod	Typ	
Einheit	Einheit	Einheit	cm		cm		%				J/N	m		m	m		m		cm		cm		%				J/N	m		m	m		m		cm		cm		%				J/N	m		m	m		m		cm		cm		%				J/N	m		m	m		m		cm		cm		%				J/N	m		m	m		m		
Bst.-E.	Art	Baum	402			41		0	121		402	29		0	402		0		361			181		0	99		361	38		0	361		0		180			17		0	0		180	9		0	180		0		163			74		5	0		163	10		0	163		0		89			0		0	0		89	0		0	0		0		
1	Ei	264	12,6	2	130		0			0	N		 		15,80	3			14,6	2	130		0			0	N	9,9	4		17,50	3			17,6	0	0		0			0	N		 		20,10	3			18,8	3	0		0			0	N		 		22,50	3			21,0	3	130		0			0	N		 						
1	Ei	265	21,3	2	130		0			0	N		 		18,70	3			28,8	2	130		0			0	N		 		22,80	3			33,2	0	0		0			0	N		 		24,80	3			37,0	3	130	1	0			0	N		 		26,10	3																			
1	Ei	266	11,1	2	130	5	0		sonst	0	N		 		14,90	3																																																																			
1	Ei	267	10,2	2	130		0		krumm	0	N		 		14,30	3			12,0	2	130		0		krumm	0	N		 		15,50	3			12,6	0	0		0			0	N		 		16,90	3			12,3	3	130	1	0			0	N		 		19,20	3																			
1	Ei	268	10,0	2	130		0			0	N		 		14,20	3			9,9	2	130	5	0			0	N		 		13,60	3																																																			
1	Ei	269	14,9	2	130		0			0	N		 		16,80	3			20,1	2	130		0			0	N		 		20,20	3			24,5	0	0		0			0	N		 		22,80	3			26,9	3	130		0			0	N	24,0	4		24,70	3			41,5	3	130		0			0	N		 						
1	Ei	270	15,3	2	130		0			0	N		 		16,90	3			16,7	2	130		0			0	N		 		18,70	3			16,9	0	0		0			0	N		 		19,70	3			17,2	3	130	1	0			0	N		 		21,90	3																			
1	Ei	271	14,3	2	130		0			0	N		 		16,60	3			16,8	2	130	5	0			0	N		 		18,70	3																																																			
1	Ei	272	12,2	2	130		0			0	N		 		15,60	3			12,8	2	130	5	0			0	N		 		16,20	3																																																			
1	Ei	273	9,4	2	130	5	0			0	N	13,6	2		13,70	3																																																																			
1	Ei	274	13,8	2	130		0			0	N		 		16,30	3			16,9	2	130		0			0	N		 		18,80	3			18,8	0	0		0			0	N		 		20,70	3			20,1	3	0	2	0			0	N	24,1	4		23,00	3																			
1	Ei	275	8,9	2	130		0		krumm	0	N		 		13,30	3			8,6	2	130	5	0		krumm	0	N		 		12,10	3																																																			
1	Ei	276	9,2	2	130	5	0		krumm	0	N	13,4	2		13,60	3																																																																			
1	Ei	277	8,3	2	130	5	0		krumm	0	N		 		12,80	3																																																																			
1	Ei	278	6,7	2	130		0		krumm	0	N		 		11,00	3			7,2	2	130	5	0		krumm	0	N		 		10,20	3																																																			
1	Ei	279	8,5	2	130		0			0	N		 		13,00	3			9,1	2	130		0			0	N		 		12,70	3			9,5	0	0		0			0	N		 		13,90	3			9,8	3	130	1	0			0	N		 		17,10	3																			
1	Ei	280	12,2	2	130		0			0	N		 		15,60	3			15,3	2	130	5	0			0	N		 		17,90	3																																																			
1	Ei	281	12,9	2	130		0			0	N		 		15,90	3			18,0	2	130		0			0	N		 		19,30	3			22,2	0	0		0			0	N		 		22,00	3			25,4	3	0		0			0	N		 		24,40	3			28,1	3	130		0			0	N		 						
1	Ei	282	11,4	2	130		0			0	N		 		15,10	3			15,7	2	130		0			0	N		 		18,10	3			17,9	0	0		0			0	N		 		20,30	3			19,7	3	130		0			0	N		 		22,80	3			22,7	3	130		0			0	N		 						
1	Ei	283	10,6	2	130		0			0	N		 		14,60	3			14,1	2	130		0			0	N		 		17,10	3			16,8	0	0		0			0	N		 		19,70	3			19,1	3	130	1	0			0	N		 		22,60	3																			
1	Ei	284	11,3	2	130		0			0	N		 		15,00	3			16,4	2	130		0			0	N		 		18,50	3			19,4	0	0		0			0	N		 		20,90	3			21,8	3	0	2	0			0	N		 		23,50	3																			
1	Ei	285	8,7	2	130		0			0	N		 		13,10	3			9,5	2	130	5	0			0	N		 		13,10	3																																																			
1	Ei	286	19,5	2	130		0			0	N		 		18,20	3			27,0	2	130		0			0	J	23,6	4		22,40	3			32,1	0	0		0			0	J		 		24,60	3			35,8	3	0		0			0	J	25,6	4		26,00	3			40,8	3	130		0			0	N		 						
1	Ei	287	11,8	2	130		0			0	N		 		15,30	3			14,5	2	130		0			0	N		 		17,40	3			17,5	0	0		0			0	N		 		20,10	3			18,9	3	0		0			0	N		 		22,50	3			20,8	3	130		0			0	N		 						
1	Ei	288	8,4	2	130		0			0	N		 		12,90	3			10,3	2	130		0			0	N		 		14,00	3			12,4	0	0		0			0	N		 		16,70	3			14,4	3	0		0			0	N		 		20,50	3			18,0	3	130		0			0	N		 						
1	Ei	289	8,8	2	130		0		krumm	0	N	14,0	2		13,20	3			9,0	2	130	5	0		krumm	0	N		 		12,50	3																																																			
1	Ei	290	22,0	2	130		0			0	N		 		18,80	3			30,0	2	130		0			0	J	24,0	4		23,10	3			35,4	0	0		0			0	J		 		25,20	3			40,1	3	0		0			0	J		 		26,50	3			45,1	3	130		0			0	N		 						
1	Ei	291	17,4	2	130		0			0	N		 		17,70	3			23,5	2	130		0			0	N		 		21,40	3			26,4	0	0		0			0	N		 		23,30	3			30,8	3	0		0			0	N		 		25,30	3			34,5	3	130		0			0	N		 						
1	Ei	292	13,9	2	130	5	0			0	N		 		16,40	3																																																																			
1	Ei	293	12,1	2	130		0			0	N	16,4	2		15,50	3			13,6	2	130		0			0	N		 		16,80	3			14,4	0	0		0			0	N		 		18,20	3			15,0	3	130	1	0			0	N		 		20,80	3																			
1	Ei	294	10,0	2	130		0			0	N	14,1	2		14,20	3			9,8	2	130	5	0			0	N		 		13,40	3																																																			
1	Ei	295	12,0	2	130		0		krumm	0	N		 		15,40	3			15,0	2	130	3	0		krumm	0	N		 		17,70	3																																																			
1	Ei	296	13,0	2	130		0			0	N		 		16,00	3			18,4	2	130		0			0	N		 		19,50	3			22,1	0	0		0			0	N		 		22,00	3			23,1	3	0	2	0			0	N	23,8	4		23,80	3																			
1	Ei	297	16,3	2	130		0			0	N		 		17,30	3			21,4	2	130	3	0			0	N		 		20,70	3																																																			
1	Ei	298	10,2	2	130		0			0	N		 		14,30	3			10,0	2	130	5	0			0	N		 		13,70	3																																																			
1	Ei	299	9,6	2	130		0			0	N		 		13,90	3			10,1	2	130	5	0			0	N		 		13,80	3																																																			
1	Ei	300	9,6	2	130		0		fae a	0	N		 		13,90	3			10,6	2	130		0		fae a	0	N		 		14,30	3			12,5	0	0		0			0	N		 		16,80	3			12,9	3	130	1	0			0	N		 		19,60	3																			
1	Ei	301	7,2	2	130		0			0	N		 		11,60	3			8,8	2	130	5	0			0	N		 		12,30	3																																																			
1	Ei	302	10,8	2	130		0			0	N		 		14,70	3			13,8	2	130		0			0	N		 		16,90	3			13,4	0	0		0			0	N		 		17,50	3			14,6	3	0	2	0			0	N		 		20,60	3																			
1	Ei	303	9,8	2	130		0			0	N		 		14,00	3			11,3	2	130	5	0			0	N		 		14,90	3																																																			
1	Ei	304	8,2	2	130		0		krumm	0	N		 		12,70	3			9,7	2	130		0		krumm	0	N		 		13,30	3			10,5	0	0		0			0	N		 		15,00	3			10,7	3	130	1	0			0	N		 		17,90	3																			
1	Ei	305	7,4	2	130	5	0			0	N		 		11,90	3																																																																			
1	Ei	306	7,8	2	130	5	0		krumm	0	N		 		12,30	3																																																																			
1	Ei	307	14,9	2	130		0		rue a	0	N		 		16,80	3			20,4	2	130		0		rue a	0	N		 		20,40	3			24,2	0	0		0			0	N		 		22,70	3			26,4	3	0		0			0	N		 		24,60	3			31,1	3	130		0			0	N		 						
1	Ei	308	19,3	2	130		0			0	N		 		18,20	3			24,9	2	130		0			0	J	21,2	4		21,80	3			28,9	0	0		0			0	J		 		23,90	3			30,6	3	0		0			0	J		 		25,30	3			33,8	3	130		0			0	N		 						
1	Ei	309	10,2	2	130		0		krumm	0	N	13,8	2		14,30	3			9,5	2	130	5	0		krumm	0	N		 		13,10	3																																																			
1	Ei	310	15,4	2	130	1	0			0	N		 		17,00	3																																																																			
1	Ei	311	9,1	2	130		0		krumm	0	N		 		13,50	3			12,4	2	130		0		krumm	0	N		 		15,90	3			15,0	0	0		0			0	N		 		18,60	3			18,0	3	0	2	0			0	N		 		22,20	3																			
1	Ei	312	5,2	2	130	1	0		krumm	0	N	8,4	2		8,90	3																																																																			
1	Ei	313	20,0	2	130		0			0	N	18,9	2		18,40	3			23,7	2	130	3	0			0	N		 		21,50	3																																																			
1	Ei	314	7,9	2	130		0		krumm	0	N		 		12,40	3			10,1	2	130		0		krumm	0	N		 		13,80	3			11,2	0	0		0			0	N		 		15,60	3			11,9	3	130	1	0			0	N		 		18,90	3																			
1	Ei	315	15,1	2	130		0			0	N	19,8	2		16,90	3			20,2	2	130		0			0	N		 		20,30	3			23,4	0	0	5	0			0	N		 		22,40	3																																			
1	Ei	316	9,4	2	130		0		krumm	0	N		 		13,70	3			9,8	2	130		0		krumm	0	N		 		13,40	3			9,9	0	0		0			0	N		 		14,30	3			9,6	3	130	1	0			0	N		 		16,90	3																			
1	Ei	317	17,3	2	130		0			0	N		 		17,60	3			21,3	2	130	5	0			0	N		 		20,70	3																																																			
1	Ei	318	11,2	2	130	1	0		rue a	0	N		 		15,00	3																																																																			
1	Ei	319	12,2	2	130		0			0	N		 		15,60	3			16,7	2	130		0			0	N		 		18,70	3			19,6	0	0		0			0	N		 		21,00	3			21,9	3	0		0			0	N		 		23,50	3			24,5	3	130		0			0	N		 						
1	Ei	320	11,7	2	130		0		krumm	0	N		 		15,30	3			12,5	2	130	5	0		krumm	0	N		 		16,00	3																																																			
1	Ei	321	12,0	2	130		0			0	N		 		15,40	3			15,5	2	130		0			0	N		 		18,00	3			16,4	0	0		0			0	N		 		19,50	3			16,6	3	0	2	0			0	N		 		21,60	3																			
1	Ei	322	15,6	2	130		0			0	N		 		17,10	3			24,6	2	130		0			0	N		 		21,80	3			30,2	0	0		0			0	N		 		24,20	3			33,5	3	0		0			0	N		 		25,70	3			37,4	3	130		0			0	N		 						
1	Ei	323	11,9	2	130		0			0	N		 		15,40	3			16,4	2	130		0			0	N	18,9	4		18,50	3			19,3	0	0		0			0	N		 		20,90	3			21,6	3	0		0			0	N		 		23,40	3			25,3	3	130		0			0	N		 						
1	Ei	324	15,8	2	130		0			0	N		 		17,10	3			19,0	2	130		0			0	N		 		19,80	3			21,3	0	0		0			0	N		 		21,70	3			23,0	3	130	1	0			0	N		 		23,80	3																			
1	Ei	325	9,4	2	130		0			0	N	14,9	2		13,70	3			10,4	2	130		0			0	N		 		14,10	3			12,8	0	0		0			0	N		 		17,00	3			14,0	3	0		0			0	N	20,9	4		20,30	3			16,4	3	130		0			0	N		 						
1	Ei	326	14,3	2	130		0			0	N	17,4	2		16,60	3			19,2	2	130	5	0			0	N		 		19,90	3																																																			
1	Ei	327	16,7	2	130		0			0	N		 		17,40	3			21,3	2	130		0			0	N		 		20,70	3			24,3	0	0		0			0	N		 		22,70	3			26,2	3	0		0			0	N	24,8	4		24,50	3			28,3	3	130		0			0	N		 						
1	Ei	328	10,8	2	130		0		fae a	0	N		 		14,70	3			11,3	2	130	5	0		fae a	0	N		 		14,90	3																																																			
1	Ei	329	9,4	2	130		0			0	N	13,7	2		13,70	3			10,6	2	130		0			0	N		 		14,30	3			12,2	0	0		0			0	N		 		16,50	3			13,3	3	0		0			0	N		 		19,80	3			13,4	3	130		0			0	N		 						
1	Ei	330	18,3	2	130		0			0	N		 		17,90	3			23,8	2	130	3	0			0	N		 		21,50	3																																																			
1	Ei	331	10,6	2	130		0		krumm	0	N		 		14,60	3			11,7	2	130	5	0		krumm	0	N		 		15,30	3																																																			
1	Ei	332	10,2	2	130		0		krumm	0	N		 		14,30	3			15,9	2	130		0		krumm	0	N		 		18,20	3			18,7	0	0		0			0	N		 		20,60	3			21,8	3	130	1	0			0	N		 		23,50	3																			
1	Ei	333	12,1	2	130		0			0	N	15,2	2		15,50	3			15,2	2	130		0			0	N		 		17,80	3			16,5	0	0	1	0			0	N		 		19,50	3																																			
1	Ei	334	18,5	2	130		0			0	N		 		18,00	3			24,4	2	130		0			0	J	22,2	4		21,70	3			27,4	0	0		0			0	J		 		23,60	3			29,0	3	0	7	0			0	J		 		25,10	3																			
1	Ei	335	18,9	2	130		0			0	N		 		18,10	3			23,0	2	130		0			0	N		 		21,30	3			26,3	0	0		0			0	N		 		23,30	3			29,2	3	0		0			0	N		 		25,10	3			32,1	3	130		0			0	N		 						
1	Ei	336	8,7	2	130	1	0		krumm	0	N		 		13,10	3																																																																			
1	Ei	337	14,2	2	130		0		rue a	0	N		 		16,50	3			17,1	2	130	5	0		rue a	0	N		 		18,90	3																																																			
1	Ei	338	13,0	2	130		0		piz a	0	N	17,7	2		16,00	3			15,5	2	130	5	0		piz a	0	N		 		18,00	3																																																			
1	Ei	339	13,3	2	130		0			0	N		 		16,10	3			17,7	2	130		0			0	N		 		19,20	3			21,9	0	0		0			0	N		 		21,90	3			23,6	3	0	2	0			0	N		 		23,90	3																			
1	Ei	340	13,3	2	130		0			0	N		 		16,10	3			16,6	2	130		0			0	N		 		18,60	3			18,5	0	0		0			0	N		 		20,50	3			20,4	3	0		0			0	N		 		23,00	3			22,5	3	130		0			0	N		 						
1	Ei	341	12,6	2	130		0			0	N		 		15,80	3			13,4	2	130		0			0	N		 		16,60	3			14,2	0	0		0			0	N		 		18,10	3			14,6	3	0	5	0			0	N		 		20,60	3																			
1	Ei	342	20,0	2	130		0			0	N		 		18,40	3			25,3	2	130		0			0	N		 		22,00	3			29,4	0	0		0			0	N		 		24,00	3			31,4	3	0		0			0	N		 		25,40	3			33,8	3	130		0			0	N		 						
1	Ei	343	7,7	2	130		0		krumm	0	N		 		12,20	3			7,0	2	130	5	0		krumm	0	N		 		9,90	3																																																			
1	Ei	344	10,9	2	130		0		krumm	0	N		 		14,80	3			15,8	2	130		0		krumm	0	N		 		18,20	3			18,4	0	0		0			0	N		 		20,50	3			20,1	3	130	1	0			0	N		 		23,00	3																			
1	Ei	345	7,0	2	130		0		piz a	0	N		 		11,40	3			7,5	2	130		0		piz a	0	N		 		10,60	3			7,7	0	0	5	0			0	N		 		11,50	3																																			
1	Ei	346	9,4	2	130		0			0	N		 		13,70	3			10,0	2	130	5	0			0	N		 		13,70	3																																																			
1	Ei	347	9,6	2	130		0		krumm	0	N		 		13,90	3			10,7	2	130	5	0		krumm	0	N		 		14,40	3																																																			
1	Ei	348	14,8	2	130		0			0	J		 		16,80	3			19,7	2	130		0			0	J		 		20,10	3			23,4	3	130		0			0	J		 		22,40	3			25,1	3	130		0			0	J		 		24,30	3			26,6	3	130		0			0	N		 						
1	Ei	349	17,5	2	130		0			0	N		 		17,70	3			22,0	2	130		0			0	N		 		20,90	3			24,4	0	0		0			0	N		 		22,80	3			26,6	3	130	5	0	5		0	N		 		24,60	3																			
1	Ei	350	14,8	2	130		0			0	N	16,3	2		16,80	3			18,8	2	130		0			0	N		 		19,70	3			21,5	0	0		0			0	N		 		21,80	3			22,0	3	130	2	0			0	N		 		23,50	3																			
1	Ei	351	9,4	2	130		0		krumm	0	N		 		13,70	3			10,4	2	130		0		krumm	0	N	13,4	4		14,10	3			11,5	0	0		0			0	N		 		15,90	3			11,8	3	0		0			0	N		 		18,80	3			12,0	3	130		0			0	N		 						
1	Ei	352	15,1	2	130		0		krumm	0	N		 		16,90	3			20,2	2	130		0		krumm	0	N		 		20,30	3			22,7	0	0		0			0	N		 		22,20	3			24,3	3	0	2	0			0	N	23,8	4		24,10	3																			
1	Ei	353	18,2	2	130		0			0	J		 		17,90	3			21,7	2	130	3	0			0	J		 		20,80	3																																																			
1	Ei	354	10,6	2	130		0			0	N	14,0	2		14,60	3			11,9	2	130	5	0			0	N		 		15,50	3																																																			
4	Wei	355	10,5	2	130		0		krumm	0	N		 		14,50	3			11,9	2	130	5	0		krumm	0	N		 		15,50	3																																																			
1	Ei	356	7,8	2	130	5	0		krumm	0	N		 		12,30	3																																																																			
1	Ei	357	11,7	2	130		0		krumm	0	N		 		15,30	3			12,7	2	130	5	0		krumm	0	N		 		16,10	3																																																			
1	Ei	358	9,8	2	130		0		krumm	0	N	15,6	2		14,00	3			11,3	2	130		0		krumm	0	N		 		14,90	3			14,1	0	0		0			0	N		 		18,00	3			16,2	3	0		0			0	N		 		21,40	3			19,3	3	130		0			0	N		 						
1	Ei	359	18,0	2	130		0			0	N		 		17,80	3			23,1	2	130		0			0	N		 		21,30	3			26,9	0	0		0			0	N		 		23,40	3			30,3	3	0		0			0	N		 		25,30	3			34,8	3	130		0			0	N		 						
1	Ei	360	12,4	2	130		0		piz a	0	N		 		15,70	3			12,3	2	130	5	0		piz a	0	N		 		15,80	3																																																			
1	Ei	361	13,3	2	130		0			0	N		 		16,10	3			17,5	2	130	3	0			0	N		 		19,10	3																																																			
1	Ei	362	10,2	2	130		0			0	N		 		14,30	3			10,2	2	130	5	0			0	N		 		13,90	3																																																			
1	Ei	363	11,1	2	130		0			0	N		 		14,90	3			12,0	2	130	5	0			0	N		 		15,50	3																																																			
1	Ei	364	12,3	2	130		0		krumm	0	N		 		15,60	3			13,0	2	130	5	0		krumm	0	N		 		16,30	3																																																			
1	Ei	365	6,8	2	130	1	0		krumm	0	N		 		11,20	3																																																																			
1	Ei	366	15,8	2	130		0			0	N		 		17,10	3			24,0	2	130		0			0	J	21,7	4		21,60	3			27,7	0	0		0			0	J		 		23,60	3			31,1	3	0		0			0	J		 		25,40	3			34,3	3	130		0			0	N		 						
1	Ei	367	9,6	2	130		0		krumm	0	N		 		13,90	3			10,1	2	130	5	0		krumm	0	N		 		13,80	3																																																			
1	Ei	368	7,2	2	130		0			0	N		 		11,60	3			7,0	2	130	5	0			0	N		 		9,90	3																																																			
1	Ei	369	16,0	2	130		0			0	N		 		17,20	3			18,2	2	130	5	0			0	N		 		19,40	3																																																			
1	Ei	370	7,9	2	130		0			0	N		 		12,40	3			8,7	2	130		0			0	N	11,6	4		12,20	3			8,6	0	0	5	0			0	N		 		12,80	3																																			
1	Ei	371	6,2	2	130		0			0	N		 		10,40	3			7,6	2	130		0			0	N		 		10,80	3			9,8	0	0		0			0	N		 		14,20	3			10,7	3	0		0			0	N		 		17,90	3			11,5	3	130		0			0	N		 						
1	Ei	372	7,4	2	130	1	0			0	N		 		11,90	3																																																																			
1	Ei	373	5,5	2	130		0			0	N		 		9,40	3			7,4	2	130		0			0	N		 		10,50	3			9,6	0	0		0			0	N		 		14,00	3			9,8	3	0		0			0	N		 		17,00	3			11,0	3	130		0			0	N		 						
1	Ei	374	7,2	2	130		0			0	N		 		11,60	3			7,9	2	130		0			0	N		 		11,20	3			8,4	0	0		0			0	N		 		12,50	3			8,9	3	130	1	0			0	N		 		16,10	3																			
1	Ei	375	13,7	2	130		0			0	N		 		16,30	3			18,8	2	130	3	0			0	N		 		19,70	3																																																			
1	Ei	376	10,6	2	130		0			0	N		 		14,60	3			12,3	2	130		0			0	N		 		15,80	3			15,0	0	0		0			0	N		 		18,60	3			16,2	3	0		0			0	N		 		21,40	3			18,6	3	130		0			0	N		 						
1	Ei	377	19,5	2	130		0			0	J		 		18,20	3			26,8	2	130		0			0	J	22,0	4		22,30	3			32,4	0	0		0			0	J		 		24,60	3			37,0	3	0		0			0	J		 		26,20	3			41,6	3	130		0			0	N		 						
1	Ei	378	15,9	2	130		0			0	N		 		17,20	3			19,9	2	130	3	0			0	N		 		20,20	3																																																			
1	Ei	379	13,7	2	130		0			0	N		 		16,30	3			17,2	2	130	5	0			0	N		 		18,90	3																																																			
1	Ei	380	9,4	2	130		0			0	N		 		13,70	3			11,8	2	130		0			0	N		 		15,40	3			14,7	0	0		0			0	N		 		18,40	3			15,9	3	0		0			0	N		 		21,30	3			16,8	3	130		0			0	N		 						
1	Ei	381	19,1	2	130		0			0	N		 		18,10	3			26,1	2	130		0			0	N		 		22,20	3			29,2	0	0		0			0	N		 		24,00	3			31,7	3	0		0			0	N		 		25,50	3			33,7	3	130		0			0	N		 						
1	Ei	382	10,8	2	130		0		krumm	0	N		 		14,70	3			12,0	2	130	5	0		krumm	0	N		 		15,50	3																																																			
1	Ei	383	8,7	2	130		0			0	N		 		13,10	3			9,0	2	130	5	0			0	N		 		12,50	3																																																			
1	Ei	384	19,4	2	130		0			0	N		 		18,20	3			23,6	2	130		0			0	N		 		21,50	3			27,2	0	0		0			0	N		 		23,50	3			30,2	3	0		0			0	N		 		25,20	3			32,2	3	130		0			0	N		 						
1	Ei	385	15,4	2	130		0			0	N		 		17,00	3			22,0	2	130		0			0	N		 		20,90	3			27,3	0	0		0			0	N		 		23,50	3			31,1	3	0		0			0	N		 		25,40	3			35,4	3	130		0			0	N		 						
1	Ei	386	13,4	2	130		0			0	N	16,7	2		16,20	3			17,0	2	130		0			0	N		 		18,80	3			18,3	0	0		0			0	N		 		20,40	3			21,0	3	0		0			0	N		 		23,20	3			22,1	3	130		0			0	N		 						
1	Ei	387	13,0	2	130		0			0	N		 		16,00	3			18,1	2	130		0			0	N	19,3	4		19,40	3			21,9	0	0		0			0	N		 		21,90	3			24,7	3	0		0			0	N		 		24,20	3			29,5	3	130		0			0	N		 						
1	Ei	388	12,4	2	130		0		krumm	0	N		 		15,70	3			18,5	2	130		0		krumm	0	N		 		19,60	3			21,1	0	0		0			0	N		 		21,60	3			22,0	3	130		0			0	N		 		23,50	3			27,3	3	130		0			0	N		 						
1	Ei	389	14,3	2	130		0			0	N		 		16,60	3			17,7	2	130	3	0			0	N		 		19,20	3																																																			
1	Ei	390	11,4	2	130		0			0	N		 		15,10	3			12,5	2	130	5	0			0	N		 		16,00	3																																																			
1	Ei	391	18,8	2	130		0			0	N		 		18,10	3			25,5	2	130		0			0	J	20,6	4		22,00	3			30,3	0	0		0			0	J		 		24,20	3			34,1	3	0		0			0	J		 		25,80	3			38,0	3	130		0			0	N		 						
1	Ei	392	14,4	2	130		0			0	N		 		16,60	3			16,5	2	130	5	0			0	N		 		18,60	3																																																			
1	Ei	393	8,6	2	130		0		krumm	0	N		 		13,00	3			9,6	2	130	5	0		krumm	0	N		 		13,20	3																																																			
1	Ei	394	7,7	2	130	5	0			0	N		 		12,20	3																																																																			
1	Ei	395	12,5	2	130		0		krumm	0	N		 		15,70	3			21,2	2	130		0		krumm	0	N		 		20,70	3			28,4	0	0		0			0	N		 		23,80	3			33,5	3	0		0			0	N		 		25,70	3			39,7	3	130		0			0	N		 						
1	Ei	396	11,0	2	130		0			0	N		 		14,90	3			13,3	2	130		0			0	N		 		16,60	3			13,9	0	0		0			0	N		 		17,90	3			14,3	3	130	1	0			0	N		 		20,50	3																			
1	Ei	397	13,5	2	130		0			0	N		 		16,20	3			16,6	2	130	3	0			0	N		 		18,60	3																																																			
1	Ei	398	18,8	2	130		0			0	N		 		18,10	3			27,1	2	130	3	0			0	N		 		22,40	3																																																			
1	Ei	399	13,0	2	130		0			0	N		 		16,00	3			16,0	2	130	5	0			0	N		 		18,30	3																																																			
1	Ei	400	11,2	2	130	1	0		krumm	0	N		 		15,00	3																																																																			
1	Ei	401	12,1	2	130		0			0	N		 		15,50	3			15,4	2	130	5	0			0	N		 		17,90	3																																																			
1	Ei	402	8,4	2	130	5	0			0	N		 		12,90	3																																																																			
