Bestandeseinheit,Baumart,Baumnummer,D_1972,Aus_1972,H_1972,D_1981,Aus_1981,H_1981,D_1993,Aus_1993,H_1993,D_2001,Aus_2001,H_2001,D_2011,Aus_2011,H_2011,D_2017,Aus_2017,H_2017
1,Bu,263,8.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,264,6.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,265,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,266,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,267,12.9,NA,NA,17.9,NA,NA,22.0,NA,NA,25.3,NA,29.0,27.5,NA,34.6,28.0,2,NA
1,Bu,268,23.4,NA,NA,25.0,NA,NA,26.8,NA,NA,28.5,NA,NA,31.5,NA,NA,33.5,NA,NA
1,Bu,269,7.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,270,10.5,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,271,13.6,NA,NA,19.2,NA,NA,25.9,NA,NA,28.9,NA,NA,31.8,NA,NA,33.4,NA,NA
2,Es,272,11.8,NA,NA,14.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,273,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,274,11.5,NA,NA,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,275,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,276,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,277,11.3,NA,NA,11.2,NA,NA,11.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,278,22.6,NA,NA,27.2,NA,NA,33.0,NA,NA,36.0,NA,NA,44.5,NA,NA,45.5,NA,NA
1,Bu,279,10.6,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,280,10.8,NA,NA,10.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,281,10.4,NA,NA,10.4,NA,NA,10.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,282,26.8,NA,NA,33.9,NA,NA,45.4,NA,NA,51.6,2,36.0,NA,NA,NA,NA,NA,NA
1,Bu,283,9.2,NA,NA,9.2,NA,NA,9.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,284,9.6,NA,NA,10.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,285,12.2,NA,NA,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,286,9.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,287,14.1,NA,NA,14.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,288,24.7,NA,NA,31.2,NA,NA,39.7,NA,NA,45.0,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,289,9.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,290,10.8,NA,NA,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,291,17.2,NA,NA,20.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,292,22.3,NA,NA,25.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,293,17.8,NA,NA,23.1,NA,NA,30.9,NA,NA,35.0,NA,NA,40.3,NA,NA,42.8,NA,NA
2,Es,294,11.1,NA,NA,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,295,15.0,NA,NA,18.6,NA,NA,24.3,NA,NA,27.9,NA,NA,32.2,NA,NA,35.1,NA,35.0
1,Bu,296,9.2,NA,NA,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,297,9.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,298,13.0,NA,NA,13.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,299,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,300,19.7,NA,NA,24.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,301,7.2,NA,NA,7.1,1,13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,302,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,303,17.2,NA,NA,19.6,NA,22.0,23.3,NA,27.2,24.5,NA,NA,28.3,1,NA,NA,NA,NA
1,Bu,304,15.2,NA,NA,16.7,NA,NA,19.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,305,10.2,NA,NA,10.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,306,10.5,NA,NA,10.6,NA,NA,10.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,307,14.1,NA,NA,15.3,NA,NA,16.9,NA,NA,17.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,308,21.8,NA,NA,26.3,NA,NA,31.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,309,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,310,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,311,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,312,17.9,NA,NA,24.0,NA,NA,31.6,NA,NA,35.8,NA,NA,41.6,NA,NA,45.2,NA,NA
1,Bu,313,12.9,NA,NA,13.4,NA,NA,14.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,314,9.4,NA,NA,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,315,18.8,NA,NA,22.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,316,13.6,NA,NA,14.0,NA,NA,14.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,317,11.7,NA,NA,13.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,318,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,319,13.1,NA,NA,13.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,320,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,321,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,322,14.4,NA,NA,14.4,NA,20.5,20.0,NA,NA,28.0,NA,NA,35.7,NA,NA,39.8,2,NA
1,Bu,323,8.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,324,16.8,NA,NA,18.9,NA,NA,21.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,325,21.0,NA,NA,24.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,326,16.0,NA,NA,18.2,NA,NA,24.0,NA,NA,25.8,NA,NA,28.6,NA,NA,30.5,NA,NA
1,Bu,327,16.2,NA,NA,17.0,NA,NA,20.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,328,15.1,NA,NA,19.5,NA,24.3,28.1,NA,30.5,32.5,NA,NA,39.7,NA,NA,43.5,NA,NA
1,Bu,329,13.2,NA,NA,13.2,NA,NA,13.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,330,8.5,NA,NA,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,331,13.5,NA,NA,14.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,332,17.0,NA,NA,20.8,NA,NA,27.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,333,14.6,NA,NA,16.8,NA,25.3,16.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,334,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,335,23.2,NA,NA,30.2,NA,NA,39.7,NA,NA,44.5,2,33.8,NA,NA,NA,NA,NA,NA
1,Bu,336,16.4,NA,NA,16.8,NA,NA,17.1,NA,NA,17.3,NA,NA,18.5,1,NA,NA,NA,NA
1,Bu,337,15.7,NA,NA,15.8,NA,NA,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,338,12.4,NA,NA,12.7,NA,NA,12.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,339,10.9,NA,NA,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,340,21.2,NA,NA,28.3,NA,NA,37.8,NA,NA,42.8,NA,35.0,47.2,NA,NA,50.0,NA,NA
1,Bu,341,10.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,342,17.4,NA,NA,18.1,NA,NA,18.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,343,14.7,NA,NA,17.5,NA,NA,21.8,NA,NA,24.4,NA,NA,28.4,NA,NA,31.4,NA,NA
1,Bu,344,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,345,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,346,7.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,347,12.8,NA,NA,13.4,NA,NA,14.7,NA,NA,15.0,NA,NA,16.8,NA,NA,19.2,NA,NA
2,Es,348,17.5,NA,NA,23.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,349,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,350,7.8,NA,NA,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,351,13.2,NA,NA,16.1,NA,NA,21.5,NA,NA,22.5,NA,NA,24.7,NA,NA,26.2,2,NA
1,Bu,352,14.5,NA,NA,15.2,NA,NA,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,353,15.2,NA,NA,19.3,NA,NA,23.4,NA,NA,24.8,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,354,11.2,NA,NA,12.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,355,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,356,14.3,NA,NA,17.4,NA,21.5,20.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,357,11.8,NA,NA,11.8,NA,NA,12.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,358,11.2,NA,NA,11.2,NA,19.0,11.4,NA,NA,11.5,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,359,9.0,NA,NA,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Rue,360,17.2,NA,NA,24.8,NA,NA,33.4,NA,NA,39.2,NA,31.7,46.6,NA,36.8,50.0,NA,NA
1,Bu,361,9.8,NA,NA,9.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,362,13.5,NA,NA,13.6,NA,NA,13.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,363,12.5,NA,NA,14.2,NA,NA,14.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,364,7.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,365,14.1,NA,NA,16.2,NA,NA,17.4,NA,NA,17.7,NA,NA,18.2,NA,NA,20.6,NA,NA
1,Bu,366,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,367,15.0,NA,NA,16.9,NA,NA,19.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,368,9.1,NA,NA,8.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,369,23.0,NA,NA,28.6,NA,NA,36.2,NA,33.2,39.6,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,370,13.5,NA,NA,14.0,NA,NA,14.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,371,15.0,NA,17.7,19.8,NA,23.1,24.6,NA,26.6,39.2,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,372,10.6,NA,NA,10.7,NA,NA,10.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,373,13.2,NA,NA,15.5,NA,NA,19.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,374,9.8,NA,NA,10.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,375,8.7,NA,NA,8.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,376,12.1,NA,NA,12.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,377,16.0,NA,NA,20.2,NA,NA,26.3,NA,NA,29.9,NA,NA,33.8,1,NA,NA,NA,NA
1,Bu,378,11.2,NA,NA,11.8,NA,NA,12.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,379,7.8,NA,NA,7.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,380,11.2,NA,NA,11.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,381,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,382,18.6,NA,NA,22.4,NA,NA,26.7,NA,NA,29.3,NA,NA,34.4,1,NA,NA,NA,NA
1,Bu,383,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,384,10.6,NA,NA,11.2,NA,NA,11.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,385,9.2,NA,NA,10.6,NA,NA,10.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,386,8.0,NA,NA,8.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,387,10.8,NA,NA,11.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,388,9.2,NA,NA,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,389,17.7,NA,NA,20.8,NA,NA,27.8,NA,NA,32.1,NA,NA,37.5,NA,NA,43.0,NA,NA
1,Bu,390,12.1,NA,NA,12.9,NA,NA,13.4,2,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,391,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,392,11.9,NA,NA,12.6,NA,NA,13.2,NA,NA,13.2,NA,NA,14.2,NA,NA,15.6,NA,NA
1,Bu,393,13.6,NA,NA,13.6,NA,NA,13.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,394,14.4,NA,NA,17.2,NA,NA,21.8,NA,NA,24.4,NA,NA,27.9,1,NA,NA,NA,NA
1,Bu,395,14.0,NA,NA,16.1,NA,NA,19.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,396,19.6,NA,NA,26.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,397,10.4,NA,NA,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,398,24.2,NA,NA,31.6,NA,NA,41.6,NA,29.4,46.3,NA,32.1,51.5,NA,NA,56.3,NA,NA
1,Bu,399,7.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,400,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,401,12.2,NA,NA,12.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,402,16.0,NA,NA,19.4,NA,NA,26.4,NA,NA,30.4,NA,NA,37.0,1,NA,NA,NA,NA
1,Bu,403,11.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,404,13.2,NA,NA,14.4,NA,NA,16.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,405,11.6,NA,NA,14.2,NA,NA,19.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,406,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,407,14.3,NA,NA,19.0,NA,NA,26.5,NA,NA,30.1,NA,NA,36.3,1,NA,NA,NA,NA
1,Bu,408,10.5,NA,NA,10.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,409,6.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,410,10.8,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,411,15.0,NA,NA,16.2,NA,NA,18.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,412,13.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,413,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,414,18.2,NA,NA,20.8,NA,NA,26.0,NA,NA,29.3,NA,NA,35.1,NA,NA,38.8,NA,NA
1,Bu,415,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,416,16.1,NA,NA,19.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,417,12.4,NA,NA,13.2,NA,NA,13.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,418,7.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,419,6.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,420,14.5,NA,NA,14.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,421,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,422,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,423,15.4,NA,NA,15.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,424,13.5,NA,NA,16.7,NA,NA,24.7,NA,NA,27.9,NA,NA,32.0,NA,NA,32.6,NA,NA
1,Bu,425,14.4,NA,NA,15.2,NA,NA,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,426,21.2,NA,NA,26.8,NA,NA,34.0,NA,NA,37.6,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,427,10.7,NA,NA,10.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,428,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,429,12.2,NA,NA,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,430,17.0,NA,NA,17.8,NA,NA,19.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,431,10.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,432,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,433,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,434,22.4,NA,NA,28.4,NA,NA,35.8,NA,NA,39.6,NA,NA,42.6,NA,NA,45.8,NA,NA
1,Bu,435,13.9,NA,NA,15.5,NA,NA,19.2,NA,NA,20.2,NA,NA,20.9,NA,NA,21.5,NA,NA
1,Bu,436,20.4,NA,NA,23.3,NA,NA,25.3,7,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,437,11.4,NA,NA,11.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,438,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,439,19.4,NA,NA,24.1,NA,22.0,30.1,NA,NA,32.9,NA,NA,38.3,NA,NA,44.7,2,NA
1,Bu,440,17.8,NA,NA,22.7,NA,23.0,28.9,NA,NA,32.2,NA,NA,36.7,1,NA,NA,NA,NA
1,Bu,441,11.3,NA,NA,12.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,442,16.4,NA,NA,18.7,NA,NA,21.9,NA,NA,23.6,NA,NA,26.1,NA,NA,27.8,NA,NA
1,Bu,443,10.0,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,444,10.4,NA,NA,10.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,445,13.1,NA,NA,14.2,NA,NA,14.8,2,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,446,10.2,NA,NA,11.2,NA,NA,11.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,447,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,448,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,449,11.0,NA,NA,10.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,450,14.4,NA,NA,15.9,NA,NA,16.7,2,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,451,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,452,10.6,NA,NA,10.8,NA,16.5,10.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,453,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,454,10.8,NA,NA,13.5,NA,NA,14.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,455,10.2,NA,NA,12.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,456,11.8,NA,NA,13.8,NA,NA,14.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,457,6.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,458,18.6,NA,NA,23.9,NA,NA,31.6,NA,NA,36.5,NA,NA,43.5,1,NA,NA,NA,NA
1,Bu,459,11.8,NA,NA,11.8,NA,NA,12.0,NA,NA,12.1,NA,NA,13.7,NA,NA,15.9,NA,NA
1,Bu,460,15.4,NA,NA,18.0,NA,NA,21.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,461,8.4,NA,NA,8.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,462,14.0,NA,NA,17.4,NA,NA,22.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,463,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,464,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,465,12.8,NA,NA,15.0,NA,NA,17.8,NA,24.5,19.4,NA,27.7,24.0,NA,28.0,27.5,NA,NA
1,Bu,466,12.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,467,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,468,19.9,NA,NA,24.7,NA,NA,31.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,469,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,470,15.7,NA,NA,15.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,471,13.7,NA,NA,17.0,NA,NA,20.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,472,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,473,11.0,NA,NA,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,474,9.5,NA,NA,9.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,475,13.2,NA,NA,15.5,NA,NA,18.8,NA,NA,20.4,NA,NA,24.2,1,NA,NA,NA,NA
1,Bu,476,17.4,NA,NA,21.3,NA,NA,26.9,NA,NA,29.3,NA,31.9,33.7,NA,32.0,37.4,NA,NA
1,Bu,477,15.1,NA,NA,18.4,NA,NA,22.8,NA,NA,24.6,NA,NA,28.3,1,NA,NA,NA,NA
1,Bu,478,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,479,12.2,NA,NA,13.8,NA,NA,15.1,7,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
